Filename,Segmentation Time (seconds)
134_7-11_55893536121673,0.13092708587646484
135_10-11_55893536121673,0.1468369960784912
135_11-11_55893536121673,0.14931511878967285
135_18-11_55893536121673,0.06127119064331055
135_5-11_55893536121673,0.15135741233825684
135_6-6_64638783269962,0.11222457885742188
135_8-11_55893536121673,0.17507195472717285
136_0-11_55893536121673,0.2156689167022705
136_14-11_55893536121673,0.07193183898925781
136_18-11_55893536121673,0.05711245536804199
136_19-11_55893536121673,0.057863712310791016
136_5-11_55893536121673,0.2336254119873047
136_8-11_55893536121673,0.2454521656036377
136_9-11_55893536121673,0.1838698387145996
137_0-11_55893536121673,0.21602487564086914
137_18-11_55893536121673,0.06481146812438965
137_5-11_55893536121673,0.2022709846496582
137_8-11_55893536121673,0.2281332015991211
137_9-11_55893536121673,0.29033470153808594
138_1-11_55893536121673,0.20169377326965332
138_17-11_55893536121673,0.04157876968383789
139_1-11_55893536121673,0.265625
139_11-11_55893536121673,0.21814203262329102
139_15-11_55893536121673,0.057877302169799805
139_2-11_55893536121673,0.2821640968322754
139_3-11_55893536121673,0.23310565948486328
139_5-11_55893536121673,0.24686264991760254
139_6-6_64638783269962,0.1652238368988037
140_1-11_55893536121673,0.18599319458007812
140_10-11_55893536121673,0.19175243377685547
140_13-6_64638783269962,0.14542150497436523
140_14-11_55893536121673,0.06281399726867676
140_16-11_55893536121673,0.05695176124572754
140_20-6_64638783269962,0.03615593910217285
141_0-11_55893536121673,0.1592390537261963
141_1-11_55893536121673,0.15124917030334473
141_10-11_55893536121673,0.14714932441711426
141_13-6_64638783269962,0.07518362998962402
141_15-11_55893536121673,0.05087852478027344
141_17-11_55893536121673,0.04609251022338867
142_0-11_55893536121673,0.1892249584197998
142_14-11_55893536121673,0.07398843765258789
142_4-11_55893536121673,0.19714856147766113
143_15-11_55893536121673,0.06154203414916992
143_17-11_55893536121673,0.04616713523864746
143_18-11_55893536121673,0.033852338790893555
143_4-11_55893536121673,0.16747164726257324
143_5-11_55893536121673,0.14346766471862793
144_11-11_55893536121673,0.1665663719177246
144_13-6_64638783269962,0.11654305458068848
144_6-6_64638783269962,0.08642292022705078
144_9-11_55893536121673,0.14182662963867188
145_12-11_55893536121673,0.1362619400024414
145_13-6_64638783269962,0.07543516159057617
145_15-11_55893536121673,0.046384572982788086
145_20-6_64638783269962,0.034897804260253906
145_6-6_64638783269962,0.08967971801757812
146_0-11_55893536121673,0.28005313873291016
146_12-11_55893536121673,0.20538115501403809
146_14-11_55893536121673,0.0684652328491211
146_2-11_55893536121673,0.19451284408569336
146_3-11_55893536121673,0.18932127952575684
146_6-6_64638783269962,0.11681175231933594
147_14-11_55893536121673,0.05707144737243652
147_2-11_55893536121673,0.136885404586792
147_3-11_55893536121673,0.09708762168884277
148_11-11_55893536121673,0.2669410705566406
148_15-11_55893536121673,0.07901239395141602
148_18-11_55893536121673,0.057159423828125
148_19-11_55893536121673,0.07785224914550781
148_3-11_55893536121673,0.24586820602416992
149_10-11_55893536121673,0.14241266250610352
149_12-11_55893536121673,0.16039609909057617
149_15-11_55893536121673,0.05372142791748047
149_16-11_55893536121673,0.03454446792602539
149_20-6_64638783269962,0.037595272064208984
150_2-16_245824983299933,0.29323387145996094
150_5-16_245824983299933,0.1862194538116455
150_7-16_245824983299933,0.23569536209106445
151_4-11_016700066800267,0.14082551002502441
152_3-16_245824983299933,0.2626645565032959
152_5-16_245824983299933,0.12160563468933105
152_9-11_016700066800267,0.10313081741333008
153_1-16_245824983299933,0.09536576271057129
153_3-16_245824983299933,0.09714365005493164
153_8-16_245824983299933,0.08553552627563477
154_4-11_016700066800267,0.13913369178771973
155_2-16_245824983299933,0.17399168014526367
155_7-16_245824983299933,0.10540246963500977
155_8-16_245824983299933,0.09671831130981445
156_0-16_245824983299933,0.16541600227355957
156_5-16_245824983299933,0.10242199897766113
15_1-16_245824983299933,0.4529745578765869
15_5-16_245824983299933,0.21624040603637695
160_3-16_245824983299933,0.42139506340026855
160_6-16_245824983299933,0.2377452850341797
160_8-16_245824983299933,0.19357681274414062
161_0-16_245824983299933,0.39943742752075195
161_2-16_245824983299933,0.33919811248779297
161_9-11_016700066800267,0.15756678581237793
162_4-11_016700066800267,0.15739941596984863
163_0-16_245824983299933,0.3052854537963867
163_2-16_245824983299933,0.30635595321655273
164_2-16_245824983299933,0.20891237258911133
164_6-16_245824983299933,0.10754084587097168
165_1-16_245824983299933,0.35735273361206055
165_3-16_245824983299933,0.34049391746520996
165_4-11_016700066800267,0.23751568794250488
165_7-16_245824983299933,0.19411849975585938
166_4-11_016700066800267,0.29598069190979004
166_5-16_245824983299933,0.2710399627685547
166_6-16_245824983299933,0.2407219409942627
167_5-16_245824983299933,0.2385258674621582
167_9-11_016700066800267,0.13280081748962402
168_7-16_245824983299933,0.14034247398376465
168_9-11_016700066800267,0.0688633918762207
169_0-16_245824983299933,0.20551061630249023
169_9-11_016700066800267,0.07206988334655762
16_3-16_245824983299933,0.24472308158874512
170_2-16_245824983299933,0.3684074878692627
170_6-16_245824983299933,0.1344757080078125
170_8-16_245824983299933,0.133833646774292
171_0-16_245824983299933,0.27939271926879883
171_4-11_016700066800267,0.18078017234802246
172_2-16_245824983299933,0.3726158142089844
172_5-16_245824983299933,0.1839454174041748
172_6-16_245824983299933,0.1900467872619629
173_0-16_245824983299933,0.2660503387451172
173_6-16_245824983299933,0.19407057762145996
174_2-16_245824983299933,0.13721847534179688
174_5-16_245824983299933,0.08574223518371582
174_6-16_245824983299933,0.10428833961486816
175_2-16_245824983299933,0.15087890625
177_1-16_245824983299933,0.246107816696167
177_4-11_016700066800267,0.14554357528686523
178_5-16_245824983299933,0.14650893211364746
179_9-11_016700066800267,0.11892890930175781
17_2-16_245824983299933,0.4378066062927246
17_3-16_245824983299933,0.4138960838317871
17_8-16_245824983299933,0.27399492263793945
180_0-16_245824983299933,0.3776741027832031
180_8-16_245824983299933,0.21282339096069336
182_3-16_245824983299933,0.3334362506866455
182_5-16_245824983299933,0.1953902244567871
185_1-16_245824983299933,0.38593387603759766
185_3-16_245824983299933,0.4183073043823242
186_3-16_245824983299933,0.32393312454223633
187_0-16_245824983299933,0.16878294944763184
187_2-16_245824983299933,0.20583844184875488
187_3-16_245824983299933,0.19953489303588867
189_7-16_245824983299933,0.1944427490234375
190_2-16_245824983299933,0.3142106533050537
190_8-16_245824983299933,0.19382143020629883
190_9-11_016700066800267,0.10498166084289551
191_6-16_245824983299933,0.2121131420135498
191_8-16_245824983299933,0.1928694248199463
191_9-11_016700066800267,0.15017294883728027
192_2-16_245824983299933,0.20194220542907715
192_5-16_245824983299933,0.14237141609191895
192_7-16_245824983299933,0.13487935066223145
194_2-16_245824983299933,0.344149112701416
194_5-16_245824983299933,0.1766500473022461
194_7-16_245824983299933,0.2229619026184082
194_9-11_016700066800267,0.14146161079406738
196_3-16_245824983299933,0.3349297046661377
197_1-16_245824983299933,0.24614429473876953
197_4-11_016700066800267,0.1489260196685791
197_8-16_245824983299933,0.18724584579467773
197_9-11_016700066800267,0.0780022144317627
198_2-16_245824983299933,0.3305633068084717
198_6-16_245824983299933,0.1971447467803955
198_7-16_245824983299933,0.2092456817626953
199_2-16_245824983299933,0.33217954635620117
199_7-16_245824983299933,0.2945411205291748
199_8-16_245824983299933,0.1816098690032959
19_3-16_245824983299933,0.30974388122558594
19_6-16_245824983299933,0.1867389678955078
1_3-16_245824983299933,0.27828335762023926
1_4-11_016700066800267,0.20925426483154297
1_9-11_016700066800267,0.13815617561340332
200_10-12_998396579369322,0.20316505432128906
201_2-12_998396579369322,0.09922432899475098
201_4-12_998396579369322,0.11732721328735352
202_11-11_008017103153394,0.20917582511901855
202_3-12_998396579369322,0.16299033164978027
202_7-12_998396579369322,0.1904306411743164
203_8-12_998396579369322,0.18262624740600586
203_9-12_998396579369322,0.15158390998840332
204_10-12_998396579369322,0.1578834056854248
204_2-12_998396579369322,0.14931178092956543
204_6-12_998396579369322,0.15858221054077148
204_8-12_998396579369322,0.16631627082824707
205_10-12_998396579369322,0.175337553024292
205_2-12_998396579369322,0.13561010360717773
205_3-12_998396579369322,0.16289973258972168
205_9-12_998396579369322,0.1753251552581787
206_3-12_998396579369322,0.21767497062683105
206_7-12_998396579369322,0.23768186569213867
207_1-12_998396579369322,0.23429536819458008
207_4-12_998396579369322,0.2671329975128174
207_7-12_998396579369322,0.266674280166626
208_0-12_998396579369322,0.1837749481201172
209_1-12_998396579369322,0.15580534934997559
209_5-11_008017103153394,0.11433839797973633
209_6-12_998396579369322,0.14769887924194336
209_7-12_998396579369322,0.13180112838745117
20_1-16_245824983299933,0.45113587379455566
20_4-11_016700066800267,0.21842598915100098
20_6-16_245824983299933,0.1287705898284912
20_9-11_016700066800267,0.13229155540466309
210_1-12_998396579369322,0.22297239303588867
210_2-12_998396579369322,0.24414300918579102
210_3-12_998396579369322,0.2959773540496826
210_7-12_998396579369322,0.20456290245056152
210_9-12_998396579369322,0.2095496654510498
211_0-12_998396579369322,0.249772310256958
212_10-12_998396579369322,0.11088681221008301
212_2-12_998396579369322,0.1465592384338379
213_2-12_998396579369322,0.11620545387268066
213_5-11_008017103153394,0.09085345268249512
215_10-12_998396579369322,0.18774986267089844
215_11-11_008017103153394,0.15073728561401367
215_3-12_998396579369322,0.1672956943511963
215_4-12_998396579369322,0.20206594467163086
215_7-12_998396579369322,0.1811513900756836
216_0-12_998396579369322,0.18005919456481934
216_11-11_008017103153394,0.14612531661987305
216_2-12_998396579369322,0.17069220542907715
216_3-12_998396579369322,0.1941535472869873
217_1-12_998396579369322,0.16805577278137207
217_5-11_008017103153394,0.07580733299255371
218_4-12_998396579369322,0.18313097953796387
218_5-11_008017103153394,0.15374422073364258
218_6-12_998396579369322,0.19814324378967285
218_7-12_998396579369322,0.2235565185546875
218_9-12_998396579369322,0.17876029014587402
219_0-12_998396579369322,0.2831227779388428
219_4-12_998396579369322,0.21943068504333496
21_6-16_245824983299933,0.12795519828796387
21_7-16_245824983299933,0.12966036796569824
220_6-12_998396579369322,0.13478398323059082
220_7-12_998396579369322,0.11438322067260742
221_10-12_998396579369322,0.24176955223083496
221_2-12_998396579369322,0.30896568298339844
221_5-11_008017103153394,0.21683597564697266
221_8-12_998396579369322,0.23775649070739746
221_9-12_998396579369322,0.25594329833984375
222_5-11_008017103153394,0.11599922180175781
223_3-12_998396579369322,0.2292346954345703
223_5-11_008017103153394,0.16014909744262695
224_4-12_998396579369322,0.3136286735534668
224_9-12_998396579369322,0.296436071395874
225_0-12_998396579369322,0.2834208011627197
225_11-11_008017103153394,0.25119805335998535
225_7-12_998396579369322,0.3501856327056885
225_9-12_998396579369322,0.24434566497802734
226_11-11_008017103153394,0.1426236629486084
226_2-12_998396579369322,0.16814136505126953
227_4-12_998396579369322,0.18255615234375
227_8-12_998396579369322,0.23039865493774414
228_2-12_998396579369322,0.21585917472839355
228_8-12_998396579369322,0.30687451362609863
229_6-12_998396579369322,0.3025069236755371
22_9-11_016700066800267,0.14092659950256348
230_5-11_008017103153394,0.21619582176208496
230_8-12_998396579369322,0.25217533111572266
231_0-12_998396579369322,0.2208864688873291
231_3-12_998396579369322,0.29538679122924805
231_6-12_998396579369322,0.2856769561767578
232_10-12_998396579369322,0.284517765045166
232_7-12_998396579369322,0.2519407272338867
232_8-12_998396579369322,0.25986671447753906
234_11-11_008017103153394,0.0425562858581543
235_1-12_998396579369322,0.17978549003601074
235_7-12_998396579369322,0.13556957244873047
236_11-11_008017103153394,0.21501779556274414
236_7-12_998396579369322,0.2587308883666992
237_6-12_998396579369322,0.254056453704834
238_1-12_998396579369322,0.13350844383239746
238_8-12_998396579369322,0.19625329971313477
239_1-12_998396579369322,0.41141796112060547
239_11-11_008017103153394,0.2476348876953125
239_5-11_008017103153394,0.24696993827819824
23_5-16_245824983299933,0.1456437110900879
23_7-16_245824983299933,0.18016481399536133
240_11-11_008017103153394,0.20117855072021484
240_4-12_998396579369322,0.29502224922180176
241_0-12_998396579369322,0.27469730377197266
241_10-12_998396579369322,0.37912774085998535
241_11-11_008017103153394,0.21576857566833496
241_5-11_008017103153394,0.24155759811401367
241_7-12_998396579369322,0.27863407135009766
241_8-12_998396579369322,0.31191563606262207
242_0-12_998396579369322,0.28165745735168457
242_4-12_998396579369322,0.26445698738098145
242_6-12_998396579369322,0.2880713939666748
242_9-12_998396579369322,0.2743873596191406
243_6-12_998396579369322,0.34833765029907227
243_8-12_998396579369322,0.33445286750793457
244_4-12_998396579369322,0.29878878593444824
245_11-11_008017103153394,0.2167963981628418
245_7-12_998396579369322,0.2848660945892334
246_1-12_998396579369322,0.3076291084289551
246_2-12_998396579369322,0.2952275276184082
246_6-12_998396579369322,0.3100757598876953
246_7-12_998396579369322,0.3073105812072754
247_10-12_998396579369322,0.30698180198669434
247_11-11_008017103153394,0.24440646171569824
247_2-12_998396579369322,0.32926130294799805
247_5-11_008017103153394,0.25754332542419434
247_7-12_998396579369322,0.3456239700317383
248_11-11_008017103153394,0.22862648963928223
248_5-11_008017103153394,0.2569711208343506
248_9-12_998396579369322,0.23975396156311035
249_6-12_998396579369322,0.2982351779937744
24_0-16_245824983299933,0.2754490375518799
24_1-16_245824983299933,0.3316218852996826
24_5-16_245824983299933,0.15106463432312012
250_19-11_55893536121673,0.046405792236328125
250_20-6_64638783269962,0.03150033950805664
251_5-11_55893536121673,0.12959694862365723
251_6-6_64638783269962,0.05270195007324219
251_9-11_55893536121673,0.09496474266052246
252_16-11_55893536121673,0.06218099594116211
252_17-11_55893536121673,0.05539822578430176
252_18-11_55893536121673,0.06815528869628906
252_20-6_64638783269962,0.019191265106201172
252_5-11_55893536121673,0.2536654472351074
253_10-11_55893536121673,0.14872288703918457
253_15-11_55893536121673,0.04534149169921875
253_17-11_55893536121673,0.05995917320251465
253_7-11_55893536121673,0.1571648120880127
254_0-11_55893536121673,0.14699864387512207
254_9-11_55893536121673,0.19207119941711426
255_0-11_55893536121673,0.16195917129516602
255_18-11_55893536121673,0.06963396072387695
255_2-11_55893536121673,0.20794224739074707
255_20-6_64638783269962,0.0514986515045166
255_7-11_55893536121673,0.21085357666015625
255_8-11_55893536121673,0.20348525047302246
257_11-11_55893536121673,0.09272503852844238
257_18-11_55893536121673,0.038649797439575195
257_3-11_55893536121673,0.11328744888305664
257_5-11_55893536121673,0.09574055671691895
257_6-6_64638783269962,0.04792499542236328
257_9-11_55893536121673,0.16483306884765625
258_4-11_55893536121673,0.13585138320922852
258_6-6_64638783269962,0.0803980827331543
259_0-11_55893536121673,0.10474395751953125
259_18-11_55893536121673,0.030975341796875
259_2-11_55893536121673,0.13157367706298828
25_6-16_245824983299933,0.15939021110534668
260_10-11_55893536121673,0.19642281532287598
260_12-11_55893536121673,0.2337818145751953
260_16-11_55893536121673,0.07315421104431152
260_2-11_55893536121673,0.22257161140441895
260_20-6_64638783269962,0.04774737358093262
261_14-11_55893536121673,0.05559372901916504
261_16-11_55893536121673,0.05578327178955078
261_5-11_55893536121673,0.19015288352966309
261_7-11_55893536121673,0.1765575408935547
262_10-11_55893536121673,0.1185140609741211
262_18-11_55893536121673,0.03654742240905762
262_4-11_55893536121673,0.10508131980895996
262_5-11_55893536121673,0.13124442100524902
263_14-11_55893536121673,0.07693672180175781
263_16-11_55893536121673,0.06673312187194824
264_11-11_55893536121673,0.22606348991394043
264_16-11_55893536121673,0.04893636703491211
264_8-11_55893536121673,0.2091531753540039
265_18-11_55893536121673,0.06689190864562988
265_19-11_55893536121673,0.09167647361755371
265_6-6_64638783269962,0.15293335914611816
266_11-11_55893536121673,0.14766430854797363
266_13-6_64638783269962,0.0698692798614502
266_2-11_55893536121673,0.13651394844055176
266_4-11_55893536121673,0.11526012420654297
267_0-11_55893536121673,0.2798771858215332
267_13-6_64638783269962,0.17204523086547852
267_19-11_55893536121673,0.06485104560852051
267_5-11_55893536121673,0.253021240234375
267_8-11_55893536121673,0.33066701889038086
268_11-11_55893536121673,0.25481438636779785
268_15-11_55893536121673,0.08556008338928223
268_17-11_55893536121673,0.07359886169433594
268_19-11_55893536121673,0.08416152000427246
268_2-11_55893536121673,0.23070025444030762
268_4-11_55893536121673,0.2967979907989502
269_10-11_55893536121673,0.18654155731201172
269_13-6_64638783269962,0.11266326904296875
269_14-11_55893536121673,0.06747150421142578
269_18-11_55893536121673,0.07103967666625977
269_20-6_64638783269962,0.04466509819030762
269_3-11_55893536121673,0.22017550468444824
269_6-6_64638783269962,0.13439321517944336
26_1-16_245824983299933,0.21306276321411133
26_5-16_245824983299933,0.12726640701293945
26_7-16_245824983299933,0.1376173496246338
270_13-6_64638783269962,0.09911322593688965
270_15-11_55893536121673,0.06907010078430176
270_17-11_55893536121673,0.06896209716796875
270_3-11_55893536121673,0.17684388160705566
270_8-11_55893536121673,0.21086859703063965
271_0-11_55893536121673,0.3150942325592041
271_10-11_55893536121673,0.26023316383361816
271_13-6_64638783269962,0.16804814338684082
271_14-11_55893536121673,0.06441640853881836
271_2-11_55893536121673,0.3196542263031006
272_19-11_55893536121673,0.0652322769165039
272_20-6_64638783269962,0.10481095314025879
272_3-11_55893536121673,0.22220230102539062
272_4-11_55893536121673,0.30141115188598633
273_13-6_64638783269962,0.15558362007141113
273_15-11_55893536121673,0.0911405086517334
273_8-11_55893536121673,0.2702152729034424
274_12-11_55893536121673,0.3486623764038086
274_14-11_55893536121673,0.11550188064575195
274_16-11_55893536121673,0.09603095054626465
274_17-11_55893536121673,0.08025503158569336
274_19-11_55893536121673,0.08730053901672363
275_0-11_55893536121673,0.2450425624847412
275_15-11_55893536121673,0.052121639251708984
275_5-11_55893536121673,0.24521422386169434
276_12-11_55893536121673,0.12566304206848145
276_15-11_55893536121673,0.03821825981140137
276_5-11_55893536121673,0.1189107894897461
276_6-6_64638783269962,0.06982636451721191
277_11-11_55893536121673,0.22856402397155762
277_4-11_55893536121673,0.19750118255615234
278_0-11_55893536121673,0.25780224800109863
278_13-6_64638783269962,0.1294558048248291
278_19-11_55893536121673,0.07931089401245117
278_2-11_55893536121673,0.23699378967285156
278_3-11_55893536121673,0.2633223533630371
278_7-11_55893536121673,0.26688599586486816
278_9-11_55893536121673,0.22830677032470703
279_20-6_64638783269962,0.06591796875
279_5-11_55893536121673,0.29286861419677734
279_6-6_64638783269962,0.13716888427734375
27_3-16_245824983299933,0.4907679557800293
280_12-11_55893536121673,0.32390284538269043
280_16-11_55893536121673,0.1001429557800293
280_2-11_55893536121673,0.33875060081481934
281_16-11_55893536121673,0.05388236045837402
281_17-11_55893536121673,0.04517388343811035
281_2-11_55893536121673,0.2460014820098877
281_20-6_64638783269962,0.049642324447631836
281_4-11_55893536121673,0.20969653129577637
281_6-6_64638783269962,0.12677717208862305
282_18-11_55893536121673,0.06460785865783691
282_3-11_55893536121673,0.23491430282592773
282_6-6_64638783269962,0.12639331817626953
282_7-11_55893536121673,0.2947530746459961
283_11-11_55893536121673,0.23700737953186035
283_5-11_55893536121673,0.21428132057189941
283_7-11_55893536121673,0.19905400276184082
283_9-11_55893536121673,0.2582268714904785
284_0-11_55893536121673,0.19393706321716309
284_12-11_55893536121673,0.19906902313232422
284_13-6_64638783269962,0.10210371017456055
284_19-11_55893536121673,0.06294083595275879
284_2-11_55893536121673,0.2097482681274414
284_4-11_55893536121673,0.19530367851257324
284_5-11_55893536121673,0.17669248580932617
285_1-11_55893536121673,0.2595078945159912
285_12-11_55893536121673,0.2408289909362793
285_16-11_55893536121673,0.062474727630615234
285_4-11_55893536121673,0.2640821933746338
286_10-11_55893536121673,0.19978666305541992
286_14-11_55893536121673,0.06726813316345215
286_15-11_55893536121673,0.1179659366607666
286_19-11_55893536121673,0.07554888725280762
286_9-11_55893536121673,0.2605319023132324
287_16-11_55893536121673,0.0862882137298584
287_17-11_55893536121673,0.05613994598388672
287_3-11_55893536121673,0.21028780937194824
287_9-11_55893536121673,0.21234965324401855
288_12-11_55893536121673,0.18308496475219727
288_13-6_64638783269962,0.13212871551513672
288_14-11_55893536121673,0.056337594985961914
288_18-11_55893536121673,0.06326580047607422
288_5-11_55893536121673,0.20430254936218262
288_8-11_55893536121673,0.18993782997131348
289_5-11_55893536121673,0.24274659156799316
289_8-11_55893536121673,0.29187488555908203
28_5-16_245824983299933,0.08100032806396484
28_9-11_016700066800267,0.07309246063232422
290_12-11_55893536121673,0.23050618171691895
290_16-11_55893536121673,0.06762838363647461
290_19-11_55893536121673,0.06204080581665039
290_4-11_55893536121673,0.24083638191223145
290_7-11_55893536121673,0.2531864643096924
291_0-11_55893536121673,0.3143022060394287
291_12-11_55893536121673,0.21150970458984375
291_9-11_55893536121673,0.23896121978759766
292_17-11_55893536121673,0.06035351753234863
292_4-11_55893536121673,0.24893474578857422
292_7-11_55893536121673,0.2538878917694092
293_13-6_64638783269962,0.14975762367248535
293_14-11_55893536121673,0.08426332473754883
293_16-11_55893536121673,0.06633377075195312
293_20-6_64638783269962,0.04563593864440918
293_8-11_55893536121673,0.350139856338501
294_1-11_55893536121673,0.24939298629760742
294_10-11_55893536121673,0.19262099266052246
294_17-11_55893536121673,0.0451512336730957
294_3-11_55893536121673,0.20342707633972168
294_8-11_55893536121673,0.2418842315673828
295_0-11_55893536121673,0.28841400146484375
295_4-11_55893536121673,0.27821874618530273
296_16-11_55893536121673,0.06344103813171387
296_2-11_55893536121673,0.23001646995544434
296_7-11_55893536121673,0.22563672065734863
296_9-11_55893536121673,0.2618706226348877
297_13-6_64638783269962,0.10658049583435059
297_16-11_55893536121673,0.06488776206970215
297_20-6_64638783269962,0.03546142578125
297_9-11_55893536121673,0.23210406303405762
