DropletID,CenterX,CenterY,Area,OverlappedDropletsID,,DropletID_GT,CenterX_GT,CenterY_GT,Area_GT,OverlappedDropletsID_GT
196,618.0,346.0,28.5,[],,1047.0,618.0,347.0,27.5,[]
199,423.0,346.0,55.5,[],,708.0,423.0,347.0,55.5,[]
205,499.0,346.0,109.5,[],,828.0,500.0,346.0,108.5,[]
207,31.0,343.0,106.5,[],,51.0,31.0,344.0,106.5,[]
208,405.0,340.0,21.0,[],,682.0,405.0,341.0,23.0,[]
209,174.0,342.0,39.0,[],,282.0,175.0,342.0,41.5,[]
212,701.0,337.0,31.0,[],,1176.0,702.0,338.0,31.0,[]
215,243.0,338.0,95.0,[],,407.0,244.0,338.0,95.0,[]
217,921.0,332.0,6.0,[],,1523.0,921.0,332.0,6.0,[]
219,608.0,337.0,131.0,[],,1022.0,608.0,337.0,125.0,[]
221,79.0,334.0,50.26548245743669,[220],,130.0,79.0,333.0,50.5,[]
222,661.0,331.0,71.0,[],,1116.0,662.0,332.0,66.0,[]
225,128.0,327.0,0.0,[],,205.0,128.0,328.0,5.5,[]
228,403.0,326.0,38.0,[],,677.0,403.0,327.0,39.0,[]
230,270.0,329.0,159.5,[],,452.0,271.0,330.0,159.5,[]
233,513.0,325.0,62.5,[],,846.0,514.0,326.0,62.5,[]
238,690.0,323.0,106.0,[],,1159.0,691.0,324.0,101.0,[]
239,54.0,320.0,18.0,[],,89.0,55.0,321.0,19.0,[]
243,603.0,322.0,99.0,[],,1014.0,604.0,322.0,95.0,[]
244,394.0,320.0,58.5,[],,661.0,394.0,321.0,58.5,[]
246,972.0,317.0,28.5,[],,1605.0,972.0,318.0,23.0,[]
255,259.0,315.0,165.5,[],,433.0,259.0,316.0,165.5,[]
258,387.0,309.0,30.0,[],,647.0,388.0,310.0,31.0,[]
259,296.0,309.0,19.0,[],,487.0,296.0,309.0,23.0,[]
263,477.0,309.0,95.0,[],,797.0,478.0,309.0,95.0,[]
264,71.0,306.0,63.0,[],,117.0,72.0,307.0,66.0,[]
267,1027.0,303.0,19.0,[],,1702.0,1028.0,304.0,13.5,[]
269,189.0,304.0,28.274333882308138,"[270, 271, 272]",,300.0,189.0,309.0,26.5,[305]
270,788.0,301.0,11.5,[],,1306.0,789.0,302.0,12.5,[]
275,768.0,299.0,15.0,[],,1269.0,769.0,299.0,15.0,[]
276,322.0,300.0,42.0,[],,531.0,322.0,301.0,44.0,[]
280,5.0,301.0,100.0,[],,9.0,6.0,301.0,95.0,[10]
283,1028.0,294.0,5.5,[],,1703.0,1029.0,295.0,5.5,[]
285,755.0,298.0,99.0,[],,1253.0,756.0,298.0,95.0,[]
287,580.0,294.0,56.5,[],,974.0,580.0,295.0,55.5,[]
289,373.0,297.0,95.0,[],,622.0,374.0,297.0,95.0,[]
292,451.0,296.0,95.0,[],,757.0,452.0,296.0,95.0,[]
296,835.0,286.0,12.5,[],,1376.0,836.0,287.0,12.5,[]
297,411.0,285.0,18.0,[],,688.0,412.0,286.0,19.0,[]
299,566.0,288.0,95.0,[],,949.0,567.0,288.0,95.0,[]
304,451.0,280.0,22.0,[],,756.0,452.0,281.0,22.0,[]
307,170.0,278.0,27.0,[],,272.0,171.0,279.0,31.0,[]
308,67.0,281.0,117.5,[],,113.0,68.0,282.0,117.5,[]
315,796.0,272.0,29.5,[],,1320.0,796.0,273.0,27.5,[]
316,184.0,273.0,55.5,[],,293.0,184.0,274.0,55.5,[]
322,580.0,272.0,98.0,[],,976.0,581.0,272.0,95.0,[]
323,672.0,268.0,70.0,[],,1134.0,673.0,269.0,66.0,[]
324,449.0,268.0,53.5,[],,749.0,449.0,268.0,53.5,[]
325,228.0,270.0,95.0,[],,388.0,229.0,270.0,95.0,[]
328,500.0,264.0,11.0,[],,829.0,501.0,264.0,15.0,[]
329,418.0,264.0,30.0,[],,699.0,419.0,265.0,31.0,[]
331,53.5,262.5,1.0,[],,88.0,53.0,263.0,5.0,[]
338,342.0,264.0,12.566370614359172,[337],,569.0,343.0,265.0,19.0,[556]
341,254.0,261.0,56.0,[],,423.0,255.0,262.0,57.0,[]
342,27.0,260.0,61.5,[],,43.0,27.0,261.0,63.5,[]
343,297.0,256.0,2.0,[],,491.0,297.0,256.0,6.0,[]
345,49.0,257.0,30.0,[],,84.0,50.0,258.0,31.0,[]
347,252.0,254.5,0.0,[],,420.0,252.0,255.0,4.5,[]
348,62.0,256.0,29.0,[],,100.0,63.0,257.0,31.0,[]
349,217.0,300.0,113.09733552923255,"[344, 345, 346, 347, 348, 350, 351, 352, 353, 354, 355, 356]",,362.0,218.0,294.0,117.5,"[343, 373, 374]"
352,853.0,255.0,33.0,[],,1423.0,854.0,256.0,31.0,[]
354,692.0,264.0,113.09733552923255,[355],,1165.0,694.0,264.0,108.5,[]
356,609.0,256.0,98.0,[],,1023.0,610.0,256.0,95.0,[]
359,488.0,252.0,95.0,[],,814.0,489.0,252.0,95.0,[]
360,518.0,246.0,8.5,[],,857.0,519.0,247.0,12.5,[]
362,348.0,246.0,22.5,[],,583.0,349.0,247.0,26.5,[]
363,365.0,248.0,98.0,[],,604.0,366.0,249.0,101.0,[]
367,986.0,242.0,28.5,[],,1633.0,986.0,243.0,23.0,[]
369,1013.0,242.0,36.0,[],,1682.0,1014.0,242.0,26.5,[1677]
370,301.0,243.0,62.5,[],,499.0,302.0,244.0,62.5,[]
371,7.0,244.0,117.5,[],,16.0,8.0,245.0,117.5,[]
376,64.0,242.0,123.0,[],,102.0,64.0,242.0,125.0,[96]
377,754.0,241.0,124.5,[],,1251.0,755.0,242.0,117.5,[]
381,437.0,241.0,95.0,[],,737.0,438.0,241.0,95.0,[]
386,622.0,237.0,122.5,[],,1056.0,623.0,238.0,117.5,[]
390,1146.0,233.0,36.0,[],,1885.0,1147.0,234.0,26.5,[]
391,418.0,231.0,64.0,[],,698.0,419.0,232.0,66.0,[]
395,42.0,226.0,11.0,[],,70.0,43.0,227.0,13.5,[]
396,1169.0,235.0,50.26548245743669,[397],,1923.0,1169.0,235.0,55.5,[]
398,738.0,226.0,31.0,[],,1235.0,739.0,227.0,31.0,[]
399,475.0,226.0,64.0,[],,794.0,476.0,227.0,66.0,[]
400,241.0,226.0,47.5,[],,404.0,242.0,226.0,50.5,[]
405,461.0,224.0,96.0,[],,774.0,462.0,224.0,95.0,[]
407,724.0,219.0,57.5,[],,1204.0,724.0,220.0,55.5,[]
408,391.0,222.0,95.0,[],,656.0,392.0,222.0,95.0,[]
411,804.0,216.0,3.5,[],,1339.0,804.0,217.0,5.5,[]
417,171.0,219.0,208.5,[],,271.0,171.0,220.0,199.0,[268]
420,520.0,215.0,127.0,[],,859.0,520.0,215.0,125.0,[]
426,36.0,211.0,123.0,[],,58.0,36.0,211.0,125.0,[]
431,707.0,208.0,122.5,[],,1186.0,708.0,209.0,117.5,[]
432,140.0,205.0,53.0,[],,224.0,140.0,205.0,53.5,[]
434,390.0,202.0,30.0,[],,653.0,391.0,203.0,31.0,[]
435,357.0,201.0,7.5,[],,596.0,358.0,202.0,12.5,[]
437,1202.0,205.0,50.26548245743669,[438],,1983.0,1201.0,204.0,53.5,[]
438,377.0,202.0,95.0,[],,628.0,378.0,202.0,95.0,[]
439,737.0,197.0,24.0,[],,1229.0,737.0,198.0,23.0,[]
441,12.0,196.0,55.5,[],,22.0,12.0,197.0,55.5,[]
442,1324.0,193.0,8.0,[],,2169.0,1324.0,194.0,5.0,[]
444,335.0,194.0,50.5,[],,550.0,335.0,195.0,50.5,[]
445,248.0,193.0,48.5,[],,418.0,249.0,193.0,50.5,[]
446,544.0,193.0,50.5,[],,909.0,544.0,194.0,50.5,[]
450,139.0,190.0,27.0,[],,223.0,140.0,191.0,31.0,[]
451,516.0,191.0,40.5,[],,852.0,517.0,191.0,41.5,[]
456,1039.0,209.0,28.274333882308138,"[454, 455]",,1728.0,1041.0,215.0,27.5,[]
467,504.0,185.0,109.5,[],,835.0,505.0,185.0,108.5,[]
468,150.0,186.0,97.0,[],,238.0,150.0,186.0,95.0,[247]
470,177.0,181.0,12.5,[],,285.0,178.0,181.0,14.0,[]
474,744.0,185.0,166.5,[],,1242.0,745.0,186.0,159.5,[]
475,829.0,182.0,116.5,[],,1368.0,830.0,182.0,108.5,[]
477,553.0,179.0,30.0,[],,927.0,554.0,180.0,31.0,[]
478,706.5,176.5,1.0,[],,1180.0,707.0,177.0,5.5,[]
479,384.0,178.0,11.0,[],,641.0,385.0,178.0,15.0,[]
480,6.0,180.0,39.0,[],,14.0,7.0,180.0,41.5,[]
492,616.0,167.0,57.0,[],,1043.0,617.0,167.0,57.0,[]
493,784.0,163.0,57.5,[],,1294.0,784.0,164.0,55.5,[]
494,216.0,165.0,98.0,[],,357.0,217.0,166.0,101.0,[]
497,931.0,174.0,113.09733552923255,[498],,1542.0,931.0,175.0,106.5,[1556]
498,385.0,163.0,39.5,[],,645.0,386.0,163.0,41.5,[]
500,59.0,161.0,9.0,[],,95.0,60.0,161.0,15.0,[]
501,5.0,164.0,100.0,[],,8.0,6.0,164.0,95.0,[]
504,652.0,157.0,41.0,[],,1100.0,652.0,158.0,39.0,[]
510,796.0,155.0,31.0,[],,1327.0,797.0,156.0,31.0,[]
511,672.0,157.0,98.0,[],,1133.0,673.0,157.0,95.0,[]
512,454.0,157.0,95.0,[],,764.0,455.0,157.0,95.0,[]
515,368.0,153.0,40.5,[],,607.0,369.0,153.0,41.5,[]
517,707.0,150.0,99.0,[],,1185.0,708.0,150.0,95.0,[]
521,289.0,143.0,7.5,[],,478.0,290.0,144.0,12.5,[]
522,244.0,148.0,94.0,[],,409.0,245.0,148.0,95.0,[]
523,1331.0,143.0,21.5,[],,2180.0,1332.0,144.0,12.5,[]
526,415.0,144.0,50.26548245743669,[527],,692.0,416.0,145.0,55.5,[704]
527,383.0,145.0,53.5,[],,634.0,383.0,145.0,53.5,[]
531,646.0,145.0,98.0,[],,1092.0,647.0,145.0,95.0,[]
535,595.0,140.0,31.0,[],,996.0,596.0,141.0,31.0,[]
536,737.0,140.0,50.5,[],,1231.0,738.0,140.0,50.5,[]
537,84.0,137.0,6.0,[],,140.0,85.0,138.0,12.5,[]
539,718.0,137.0,57.5,[],,1195.0,718.0,138.0,55.5,[]
550,655.0,132.0,122.5,[],,1106.0,656.0,133.0,117.5,[]
555,187.0,128.0,97.5,[],,298.0,188.0,129.0,101.0,[]
558,280.0,124.0,41.0,[],,465.0,280.0,125.0,44.0,[]
559,23.0,123.0,10.5,[],,35.0,24.0,123.0,11.5,[]
563,901.0,122.0,34.5,[],,1491.0,902.0,123.0,31.5,[]
564,684.0,121.0,27.5,[],,1149.0,685.0,122.0,26.5,[]
566,42.0,120.0,23.5,[],,68.0,42.0,121.0,27.5,[]
567,729.0,122.0,113.09733552923255,[568],,1214.0,729.0,123.0,106.5,[1197]
571,446.0,114.0,38.0,[],,747.0,446.0,115.0,39.0,[]
576,296.0,111.0,66.5,[],,488.0,297.0,112.0,66.0,[483]
580,512.0,112.0,95.0,[],,844.0,513.0,112.0,95.0,[]
581,418.0,110.0,107.5,[],,695.0,418.0,111.0,106.5,[]
582,395.0,112.0,95.0,[],,665.0,396.0,112.0,95.0,[]
586,710.0,107.0,27.5,[],,1191.0,711.0,108.0,26.5,[]
587,135.0,110.0,108.5,[],,216.0,136.0,110.0,108.5,[]
590,468.0,106.0,49.5,[],,780.0,469.0,106.0,50.5,[]
591,950.0,105.0,58.0,[],,1572.0,951.0,105.0,50.5,[]
595,592.0,101.0,30.0,[],,990.0,593.0,102.0,31.0,[]
596,385.0,103.0,62.5,[],,644.0,386.0,104.0,62.5,[]
597,220.0,106.0,50.26548245743669,[598],,368.0,220.0,102.0,57.5,[369]
606,39.0,94.0,63.0,[],,65.0,40.0,95.0,66.0,[]
610,417.0,90.0,23.5,[],,694.0,418.0,91.0,26.5,[]
611,433.0,93.0,95.0,[],,727.0,434.0,93.0,95.0,[]
612,282.0,90.0,63.0,[],,469.0,283.0,91.0,66.0,[]
613,202.0,90.0,61.5,[],,332.0,203.0,91.0,62.5,[]
615,681.0,88.0,44.0,[],,1147.0,682.0,89.0,44.0,[]
616,257.0,88.0,62.5,[],,429.0,258.0,89.0,62.5,[]
623,184.0,87.0,94.0,[],,294.0,185.0,87.0,95.0,[]
626,692.0,83.0,59.0,[],,1162.0,693.0,84.0,57.0,[]
627,384.0,84.0,125.0,[],,639.0,384.0,84.0,125.0,[]
629,341.0,84.0,95.0,[],,564.0,342.0,84.0,95.0,[]
630,525.0,84.0,201.0,[],,869.0,525.0,85.0,199.0,[]
634,304.0,77.0,63.0,[],,504.0,305.0,78.0,66.0,[501]
635,494.0,78.0,100.0,[],,820.0,495.0,79.0,101.0,[]
639,599.0,74.0,65.5,[],,1003.0,600.0,75.0,62.5,[]
647,40.0,71.0,40.0,[],,64.0,40.0,72.0,44.0,[]
649,65.0,70.0,37.5,[],,103.0,65.0,71.0,39.0,[]
650,707.0,71.0,99.0,[],,1184.0,708.0,71.0,95.0,[]
651,357.0,70.0,95.0,[],,595.0,358.0,70.0,95.0,[]
652,825.0,66.0,62.0,[],,1362.0,826.0,67.0,57.0,[]
655,957.0,63.0,35.5,[],,1583.0,958.0,64.0,31.0,[]
656,170.0,63.0,55.5,[],,267.0,170.0,64.0,55.5,[]
657,149.0,64.0,104.5,[],,235.0,149.0,65.0,106.5,[]
658,562.0,65.0,168.5,[],,939.0,562.0,66.0,165.5,[942]
661,599.0,61.0,46.0,[],,1002.0,600.0,62.0,44.0,[]
665,631.0,60.0,131.0,[],,1068.0,631.0,60.0,125.0,[]
667,246.0,54.0,7.0,[],,413.0,247.0,55.0,12.5,[]
668,808.0,54.0,15.0,[],,1344.0,809.0,54.0,14.0,[]
672,28.0,57.0,94.0,[],,45.0,29.0,57.0,95.0,[]
674,180.0,53.0,40.0,[],,287.0,180.0,54.0,44.0,[]
677,215.0,54.0,132.5,[],,352.0,215.0,54.0,125.0,[353]
679,260.0,51.0,63.0,[],,434.0,261.0,52.0,66.0,[]
680,150.0,52.0,53.5,[],,236.0,150.0,52.0,53.5,[]
686,827.0,49.0,54.5,[],,1363.0,828.0,49.0,50.5,[]
689,44.0,52.0,159.5,[],,72.0,45.0,53.0,159.5,[]
692,413.0,49.0,126.0,[],,689.0,413.0,49.0,125.0,[]
694,29.0,43.0,8.0,[],,47.0,30.0,44.0,12.5,[]
696,1111.0,43.0,36.0,[],,1828.0,1111.0,44.0,27.5,[]
697,1080.0,42.0,40.0,[],,1789.0,1081.0,43.0,31.0,[]
698,1054.0,41.0,40.0,[],,1742.0,1055.0,42.0,31.0,[]
699,454.0,41.0,64.0,[],,763.0,455.0,42.0,66.0,[]
701,88.0,41.0,54.0,[],,145.0,89.0,42.0,57.0,[]
702,234.0,42.0,123.0,[],,395.0,234.0,42.0,125.0,[]
703,103.0,42.0,123.0,[],,168.0,103.0,42.0,125.0,[]
704,967.0,38.0,16.0,[],,1599.0,968.0,38.0,15.0,[]
708,1179.0,34.0,23.0,[],,1943.0,1180.0,34.0,14.0,[]
710,660.0,35.0,65.5,[],,1112.0,661.0,36.0,62.5,[]
711,613.0,37.0,128.0,[],,1032.0,613.0,37.0,125.0,[]
713,674.0,37.0,166.5,[],,1137.0,675.0,38.0,159.5,[]
715,261.0,35.0,95.0,[],,436.0,262.0,35.0,95.0,[]
724,906.0,31.0,104.0,[],,1502.0,907.0,31.0,95.0,[]
725,50.0,29.0,94.0,[],,85.0,51.0,29.0,95.0,[]
727,298.0,26.0,39.0,[],,496.0,299.0,26.0,41.5,[]
729,1012.0,27.0,28.274333882308138,[730],,1681.0,1013.0,27.0,26.5,[]
730,610.0,23.0,69.0,[],,1025.0,611.0,24.0,66.0,[]
734,829.0,19.0,33.0,[],,1366.0,830.0,20.0,31.0,[]
735,642.0,21.0,183.5,[],,1082.0,642.0,22.0,176.5,[1088]
736,233.0,17.0,25.5,[],,393.0,233.0,18.0,27.5,[]
740,743.0,19.0,28.274333882308138,[741],,1241.0,743.0,19.0,31.0,[1246]
741,169.0,13.0,29.0,[],,266.0,170.0,14.0,31.0,[]
742,295.0,13.0,55.5,[],,485.0,295.0,14.0,55.5,[]
745,632.0,10.0,15.0,[],,1072.0,633.0,10.0,15.0,[]
748,619.0,12.0,99.0,[],,1051.0,620.0,12.0,95.0,[]
750,115.0,9.0,31.5,[],,183.0,116.0,10.0,31.5,[]
752,789.0,7.0,45.0,[],,1304.0,789.0,8.0,39.0,[]
753,55.0,10.0,95.0,[],,90.0,56.0,10.0,95.0,[]
754,932.0,6.0,38.0,[],,1543.0,933.0,7.0,31.0,[]
755,640.0,4.0,8.0,[],,1078.0,641.0,5.0,9.0,[]
763,942.0,3.0,38.5,[],,1564.0,943.0,4.0,31.0,[]
765,839.0,6.0,102.0,[],,1383.0,840.0,6.0,95.0,[]
771,460.0,4.0,87.5,[],,772.0,461.0,4.0,95.0,[]
776,173.0,3.0,33.0,[],,278.0,174.0,4.0,31.0,[]
