DropletID,isElipse,CenterX,CenterY,Diameter,OverlappedDropletsID,,DropletID_GT,isElipse_GT,CenterX_GT,CenterY_GT,Diameter_GT,OverlappedDropletsID_GT
79,False,1126.0,75.0,27.109195709228516,[],,503.0,True,1128.0,76.0,26.0,[]
80,False,318.0,26.0,27.109210968017578,[],,34.0,True,320.0,27.0,26.0,[585]
81,False,1621.0,18.0,27.10919189453125,[],,91.0,True,1623.0,19.0,26.0,[]
82,True,207.0,174.0,10.0,[83],,527.0,True,208.0,175.0,8.0,[200]
83,False,1409.0,583.0,27.109224319458008,[],,696.0,True,1411.0,584.0,26.0,[]
84,True,734.0,267.0,13.0,[85],,727.0,True,735.0,268.0,12.0,[162]
86,True,1683.0,163.0,20.18181818181818,[87],,328.0,True,1685.0,164.0,20.0,[740]
87,True,623.0,168.0,12.857142857142858,[88],,153.0,True,625.0,169.0,14.0,[729]
88,False,1623.0,448.0,14.000200271606445,[],,60.0,True,1624.0,448.0,14.0,[]
89,True,873.0,41.0,19.666666666666668,[90],,345.0,True,874.0,44.0,24.0,[617]
90,True,603.0,146.0,20.923076923076923,[91],,256.0,True,607.0,145.0,24.0,[454]
91,True,650.0,79.0,20.2,[92],,383.0,True,652.0,80.0,20.0,[770]
92,True,185.0,545.0,19.166666666666668,[93],,795.0,True,187.0,548.0,24.0,[826]
93,True,155.0,208.0,12.666666666666666,[94],,759.0,True,156.0,209.0,14.0,[28]
94,False,65.0,271.0,25.010414123535156,[],,365.0,True,67.0,272.0,24.0,[538]
95,True,1360.0,52.0,18.307692307692307,[96],,664.0,True,1362.0,52.0,18.0,[98]
96,False,1591.0,492.0,24.6275691986084,[],,68.0,True,1593.0,493.0,24.0,[]
97,False,1136.0,228.0,24.627599716186523,[],,174.0,True,1138.0,229.0,24.0,[591]
98,False,784.0,171.0,24.627599716186523,[],,16.0,True,786.0,172.0,24.0,[]
99,False,1235.0,161.0,24.627599716186523,[],,370.0,True,1237.0,162.0,24.0,[]
100,False,920.0,150.0,24.627599716186523,[],,714.0,True,922.0,151.0,24.0,[]
101,False,1470.0,97.0,24.627599716186523,[],,254.0,True,1472.0,98.0,24.0,[]
102,True,660.0,417.0,10.5,[103],,29.0,True,662.0,417.0,12.0,[418]
103,False,1163.0,573.0,24.60394287109375,[],,747.0,True,1165.0,574.0,24.0,[138]
104,True,769.0,393.0,16.266666666666666,[105],,336.0,True,771.0,394.0,18.0,[]
105,True,1190.0,516.0,13.5,[106],,86.0,True,1191.0,518.0,16.0,[266]
106,True,1562.0,521.0,14.0,[107],,777.0,True,1564.0,523.0,18.0,[694]
107,True,1548.0,246.0,21.666666666666668,[108],,93.0,True,1550.0,243.0,20.0,[595]
108,True,648.0,56.0,21.5,[],,177.0,True,651.0,55.0,18.0,"[705, 761]"
109,True,1667.0,342.0,25.009441375732422,[],,159.0,True,1669.0,342.0,22.0,"[71, 453]"
113,True,536.0,572.0,16.5,[114],,327.0,True,536.0,573.0,14.0,[173]
114,True,626.0,22.0,18.833333333333332,[115],,750.0,True,628.0,18.0,20.0,[836]
115,True,826.0,509.0,13.714285714285714,[116],,757.0,True,827.0,507.0,12.0,[102]
116,True,465.0,100.0,12.0,[117],,367.0,True,465.0,100.0,16.0,[286]
117,True,1687.0,486.0,18.0,[118],,501.0,True,1689.0,486.0,18.0,[83]
118,False,1473.0,563.0,22.803709030151367,[],,470.0,True,1474.0,563.0,22.0,[]
119,False,1226.0,477.0,22.803709030151367,[],,623.0,True,1227.0,477.0,22.0,[]
120,False,42.0,475.0,22.803709030151367,[],,305.0,True,43.0,475.0,22.0,[]
121,False,1078.0,297.0,22.803709030151367,[],,73.0,True,1079.0,297.0,22.0,[]
122,False,160.0,282.0,22.803709030151367,[],,754.0,True,161.0,282.0,22.0,[]
123,False,803.0,238.0,22.803709030151367,[],,18.0,True,804.0,238.0,22.0,[]
124,False,527.0,197.0,22.803709030151367,[],,804.0,True,528.0,197.0,22.0,[]
125,False,390.0,108.0,22.803709030151367,[],,828.0,True,391.0,108.0,22.0,[]
126,False,1639.0,83.0,22.803709030151367,[],,298.0,True,1640.0,83.0,22.0,[]
127,False,787.0,62.0,22.803709030151367,[],,246.0,True,788.0,62.0,22.0,[]
128,False,1146.0,56.0,22.803709030151367,[],,431.0,True,1147.0,56.0,22.0,[369]
129,False,1520.0,20.0,22.803709030151367,[],,718.0,True,1521.0,20.0,22.0,[]
130,True,1507.0,57.0,6.0,[131],,713.0,True,1509.0,58.0,10.0,[397]
131,True,96.0,349.0,12.0,[132],,724.0,True,95.0,350.0,14.0,"[9, 819]"
133,True,1448.0,235.0,13.0,[],,25.0,True,1448.0,235.0,12.0,[]
134,True,993.0,539.0,18.0,[135],,179.0,True,995.0,540.0,18.0,[334]
136,False,1052.0,138.0,11.313908576965332,[],,338.0,True,1053.0,138.0,12.0,[]
137,True,979.0,392.0,24.631439208984375,[],,592.0,True,981.0,393.0,22.0,[]
138,False,1027.0,89.0,23.430950164794922,[],,351.0,True,1028.0,90.0,20.0,[47]
146,False,706.0,516.0,21.2604923248291,[],,439.0,True,707.0,516.0,20.0,[]
147,False,473.0,489.0,21.2604923248291,[],,349.0,True,474.0,489.0,20.0,[]
148,False,542.0,457.0,21.2604923248291,[],,194.0,True,543.0,457.0,20.0,[]
149,False,19.0,435.0,21.2604923248291,[],,756.0,True,20.0,435.0,20.0,[]
150,False,914.0,409.0,21.2604923248291,[],,551.0,True,915.0,409.0,20.0,[]
151,False,70.0,303.0,21.2604923248291,[],,146.0,True,71.0,303.0,20.0,[]
152,False,1256.0,193.0,21.2604923248291,[],,377.0,True,1257.0,193.0,20.0,[]
153,False,1576.0,146.0,21.2604923248291,[],,737.0,True,1577.0,146.0,20.0,[]
154,False,859.0,112.0,21.2604923248291,[],,619.0,True,860.0,112.0,20.0,[]
155,False,629.0,110.0,21.2604923248291,[],,231.0,True,630.0,110.0,20.0,[]
156,False,1180.0,74.0,21.2604923248291,[],,207.0,True,1181.0,74.0,20.0,[]
157,False,1573.0,71.0,21.2604923248291,[],,426.0,True,1574.0,71.0,20.0,[]
158,False,363.0,29.0,21.2604923248291,[],,699.0,True,364.0,29.0,20.0,[]
159,True,1151.0,368.0,21.377784729003906,[],,717.0,True,1153.0,368.0,18.0,[148]
167,True,690.0,121.0,15.25,[168],,508.0,True,692.0,122.0,16.0,[652]
168,False,1177.0,555.0,20.05436897277832,[],,414.0,True,1179.0,555.0,18.0,[578]
169,True,1639.0,413.0,9.0,[170],,642.0,True,1639.0,409.0,10.0,[]
171,False,1525.0,43.0,18.940725326538086,[],,190.0,True,1527.0,44.0,18.0,[]
172,False,1516.0,581.0,18.94074821472168,[],,526.0,True,1518.0,582.0,18.0,[]
173,False,562.0,552.0,18.94070816040039,[],,114.0,True,564.0,553.0,18.0,[120]
174,False,1483.0,541.0,18.94074821472168,[],,570.0,True,1485.0,542.0,18.0,[]
175,False,1624.0,539.0,18.94074821472168,[],,239.0,True,1626.0,540.0,18.0,[]
176,False,1452.0,480.0,18.94074821472168,[],,748.0,True,1454.0,481.0,18.0,[]
177,False,334.0,461.0,18.94070816040039,[],,303.0,True,336.0,462.0,18.0,[]
178,False,1477.0,401.0,18.94074821472168,[],,596.0,True,1479.0,402.0,18.0,[]
179,False,1421.0,396.0,18.94074821472168,[],,441.0,True,1423.0,397.0,18.0,[]
180,False,413.0,377.0,18.94070816040039,[],,373.0,True,415.0,378.0,18.0,[]
181,False,229.0,376.0,18.940717697143555,[],,100.0,True,231.0,377.0,18.0,[]
182,False,1687.0,305.0,18.94074821472168,[],,607.0,True,1689.0,306.0,18.0,[]
183,False,329.0,291.0,18.94070816040039,[],,601.0,True,331.0,292.0,18.0,[]
184,False,411.0,268.0,18.94070816040039,[],,513.0,True,413.0,269.0,18.0,[]
185,False,139.0,241.0,18.940689086914062,[],,479.0,True,141.0,242.0,18.0,[]
186,False,427.0,219.0,18.9406795501709,[],,14.0,True,429.0,220.0,18.0,[]
187,False,243.0,214.0,18.940689086914062,[],,195.0,True,245.0,215.0,18.0,[]
188,False,177.0,213.0,18.940689086914062,[],,65.0,True,179.0,214.0,18.0,[]
189,False,1383.0,203.0,18.940717697143555,[],,307.0,True,1385.0,204.0,18.0,[]
190,False,512.0,175.0,18.9406795501709,[],,150.0,True,514.0,176.0,18.0,[]
191,False,201.0,146.0,18.940689086914062,[],,693.0,True,203.0,147.0,18.0,[]
192,False,894.0,143.0,18.9406795501709,[],,700.0,True,896.0,144.0,18.0,[]
193,False,52.0,103.0,18.94070053100586,[],,555.0,True,54.0,104.0,18.0,[]
194,False,1193.0,90.0,18.940732955932617,[],,346.0,True,1195.0,91.0,18.0,[]
195,False,332.0,55.0,18.94068717956543,[],,115.0,True,334.0,56.0,18.0,[]
196,False,1050.0,30.0,18.94072914123535,[],,673.0,True,1052.0,31.0,18.0,[]
197,False,670.0,26.0,18.940690994262695,[],,516.0,True,672.0,27.0,18.0,[]
198,False,94.0,25.0,18.94069480895996,[],,310.0,True,96.0,26.0,18.0,[]
199,False,813.0,13.0,18.940690994262695,[],,739.0,True,815.0,14.0,18.0,[]
200,True,801.0,479.0,16.0,[],,677.0,True,801.0,478.0,12.0,[762]
201,False,1151.0,337.0,18.930086135864258,[],,765.0,True,1153.0,338.0,18.0,[]
202,False,1312.0,143.0,18.930086135864258,[],,711.0,True,1314.0,144.0,18.0,[166]
203,True,1680.0,101.0,18.952613830566406,[],,160.0,True,1680.0,102.0,16.0,[385]
204,True,454.0,341.0,6.0,[205],,598.0,True,455.0,342.0,8.0,[249]
205,True,1145.0,398.0,11.333333333333334,[206],,376.0,True,1146.0,397.0,10.0,[635]
206,True,612.0,288.0,18.176939010620117,[],,40.0,True,614.0,289.0,16.0,"[89, 703]"
213,True,581.0,223.0,10.0,[214],,110.0,True,584.0,223.0,12.0,[]
216,True,1656.0,205.0,12.0,[217],,265.0,True,1658.0,206.0,14.0,[]
218,True,675.0,223.0,12.666666666666666,[219],,460.0,True,676.0,223.0,12.0,[335]
220,False,1194.0,405.0,16.970762252807617,[],,811.0,True,1195.0,405.0,16.0,[]
221,False,1271.0,376.0,16.970762252807617,[],,494.0,True,1272.0,376.0,16.0,[]
222,False,1437.0,372.0,16.970762252807617,[],,347.0,True,1438.0,372.0,16.0,[]
223,False,545.0,220.0,16.970762252807617,[],,825.0,True,546.0,220.0,16.0,[]
224,False,1166.0,326.0,16.970762252807617,[],,241.0,True,1167.0,326.0,16.0,[]
225,False,1704.0,586.0,16.970762252807617,[],,495.0,True,1705.0,586.0,16.0,[]
226,False,606.0,582.0,16.970762252807617,[],,810.0,True,607.0,582.0,16.0,[]
227,False,613.0,561.0,16.970762252807617,[],,269.0,True,614.0,561.0,16.0,[]
228,False,416.0,506.0,16.970762252807617,[],,597.0,True,417.0,506.0,16.0,[]
229,False,452.0,482.0,16.970762252807617,[],,813.0,True,453.0,482.0,16.0,[]
230,False,1001.0,468.0,16.970762252807617,[],,233.0,True,1002.0,468.0,16.0,[]
231,False,449.0,450.0,16.970762252807617,[],,604.0,True,450.0,450.0,16.0,[]
232,False,292.0,368.0,16.970762252807617,[],,386.0,True,293.0,368.0,16.0,[]
233,False,24.0,365.0,16.970762252807617,[],,559.0,True,25.0,365.0,16.0,[]
234,False,965.0,360.0,16.970762252807617,[],,204.0,True,966.0,360.0,16.0,[]
235,False,761.0,336.0,16.970762252807617,[],,483.0,True,762.0,336.0,16.0,[]
236,False,23.0,331.0,16.970762252807617,[],,283.0,True,24.0,331.0,16.0,[]
237,False,1033.0,322.0,16.970762252807617,[],,44.0,True,1034.0,322.0,16.0,[]
238,False,741.0,293.0,16.970762252807617,[],,31.0,True,742.0,293.0,16.0,[]
239,False,1496.0,292.0,16.970762252807617,[],,41.0,True,1497.0,292.0,16.0,[]
240,False,73.0,201.0,16.970762252807617,[],,627.0,True,74.0,201.0,16.0,[]
241,True,1122.0,188.0,14.0,[],,645.0,True,1123.0,188.0,12.0,[67]
242,False,172.0,164.0,16.970762252807617,[],,818.0,True,173.0,164.0,16.0,[]
243,False,1002.0,135.0,16.970762252807617,[],,273.0,True,1003.0,135.0,16.0,[]
244,False,1737.0,84.0,16.970762252807617,[],,165.0,True,1738.0,84.0,16.0,[]
245,False,154.0,72.0,16.970762252807617,[],,154.0,True,155.0,72.0,16.0,[]
246,False,915.0,71.0,16.970762252807617,[],,381.0,True,916.0,71.0,16.0,[]
247,False,149.0,39.0,16.970762252807617,[],,583.0,True,150.0,39.0,16.0,[]
248,False,462.0,19.0,16.970762252807617,[],,493.0,True,463.0,19.0,16.0,[]
249,False,994.0,488.0,16.970762252807617,[],,707.0,True,995.0,488.0,16.0,[]
250,False,1157.0,473.0,16.970762252807617,[],,178.0,True,1158.0,473.0,16.0,[]
251,False,389.0,345.0,16.970762252807617,[],,199.0,True,390.0,345.0,16.0,[]
252,False,976.0,226.0,16.970762252807617,[],,553.0,True,977.0,226.0,16.0,[]
253,False,721.0,432.0,16.970762252807617,[],,668.0,True,722.0,432.0,16.0,[]
255,True,981.0,284.0,14.0,[256],,674.0,True,982.0,283.0,14.0,[816]
257,True,453.0,224.0,10.0,[258],,665.0,True,453.0,227.0,14.0,[319]
261,True,924.0,226.0,16.977079391479492,[],,586.0,True,925.0,227.0,14.0,[206]
263,True,949.0,429.0,16.859888076782227,[],,518.0,True,952.0,428.0,12.0,[593]
264,True,421.0,6.0,6.0,[],,835.0,True,422.0,6.0,8.0,[99]
265,False,1352.0,345.0,15.203661918640137,[],,396.0,True,1354.0,345.0,14.0,[156]
266,True,1451.0,281.0,12.0,[],,6.0,True,1453.0,282.0,10.0,[654]
267,False,1057.0,327.0,14.514878273010254,[],,85.0,True,1059.0,328.0,14.0,[]
268,False,1275.0,265.0,14.514878273010254,[],,429.0,True,1277.0,266.0,14.0,[]
270,True,1458.0,334.0,15.885916709899902,[],,333.0,True,1460.0,334.0,12.0,[49]
273,False,1058.0,430.0,14.514878273010254,[],,253.0,True,1060.0,431.0,14.0,[]
274,False,32.0,419.0,14.51488208770752,[],,760.0,True,34.0,420.0,14.0,[]
275,False,532.0,361.0,14.514878273010254,[],,430.0,True,534.0,362.0,14.0,[]
276,False,1311.0,353.0,14.514878273010254,[],,638.0,True,1313.0,354.0,14.0,[]
277,False,1597.0,83.0,14.514863014221191,[],,687.0,True,1599.0,84.0,14.0,[]
278,True,1211.0,493.0,8.0,[],,428.0,True,1214.0,493.0,6.0,[62]
279,False,428.0,579.0,14.514878273010254,[],,488.0,True,430.0,580.0,14.0,[]
280,False,1050.0,575.0,14.514878273010254,[],,568.0,True,1052.0,576.0,14.0,[]
281,False,1331.0,530.0,14.514878273010254,[],,26.0,True,1333.0,531.0,14.0,[]
282,False,662.0,519.0,14.514878273010254,[],,650.0,True,664.0,520.0,14.0,[]
283,False,86.0,504.0,14.51488208770752,[],,445.0,True,88.0,505.0,14.0,[]
284,False,251.0,502.0,14.514886856079102,[],,485.0,True,253.0,503.0,14.0,[]
285,False,1474.0,493.0,14.514878273010254,[],,684.0,True,1476.0,494.0,14.0,[]
286,False,1129.0,440.0,14.514878273010254,[],,80.0,True,1131.0,441.0,14.0,[]
287,False,247.0,438.0,14.514886856079102,[],,339.0,True,249.0,439.0,14.0,[]
288,False,551.0,413.0,14.514878273010254,[],,306.0,True,553.0,414.0,14.0,[]
289,False,52.0,412.0,14.51488208770752,[],,274.0,True,54.0,413.0,14.0,[]
290,False,1370.0,410.0,14.514878273010254,[],,796.0,True,1372.0,411.0,14.0,[]
291,False,370.0,399.0,14.514878273010254,[],,70.0,True,372.0,400.0,14.0,[]
292,False,124.0,335.0,14.51488208770752,[],,824.0,True,126.0,336.0,14.0,[]
293,False,1387.0,312.0,14.514878273010254,[],,35.0,True,1389.0,313.0,14.0,[]
294,False,1720.0,307.0,14.514878273010254,[],,151.0,True,1722.0,308.0,14.0,[]
295,False,1735.0,293.0,14.514878273010254,[],,463.0,True,1737.0,294.0,14.0,[]
296,False,1423.0,239.0,14.514848709106445,[],,809.0,True,1425.0,240.0,14.0,[]
297,False,1445.0,211.0,14.514848709106445,[],,614.0,True,1447.0,212.0,14.0,[]
298,False,1207.0,208.0,14.514848709106445,[],,188.0,True,1209.0,209.0,14.0,[]
299,False,277.0,198.0,14.514848709106445,[],,19.0,True,279.0,199.0,14.0,[]
300,False,441.0,189.0,14.514848709106445,[],,517.0,True,443.0,190.0,14.0,[]
301,False,875.0,123.0,14.514863014221191,[],,790.0,True,877.0,124.0,14.0,[]
302,False,222.0,119.0,14.514871597290039,[],,104.0,True,224.0,120.0,14.0,[]
303,False,1268.0,111.0,14.514863014221191,[],,540.0,True,1270.0,112.0,14.0,[]
304,True,1645.0,101.0,15.113351821899414,[],,844.0,True,1646.0,102.0,14.0,[]
305,False,1159.0,92.0,14.514863014221191,[],,10.0,True,1161.0,93.0,14.0,[]
306,False,67.0,70.0,14.514867782592773,[],,683.0,True,69.0,71.0,14.0,[]
307,False,817.0,51.0,14.514863014221191,[],,264.0,True,819.0,52.0,14.0,[]
308,False,550.0,46.0,14.514863014221191,[],,820.0,True,552.0,47.0,14.0,[]
309,False,756.0,43.0,14.514863014221191,[],,621.0,True,758.0,44.0,14.0,[]
310,False,897.0,41.0,14.514863014221191,[],,296.0,True,899.0,42.0,14.0,[]
311,False,784.0,38.0,14.514863014221191,[],,680.0,True,786.0,39.0,14.0,[]
312,False,1727.0,28.0,14.514863014221191,[],,261.0,True,1729.0,29.0,14.0,[]
313,False,1542.0,9.0,14.514862060546875,[],,358.0,True,1544.0,10.0,14.0,[]
314,False,151.0,581.0,14.503154754638672,[],,610.0,True,153.0,582.0,14.0,[]
319,False,1306.0,393.0,12.806448936462402,[],,476.0,True,1307.0,393.0,12.0,[]
320,False,774.0,347.0,12.806448936462402,[],,409.0,True,775.0,347.0,12.0,[]
321,False,1273.0,551.0,12.806448936462402,[],,27.0,True,1274.0,551.0,12.0,[]
322,False,615.0,534.0,12.806448936462402,[],,637.0,True,616.0,534.0,12.0,[]
323,False,351.0,294.0,12.806448936462402,[],,8.0,True,352.0,294.0,12.0,[]
324,False,1373.0,247.0,12.806448936462402,[],,318.0,True,1374.0,247.0,12.0,[]
325,False,1534.0,196.0,12.806448936462402,[],,224.0,True,1535.0,196.0,12.0,[]
326,False,1624.0,183.0,12.806448936462402,[],,314.0,True,1625.0,183.0,12.0,[]
327,False,1375.0,41.0,12.806448936462402,[],,590.0,True,1376.0,41.0,12.0,[]
328,False,1536.0,589.0,12.806448936462402,[],,448.0,True,1537.0,589.0,12.0,[]
329,False,574.0,574.0,12.806448936462402,[],,364.0,True,575.0,574.0,12.0,[]
330,False,1597.0,561.0,12.806448936462402,[],,838.0,True,1598.0,561.0,12.0,[]
331,False,31.0,532.0,12.806448936462402,[],,21.0,True,32.0,532.0,12.0,[]
332,False,353.0,531.0,12.806448936462402,[],,577.0,True,354.0,531.0,12.0,[]
333,False,125.0,524.0,12.806448936462402,[],,579.0,True,126.0,524.0,12.0,[]
334,False,618.0,520.0,12.806448936462402,[],,688.0,True,619.0,520.0,12.0,[]
335,False,289.0,520.0,12.806448936462402,[],,197.0,True,290.0,520.0,12.0,[]
336,False,358.0,517.0,12.806448936462402,[],,515.0,True,359.0,517.0,12.0,[]
337,False,648.0,471.0,12.806448936462402,[],,95.0,True,649.0,471.0,12.0,[]
338,False,17.0,463.0,12.806448936462402,[],,43.0,True,18.0,463.0,12.0,[]
339,False,518.0,451.0,12.806448936462402,[],,90.0,True,519.0,451.0,12.0,[]
340,False,466.0,449.0,12.806448936462402,[],,609.0,True,467.0,449.0,12.0,[]
341,False,574.0,428.0,12.806448936462402,[],,189.0,True,575.0,428.0,12.0,[]
342,False,805.0,424.0,12.806448936462402,[],,771.0,True,806.0,424.0,12.0,[]
343,False,449.0,424.0,12.806448936462402,[],,255.0,True,450.0,424.0,12.0,[]
344,False,449.0,405.0,12.806448936462402,[],,541.0,True,450.0,405.0,12.0,[]
345,False,807.0,399.0,12.806448936462402,[],,243.0,True,808.0,399.0,12.0,[]
346,False,1345.0,365.0,12.806448936462402,[],,546.0,True,1346.0,365.0,12.0,[]
347,False,47.0,360.0,12.806448936462402,[],,574.0,True,48.0,360.0,12.0,[]
348,False,263.0,352.0,12.806448936462402,[],,626.0,True,264.0,352.0,12.0,[]
349,False,211.0,334.0,12.806448936462402,[],,524.0,True,212.0,334.0,12.0,[]
350,False,1442.0,332.0,12.806448936462402,[],,371.0,True,1443.0,332.0,12.0,[]
351,False,453.0,326.0,12.806448936462402,[],,205.0,True,454.0,326.0,12.0,[]
352,False,1628.0,325.0,12.806448936462402,[],,30.0,True,1629.0,325.0,12.0,[]
353,False,182.0,310.0,12.806448936462402,[],,301.0,True,183.0,310.0,12.0,[]
354,False,726.0,309.0,12.806448936462402,[],,193.0,True,727.0,309.0,12.0,[]
355,False,626.0,309.0,12.806448936462402,[],,783.0,True,627.0,309.0,12.0,[]
356,False,435.0,306.0,12.806448936462402,[],,258.0,True,436.0,306.0,12.0,[]
357,False,1387.0,266.0,12.806448936462402,[],,290.0,True,1388.0,266.0,12.0,[]
358,False,910.0,234.0,12.806448936462402,[],,79.0,True,911.0,234.0,12.0,[]
359,False,1500.0,173.0,12.806448936462402,[],,101.0,True,1501.0,173.0,12.0,[]
360,False,465.0,145.0,12.806448936462402,[],,633.0,True,466.0,145.0,12.0,[]
361,False,1723.0,144.0,12.806448936462402,[],,109.0,True,1724.0,144.0,12.0,[]
362,False,1447.0,136.0,12.806448936462402,[],,634.0,True,1448.0,136.0,12.0,[]
363,False,391.0,133.0,12.806448936462402,[],,753.0,True,392.0,133.0,12.0,[]
364,False,1569.0,129.0,12.806448936462402,[],,169.0,True,1570.0,129.0,12.0,[]
365,False,1589.0,116.0,12.806448936462402,[],,438.0,True,1590.0,116.0,12.0,[]
366,False,928.0,111.0,12.806448936462402,[],,606.0,True,929.0,111.0,12.0,[]
367,False,682.0,85.0,12.806448936462402,[],,467.0,True,683.0,85.0,12.0,[]
368,False,560.0,61.0,12.806448936462402,[],,519.0,True,561.0,61.0,12.0,[]
369,False,12.0,47.0,12.806448936462402,[],,588.0,True,13.0,47.0,12.0,[]
370,False,376.0,321.0,12.806448936462402,[],,107.0,True,377.0,321.0,12.0,[]
371,False,547.0,283.0,12.806448936462402,[],,50.0,True,548.0,283.0,12.0,[]
372,True,368.0,359.0,13.062582969665527,[],,403.0,True,369.0,359.0,12.0,[]
373,True,861.0,467.0,14.521614074707031,[],,270.0,True,863.0,468.0,10.0,[576]
374,True,141.0,591.0,13.054967880249023,[],,450.0,True,143.0,591.0,12.0,[]
379,False,1501.0,530.0,11.313908576965332,[],,676.0,True,1502.0,530.0,10.0,[]
380,False,882.0,518.0,11.313908576965332,[],,459.0,True,883.0,518.0,10.0,[]
381,False,1447.0,441.0,11.313908576965332,[],,210.0,True,1448.0,441.0,10.0,[]
382,False,1308.0,434.0,11.313908576965332,[],,58.0,True,1309.0,434.0,10.0,[]
383,False,1172.0,429.0,11.313908576965332,[],,201.0,True,1173.0,429.0,10.0,[]
384,False,1029.0,427.0,11.313908576965332,[],,361.0,True,1030.0,427.0,10.0,[]
385,False,552.0,199.0,11.313908576965332,[],,625.0,True,553.0,199.0,10.0,[]
