DropletID,CenterX,CenterY,Area,OverlappedDropletsID,,DropletID_GT,CenterX_GT,CenterY_GT,Area_GT,OverlappedDropletsID_GT
147,921.0,368.0,99.0,[],,832.0,922.0,368.0,95.0,[]
149,450.0,364.0,33.0,[],,412.0,451.0,365.0,31.0,[]
150,1337.0,365.0,122.5,[],,1217.0,1338.0,366.0,117.5,[]
152,1223.0,363.0,99.0,[],,1114.0,1224.0,363.0,95.0,[]
153,800.0,361.0,101.0,[],,731.0,801.0,361.0,95.0,[]
156,434.0,355.0,28.5,[],,396.0,435.0,356.0,26.5,[]
157,304.0,359.0,104.0,[],,272.0,305.0,359.0,95.0,[]
158,871.0,353.0,3.5,[],,791.0,871.0,354.0,5.5,[]
159,551.0,356.0,65.5,[],,510.0,552.0,357.0,62.5,[]
162,387.0,354.0,59.5,[],,345.0,387.0,355.0,55.5,[]
167,1250.0,355.0,99.0,[],,1144.0,1251.0,355.0,95.0,[]
168,607.0,351.0,15.0,[],,569.0,608.0,351.0,15.0,[]
170,1050.0,351.0,70.0,[],,953.0,1051.0,352.0,66.0,[]
172,1140.0,351.0,59.5,[],,1035.0,1140.0,352.0,57.5,[]
173,481.0,361.0,28.274333882308138,[174],,447.0,481.0,361.0,31.0,[]
174,1344.0,350.0,99.0,[],,1222.0,1345.0,350.0,95.0,[]
177,1233.0,346.0,55.5,[],,1123.0,1233.0,346.0,53.5,[]
179,775.0,341.0,126.5,[],,711.0,776.0,342.0,117.5,[]
181,527.0,339.0,34.0,[],,491.0,528.0,340.0,31.0,[]
183,445.0,339.0,110.0,[],,406.0,446.0,340.0,101.0,[]
184,1146.0,335.0,28.5,[],,1041.0,1147.0,336.0,26.5,[]
186,1297.0,338.0,173.5,[],,1172.0,1297.0,339.0,165.5,[]
187,795.0,336.0,43.5,[],,726.0,796.0,336.0,41.5,[]
189,754.0,335.0,59.5,[],,696.0,754.0,336.0,55.5,[]
191,29.0,337.0,104.0,[],,31.0,30.0,337.0,95.0,[]
192,1105.0,336.0,134.0,[],,1000.0,1105.0,336.0,125.0,[]
193,1031.0,336.0,99.0,[],,940.0,1032.0,336.0,95.0,[]
194,139.0,332.0,20.0,[],,129.0,140.0,333.0,19.0,[]
200,1350.0,327.0,42.5,[],,1227.0,1350.0,328.0,39.0,[1226]
201,520.0,329.0,114.5,[],,479.0,520.0,330.0,106.5,[]
203,465.0,326.0,33.0,[],,428.0,466.0,327.0,31.0,[]
204,1089.0,321.0,31.0,[],,988.0,1090.0,322.0,31.0,[]
206,1254.0,319.0,25.0,[],,1145.0,1254.0,320.0,23.0,[]
210,1155.0,318.0,31.0,[],,1050.0,1156.0,319.0,31.0,[]
211,619.0,319.0,60.0,[],,586.0,619.0,319.0,53.5,[]
215,614.0,312.0,5.0,[],,578.0,614.0,313.0,5.0,[]
216,1360.0,316.0,128.0,[],,1234.0,1361.0,316.0,125.0,[]
217,205.0,312.0,25.0,[],,183.0,205.0,313.0,23.0,[]
218,1187.0,313.0,50.5,[],,1072.0,1188.0,313.0,50.5,[]
219,889.0,311.0,25.0,[],,808.0,889.0,312.0,23.0,[]
220,849.0,311.0,26.5,[],,770.0,850.0,312.0,24.5,[]
224,872.0,308.0,4.0,[],,792.0,872.0,308.0,6.0,[]
226,741.0,312.0,99.0,[],,683.0,742.0,312.0,95.0,[]
227,1330.0,310.0,133.0,[],,1210.0,1330.0,310.0,125.0,[]
229,626.0,307.0,58.5,[],,591.0,626.0,308.0,55.5,[]
230,995.0,306.0,71.0,[],,904.0,996.0,307.0,66.0,[]
231,146.0,309.0,103.0,[],,135.0,147.0,309.0,95.0,[132]
232,1201.0,308.0,99.0,[],,1088.0,1202.0,308.0,95.0,[]
233,527.0,306.0,62.0,[],,490.0,528.0,307.0,57.0,[]
237,465.0,300.0,13.5,[],,427.0,466.0,301.0,13.5,[]
238,448.0,299.0,4.0,[],,409.0,448.0,299.0,6.0,[]
239,277.0,304.0,104.0,[],,252.0,278.0,304.0,95.0,[]
244,479.0,297.0,50.26548245743669,[],,445.0,480.0,296.0,53.5,[448]
246,1331.0,293.0,15.0,[],,1212.0,1332.0,293.0,15.0,[]
252,1069.0,294.0,134.0,[],,971.0,1069.0,294.0,125.0,[]
254,661.0,289.0,74.0,[],,626.0,662.0,290.0,66.0,[]
255,645.0,290.0,106.0,[],,607.0,646.0,291.0,101.0,[]
256,1283.0,289.0,122.5,[],,1161.0,1284.0,290.0,117.5,[]
257,927.0,290.0,100.0,[],,837.0,928.0,290.0,95.0,[]
258,784.0,287.0,68.5,[],,720.0,785.0,288.0,63.5,[]
261,1061.0,284.0,15.0,[],,963.0,1062.0,284.0,14.0,[]
264,184.0,283.0,51.0,[],,165.0,185.0,284.0,44.0,[]
266,630.0,282.0,47.0,[],,599.0,631.0,283.0,44.0,[]
267,580.0,282.0,65.5,[],,545.0,581.0,283.0,62.5,[]
268,564.0,284.0,103.0,[],,523.0,565.0,284.0,95.0,[]
271,129.0,281.0,65.5,[],,119.0,130.0,282.0,62.5,[]
273,1333.0,280.0,99.0,[],,1214.0,1334.0,280.0,95.0,[]
274,266.0,278.0,50.0,[],,240.0,266.0,279.0,44.0,[]
276,950.0,279.0,134.0,[],,862.0,950.0,279.0,125.0,[]
278,860.0,278.0,113.09733552923255,"[279, 280]",,784.0,860.0,278.0,106.5,[]
279,1205.0,275.0,71.0,[],,1094.0,1206.0,276.0,66.0,[]
280,696.0,274.0,62.5,[],,645.0,696.0,275.0,57.5,[]
281,832.0,271.0,44.0,[],,752.0,832.0,272.0,39.0,[]
283,722.0,269.0,31.5,[],,670.0,723.0,270.0,31.5,[]
286,1058.0,269.0,173.5,[],,960.0,1058.0,270.0,165.5,[]
288,1075.0,265.0,110.5,[],,975.0,1075.0,266.0,106.5,[]
289,569.0,267.0,102.0,[],,530.0,570.0,267.0,95.0,[]
290,368.0,265.0,71.5,[],,329.0,369.0,266.0,63.5,[]
291,58.0,264.0,71.5,[],,67.0,59.0,265.0,63.5,[]
292,961.0,262.0,65.5,[],,872.0,962.0,263.0,62.5,[]
293,629.0,264.0,101.0,[],,598.0,630.0,264.0,95.0,[]
295,101.0,260.0,50.0,[],,92.0,101.0,261.0,44.0,[]
296,352.0,261.0,103.0,[],,315.0,353.0,261.0,95.0,[]
298,516.0,259.0,101.0,[],,477.0,517.0,259.0,95.0,[]
299,997.0,257.0,99.0,[],,906.0,998.0,257.0,95.0,[]
300,777.0,256.0,113.5,[],,713.0,778.0,256.0,108.5,[]
303,1043.0,248.0,10.5,[],,947.0,1044.0,249.0,12.5,[]
304,853.0,250.0,46.0,[],,775.0,854.0,251.0,44.0,[]
305,1103.0,249.0,57.5,[],,997.0,1103.0,250.0,55.5,[]
306,689.0,252.0,99.0,[],,641.0,690.0,252.0,95.0,[]
307,1339.0,250.0,113.5,[],,1219.0,1340.0,250.0,108.5,[]
308,212.0,251.0,104.0,[],,189.0,213.0,251.0,95.0,[]
310,933.0,245.0,15.0,[],,847.0,934.0,245.0,14.0,[]
313,480.0,246.0,33.0,[],,446.0,481.0,247.0,31.0,[]
314,340.0,246.0,62.5,[],,302.0,340.0,247.0,57.5,[]
316,563.0,241.0,15.0,[],,522.0,564.0,241.0,15.0,[]
317,510.0,242.0,48.0,[],,470.0,511.0,243.0,44.0,[]
318,1150.0,242.0,50.5,[],,1044.0,1151.0,242.0,50.5,[]
320,1075.0,241.0,43.5,[],,976.0,1076.0,241.0,41.5,[]
321,1204.0,240.0,55.5,[],,1091.0,1204.0,240.0,53.5,[]
323,1307.0,238.0,31.0,[],,1188.0,1308.0,239.0,31.0,[]
325,378.0,237.0,33.0,[],,338.0,379.0,238.0,31.0,[]
326,237.0,236.0,29.5,[],,208.0,237.0,237.0,27.5,[]
329,1191.0,234.0,13.5,[],,1080.0,1192.0,235.0,13.5,[]
331,991.0,235.0,31.0,[],,900.0,992.0,236.0,31.0,[]
334,150.0,234.0,44.5,[],,137.0,151.0,234.0,41.5,[]
336,672.0,232.0,74.0,[],,633.0,673.0,233.0,66.0,[]
337,300.0,231.0,110.0,[],,269.0,301.0,232.0,101.0,[]
341,452.0,230.0,113.5,[],,413.0,452.0,231.0,106.5,[]
343,4.0,227.0,61.5,[],,3.0,4.0,227.0,53.5,[]
345,220.0,226.0,62.5,[],,196.0,220.0,227.0,58.5,[]
347,1061.0,222.5,4.0,[],,962.0,1061.0,223.0,5.0,[]
348,114.0,224.0,33.0,[],,107.0,115.0,225.0,31.0,[]
349,1008.0,225.0,105.0,[],,912.0,1009.0,226.0,101.0,[]
352,662.0,220.0,14.5,[],,628.0,663.0,221.0,13.5,[]
354,1198.0,224.0,99.0,[],,1086.0,1199.0,224.0,95.0,[]
355,1169.0,221.0,41.0,[],,1060.0,1169.0,222.0,39.0,[]
357,159.0,220.0,15.0,[],,143.0,160.0,220.0,15.0,[]
358,819.0,221.0,60.0,[],,746.0,820.0,222.0,57.0,[]
360,1235.0,216.0,50.5,[],,1128.0,1236.0,216.0,50.5,[]
361,1185.0,214.0,18.0,[],,1071.0,1186.0,215.0,19.0,[]
365,1324.0,215.0,63.5,[],,1207.0,1325.0,216.0,62.5,[]
367,1344.0,213.0,70.0,[],,1221.0,1345.0,214.0,66.0,[]
368,886.0,214.0,75.0,[],,806.0,887.0,215.0,66.0,[]
370,1107.0,215.0,99.0,[],,1005.0,1108.0,215.0,95.0,[]
373,534.0,210.0,10.0,[],,494.0,535.0,210.0,9.0,[]
374,1082.0,212.0,115.5,[],,983.0,1083.0,212.0,108.5,[]
375,937.0,213.0,100.0,[],,851.0,938.0,213.0,95.0,[]
377,349.0,213.0,103.0,[],,311.0,350.0,213.0,95.0,[]
379,647.0,212.0,101.0,[],,611.0,648.0,212.0,95.0,[]
380,298.0,210.0,48.0,[],,267.0,298.0,211.0,44.0,[]
382,574.0,210.0,100.0,[],,536.0,575.0,210.0,95.0,[]
384,362.0,207.0,55.5,[],,326.0,363.0,207.0,50.5,[]
385,1145.0,207.0,110.5,[],,1038.0,1145.0,208.0,106.5,[]
386,282.0,206.0,65.5,[],,259.0,283.0,207.0,62.5,[]
387,1358.0,206.0,99.0,[],,1232.0,1359.0,206.0,95.0,[]
390,785.0,202.0,31.0,[],,722.0,786.0,203.0,31.0,[]
391,92.0,200.0,15.0,[],,86.0,93.0,200.0,15.0,[]
393,932.0,199.0,43.5,[],,846.0,933.0,199.0,41.5,[]
394,259.0,197.0,10.0,[],,236.0,260.0,197.0,9.0,[]
395,246.0,201.0,103.0,[],,219.0,247.0,201.0,95.0,[]
397,698.0,198.0,43.5,[],,648.0,699.0,198.0,41.5,[]
398,627.0,196.0,22.0,[],,595.0,628.0,197.0,22.0,[]
399,499.0,200.0,101.0,[],,459.0,500.0,200.0,95.0,[]
402,719.0,195.0,46.0,[],,667.0,720.0,196.0,44.0,[]
403,269.0,194.0,29.5,[],,241.0,269.0,195.0,27.5,[]
404,1064.0,193.0,46.0,[],,965.0,1065.0,194.0,44.0,[]
409,1217.0,190.0,31.5,[],,1106.0,1218.0,191.0,31.5,[]
410,769.0,190.0,31.0,[],,707.0,770.0,191.0,31.0,[]
412,1205.0,190.0,99.0,[],,1093.0,1206.0,190.0,95.0,[]
413,381.0,188.0,75.0,[],,341.0,382.0,189.0,66.0,[]
417,125.0,185.0,32.0,[],,116.0,126.0,186.0,31.0,[]
418,1281.0,187.0,99.0,[],,1160.0,1282.0,187.0,95.0,[]
428,1348.0,178.0,27.5,[],,1225.0,1349.0,179.0,26.5,[]
429,595.0,178.0,15.0,[],,558.0,596.0,178.0,15.0,[]
430,236.0,181.0,102.0,[],,207.0,237.0,181.0,95.0,[]
431,936.0,177.0,109.5,[],,849.0,936.0,178.0,106.5,[]
433,1297.0,178.0,153.93804002589985,"[434, 435, 436]",,1174.0,1299.0,179.0,159.5,[1187]
435,755.0,175.0,58.5,[],,697.0,755.0,175.0,53.5,[]
436,666.0,176.0,106.0,[],,630.0,667.0,177.0,101.0,[]
438,817.0,172.0,32.5,[],,744.0,818.0,173.0,31.5,[]
439,904.0,177.0,223.5,[],,820.0,905.0,177.0,214.5,[]
440,292.0,172.0,71.5,[],,264.0,293.0,173.0,63.5,[]
441,419.0,173.0,104.0,[],,377.0,420.0,173.0,95.0,[]
442,1175.0,168.0,22.0,[],,1063.0,1176.0,169.0,22.0,[]
443,1089.0,167.0,4.0,[],,985.0,1089.0,167.0,6.0,[]
445,435.0,171.0,113.09733552923255,[446],,395.0,435.0,172.0,106.5,"[397, 404]"
446,1342.0,168.0,105.0,[],,1220.0,1343.0,169.0,101.0,[]
449,1237.0,163.0,13.5,[],,1131.0,1238.0,164.0,13.5,[]
450,608.0,163.0,29.0,[],,568.0,608.0,164.0,27.0,[]
451,456.0,165.0,66.0,[],,421.0,457.0,166.0,62.5,[]
455,479.0,160.0,45.0,[],,442.0,479.0,161.0,39.0,[]
456,825.0,160.0,99.0,[],,748.0,826.0,160.0,95.0,[]
457,623.0,157.0,57.5,[],,588.0,623.0,158.0,55.5,[]
458,246.0,157.0,34.5,[],,218.0,247.0,158.0,31.5,[]
460,1357.0,157.0,63.5,[],,1231.0,1358.0,158.0,62.5,[]
462,24.0,156.0,45.0,[],,23.0,24.0,157.0,39.0,[]
463,1192.0,156.0,110.5,[],,1079.0,1192.0,157.0,106.5,[]
465,153.0,158.0,103.0,[],,139.0,154.0,158.0,95.0,[]
466,1097.0,157.0,99.0,[],,995.0,1098.0,157.0,95.0,[]
467,463.0,155.0,52.0,[],,426.0,464.0,155.0,50.5,[]
469,989.0,151.0,65.5,[],,897.0,990.0,152.0,62.5,[]
470,722.0,153.0,100.0,[],,669.0,723.0,153.0,95.0,[]
472,816.0,150.0,61.5,[],,740.0,816.0,151.0,58.5,[]
476,1043.0,146.0,71.0,[],,946.0,1044.0,147.0,66.0,[]
477,1020.0,146.0,46.0,[],,927.0,1021.0,147.0,44.0,[]
478,906.0,146.0,43.0,[],,821.0,906.0,147.0,39.0,[]
479,886.0,147.0,59.0,[],,805.0,887.0,148.0,57.0,[]
481,537.0,147.0,116.5,[],,497.0,538.0,147.0,108.5,[]
482,341.0,144.0,26.5,[],,304.0,342.0,145.0,24.5,[]
483,119.0,148.0,101.0,[],,108.0,120.0,148.0,95.0,[]
485,656.0,146.0,99.0,[],,620.0,657.0,146.0,95.0,[]
487,354.0,141.0,29.5,[],,317.0,354.0,142.0,27.5,[]
488,1224.0,140.0,15.0,[],,1115.0,1225.0,140.0,15.0,[]
490,1097.0,141.0,109.5,[],,994.0,1097.0,142.0,106.5,[]
491,1072.5,137.5,1.0,[],,973.0,1073.0,138.0,5.5,[]
492,966.0,143.0,99.0,[],,875.0,967.0,143.0,95.0,[]
495,423.0,137.0,62.5,[],,382.0,423.0,138.0,58.5,[]
497,245.0,136.0,114.5,[],,216.0,245.0,137.0,106.5,[]
498,496.0,133.0,32.0,[],,458.0,497.0,134.0,31.0,[]
499,1079.0,131.0,22.0,[],,980.0,1080.0,132.0,22.0,[]
501,438.0,133.0,113.5,[],,398.0,438.0,134.0,106.5,[]
503,85.0,131.0,61.0,[],,82.0,86.0,132.0,57.0,[]
505,295.0,132.0,103.0,[],,265.0,296.0,132.0,95.0,[]
506,1315.0,126.0,28.5,[],,1198.0,1315.0,127.0,27.5,[]
508,37.0,128.0,70.5,[],,45.0,38.0,128.0,63.5,[]
509,330.0,125.0,34.0,[],,292.0,331.0,126.0,31.0,[]
512,579.0,124.0,70.5,[],,541.0,580.0,125.0,63.5,[]
514,654.0,124.0,125.5,[],,618.0,655.0,125.0,117.5,[]
519,1306.0,118.0,28.5,[],,1185.0,1306.0,119.0,27.5,[]
520,979.0,122.0,183.5,[],,885.0,979.0,123.0,176.5,[]
521,829.0,119.0,31.0,[],,750.0,830.0,120.0,31.0,[]
522,1051.0,121.0,99.0,[],,954.0,1052.0,121.0,95.0,[]
523,87.0,117.0,34.0,[],,84.0,88.0,118.0,31.0,[]
524,929.0,114.0,8.0,[],,842.0,930.0,115.0,9.0,[]
525,272.0,117.0,75.0,[],,244.0,273.0,118.0,66.0,[]
528,352.0,116.0,99.0,[],,313.0,353.0,116.0,95.0,[]
531,1319.0,111.0,99.0,[],,1203.0,1320.0,111.0,95.0,[]
534,331.0,107.0,55.5,[],,291.0,331.0,108.0,50.5,[]
535,1217.0,108.0,183.5,[],,1104.0,1217.0,109.0,176.5,[]
537,945.0,104.0,31.5,[],,858.0,946.0,105.0,31.5,[]
539,1287.0,102.0,31.0,[],,1165.0,1288.0,103.0,31.0,[]
540,1161.0,104.0,113.5,[],,1054.0,1162.0,104.0,108.5,[]
543,1028.0,101.0,60.0,[],,936.0,1029.0,102.0,57.0,[]
544,561.0,101.0,60.0,[],,521.0,562.0,102.0,57.0,[]
545,531.0,98.0,18.0,[],,493.0,532.0,99.0,19.0,[]
547,1199.0,100.0,122.5,[],,1087.0,1200.0,101.0,117.5,[]
548,1114.0,101.0,99.0,[],,1011.0,1115.0,101.0,95.0,[]
549,991.5,95.0,2.0,[],,899.0,992.0,96.0,5.5,[]
554,916.0,93.0,10.5,[],,829.0,917.0,94.0,12.5,[]
555,1185.0,95.0,50.5,[],,1070.0,1186.0,95.0,50.5,[]
557,1310.0,93.0,165.5,[],,1193.0,1311.0,94.0,159.5,[]
560,45.0,92.0,104.0,[],,55.0,46.0,92.0,95.0,[]
562,512.0,90.0,99.0,[],,472.0,513.0,90.0,95.0,[]
564,454.0,86.0,43.0,[],,416.0,454.0,87.0,39.0,[]
565,30.0,89.0,103.0,[],,33.0,31.0,89.0,95.0,[]
566,1234.0,85.0,70.0,[],,1125.0,1235.0,86.0,66.0,[]
568,982.0,85.0,61.5,[],,888.0,982.0,86.0,58.5,[]
569,948.0,86.0,133.0,[],,859.0,948.0,86.0,125.0,[]
570,549.0,86.0,100.0,[],,508.0,550.0,86.0,95.0,[]
573,257.0,83.0,74.0,[],,232.0,258.0,84.0,66.0,[]
575,700.0,81.0,32.0,[],,652.0,701.0,82.0,31.0,[]
577,1022.0,80.0,31.0,[],,930.0,1023.0,81.0,31.0,[]
578,479.0,82.0,125.5,[],,444.0,480.0,83.0,117.5,[]
580,1190.0,82.0,133.0,[],,1075.0,1190.0,82.0,125.0,[]
581,653.0,79.0,72.0,[],,615.0,654.0,80.0,66.0,[]
584,612.0,78.0,48.0,[],,573.0,612.0,79.0,44.0,[]
585,180.0,78.0,103.0,[],,159.0,181.0,78.0,95.0,[]
586,1104.0,74.0,57.5,[],,999.0,1104.0,75.0,55.5,[]
590,1352.0,70.0,123.5,[],,1228.0,1353.0,71.0,117.5,[]
591,241.0,69.0,65.5,[],,212.0,242.0,70.0,62.5,[]
593,718.0,71.0,168.5,[],,665.0,719.0,72.0,159.5,[]
594,546.0,70.0,99.0,[],,504.0,547.0,70.0,95.0,[]
595,817.0,65.0,28.5,[],,742.0,817.0,66.0,27.5,[]
596,438.0,64.0,16.0,[],,400.0,439.0,64.0,14.0,[]
599,1093.0,63.0,31.0,[],,991.0,1094.0,64.0,31.0,[]
601,1237.0,62.0,57.5,[],,1129.0,1237.0,63.0,55.5,[]
602,868.0,63.0,123.5,[],,789.0,869.0,64.0,117.5,[]
605,85.0,59.0,11.5,[],,81.0,86.0,60.0,12.5,[]
607,657.0,60.0,74.0,[],,621.0,658.0,61.0,66.0,[]
609,1037.0,56.0,28.5,[],,942.0,1037.0,57.0,27.5,[]
611,1255.0,56.0,71.0,[],,1146.0,1256.0,57.0,66.0,[]
612,670.0,56.0,60.0,[],,632.0,671.0,57.0,57.0,[]
613,144.0,55.0,33.0,[],,131.0,145.0,56.0,31.0,[]
614,1333.0,55.0,123.5,[],,1213.0,1334.0,56.0,117.5,[]
615,1066.0,56.0,99.0,[],,966.0,1067.0,56.0,95.0,[]
616,461.0,52.0,29.5,[],,423.0,461.0,53.0,27.5,[]
619,911.0,49.25,3.0,[],,826.0,911.0,50.0,4.5,[]
622,815.5,47.5,1.0,[],,739.0,816.0,48.0,5.5,[]
624,700.0,53.0,101.0,[],,651.0,701.0,53.0,95.0,[]
625,488.0,52.0,108.0,[],,453.0,489.0,53.0,101.0,[]
627,187.0,50.0,60.5,[],,168.0,187.0,51.0,57.5,[]
630,12.0,48.0,57.5,[],,8.0,12.0,49.0,55.5,[]
631,1082.0,47.0,51.5,[],,982.0,1083.0,47.0,50.5,[]
633,1112.0,49.0,172.5,[],,1008.0,1112.0,50.0,165.5,[]
637,453.0,45.0,43.5,[],,415.0,454.0,45.0,41.5,[]
638,468.0,43.0,68.5,[],,431.0,469.0,44.0,63.5,[]
641,548.0,38.0,28.0,[],,506.0,548.0,39.0,27.0,[]
644,960.0,38.0,55.5,[],,870.0,960.0,38.0,53.5,[]
645,133.0,35.0,10.5,[],,125.0,134.0,36.0,12.5,[]
647,1329.0,37.0,99.0,[],,1209.0,1330.0,37.0,95.0,[]
648,1237.0,36.0,104.0,[],,1130.0,1238.0,37.0,101.0,[]
649,661.0,36.0,107.0,[],,625.0,662.0,37.0,101.0,[]
650,121.0,35.0,74.0,[],,113.0,122.0,36.0,66.0,[]
651,93.0,33.0,15.0,[],,87.0,94.0,33.0,15.0,[]
653,1021.0,31.0,28.5,[],,929.0,1022.0,32.0,26.5,[]
654,203.0,33.0,50.26548245743669,[655],,180.0,205.0,33.0,44.0,[]
655,859.0,32.0,105.0,[],,782.0,860.0,33.0,101.0,[]
656,1090.0,32.0,99.0,[],,989.0,1091.0,32.0,95.0,[]
657,560.0,32.0,99.0,[],,516.0,561.0,32.0,95.0,[]
658,14.0,30.0,57.5,[],,11.0,14.0,30.0,53.5,[]
659,362.0,29.0,75.0,[],,325.0,363.0,30.0,66.0,[]
660,258.0,28.0,47.0,[],,235.0,259.0,29.0,44.0,[]
662,907.0,29.0,99.0,[],,823.0,908.0,29.0,95.0,[]
