                  epoch,         train/box_loss,         train/seg_loss,         train/cls_loss,         train/dfl_loss,   metrics/precision(B),      metrics/recall(B),       metrics/mAP50(B),    metrics/mAP50-95(B),   metrics/precision(M),      metrics/recall(M),       metrics/mAP50(M),    metrics/mAP50-95(M),           val/box_loss,           val/seg_loss,           val/cls_loss,           val/dfl_loss,                 lr/pg0,                 lr/pg1,                 lr/pg2
                     17,                0.73233,                0.68206,                0.36694,                0.78818,                0.99546,                0.82878,                0.91074,                0.78309,                0.91827,                0.76319,                0.85019,                0.48071,                 0.5879,                0.67133,                0.33274,                0.78531,              0.0013664,              0.0013664,              0.0013664
                     18,                0.71022,                0.66816,                0.35436,                0.78699,                0.99574,                0.82902,                0.91183,                0.79375,                0.92455,                 0.7676,                0.85942,                0.50043,                0.59874,                0.61663,                0.34658,                0.78796,              0.0013268,              0.0013268,              0.0013268
                     19,                0.71012,                0.66716,                0.36085,                0.78703,                0.99467,                0.82854,                0.90713,                0.71996,                0.91855,                0.76085,                0.85076,                0.47422,                0.87309,                0.69616,                0.41288,                0.80413,              0.0012872,              0.0012872,              0.0012872
                     20,                0.71567,                0.68528,                0.35621,                0.78809,                 0.9957,                0.82909,                0.90828,                0.79031,                0.92351,                0.76709,                0.85256,                0.49294,                0.56124,                0.68062,                 0.3367,                0.78555,              0.0012476,              0.0012476,              0.0012476
                     21,                0.70157,                0.66334,                0.35505,                0.78724,                0.99479,                0.82848,                0.91145,                0.79511,                0.91741,                 0.7616,                0.85204,                 0.4805,                0.57257,                0.65494,                0.32394,                0.78291,               0.001208,               0.001208,               0.001208
                     22,                0.70686,                 0.6609,                0.35471,                0.78715,                0.99609,                 0.8288,                 0.9128,                 0.7861,                0.91476,                0.76009,                  0.854,                0.48825,                0.64292,                0.68351,                0.34308,                0.78642,              0.0011684,              0.0011684,              0.0011684
                     23,                0.69494,                0.65796,                0.35017,                0.78548,                0.99534,                0.82858,                0.91089,                0.74251,                0.91662,                0.76331,                0.85647,                0.48607,                0.74338,                0.63979,                0.37013,                0.79445,              0.0011288,              0.0011288,              0.0011288
                     24,                0.68774,                0.65286,                0.35207,                0.78426,                0.99541,                0.82885,                0.91193,                0.78999,                0.92204,                0.76616,                0.85545,                0.49779,                0.56981,                  0.637,                0.34533,                0.78354,              0.0010892,              0.0010892,              0.0010892
                     25,                0.67873,                0.65036,                0.36191,                0.78339,                0.99619,                0.82858,                0.91155,                0.81025,                0.92462,                0.76714,                0.85902,                0.50723,                 0.4988,                0.61343,                0.33419,                0.77943,              0.0010496,              0.0010496,              0.0010496
                     26,                 0.6754,                0.64868,                0.35847,                0.78436,                0.99561,                0.82959,                0.91019,                0.76846,                 0.9219,                0.76723,                0.85487,                0.49193,                   0.62,                 0.7053,                0.36891,                0.78681,                0.00101,                0.00101,                0.00101
                     27,                0.66842,                0.64139,                0.36789,                0.78306,                0.99548,                0.82934,                0.91179,                0.79649,                0.92726,                0.77231,                0.84928,                0.49108,                0.55572,                 0.6287,                0.36765,                0.78318,              0.0009704,              0.0009704,              0.0009704
                     28,                0.67849,                0.64437,                0.36202,                0.78381,                 0.9959,                0.82968,                0.91108,                0.82954,                0.93564,                0.77729,                 0.8592,                0.54147,                0.46803,                0.63354,                0.32531,                0.78085,              0.0009308,              0.0009308,              0.0009308
                     29,                0.67486,                0.65031,                 0.3507,                0.78367,                0.99601,                0.82922,                0.91171,                0.85612,                0.93892,                0.77987,                0.86583,                0.56082,                0.35764,                0.60852,                0.29395,                0.77703,              0.0008912,              0.0008912,              0.0008912
                     30,                0.67617,                0.63704,                0.34969,                0.78319,                0.99628,                0.82875,                0.91005,                0.81221,                0.93038,                0.77312,                0.85719,                0.51397,                0.42548,                0.65806,                0.29864,                0.77843,              0.0008516,              0.0008516,              0.0008516
                     31,                0.66498,                0.64313,                0.36048,                 0.7823,                0.99586,                0.82894,                0.91159,                0.75764,                0.91359,                0.75958,                0.84053,                 0.4693,                0.60755,                0.68395,                0.37289,                0.78466,               0.000812,               0.000812,               0.000812
                     32,                0.65658,                0.63234,                0.35958,                0.78306,                0.99604,                0.82928,                0.91153,                0.80428,                0.92629,                0.77006,                0.84372,                0.49398,                 0.5158,                0.65679,                0.35652,                0.78163,              0.0007724,              0.0007724,              0.0007724
                     33,                0.65805,                 0.6333,                 0.3569,                0.78275,                0.99594,                0.82941,                0.91155,                0.79167,                0.91729,                0.76373,                0.84933,                0.48894,                    inf,                0.66184,                0.32412,                0.78169,              0.0007328,              0.0007328,              0.0007328
                     34,                0.66535,                0.63472,                0.35853,                0.78254,                0.99597,                0.82931,                0.91038,                 0.7786,                0.91788,                0.76375,                0.84546,                0.49253,                 0.5496,                0.69066,                0.34361,                0.78131,              0.0006932,              0.0006932,              0.0006932
                     35,                0.64897,                0.62945,                0.35351,                0.78181,                0.99573,                0.82884,                0.90782,                0.76687,                0.91998,                0.76502,                0.83978,                0.48179,                0.58888,                0.65942,                 0.3454,                0.78574,              0.0006536,              0.0006536,              0.0006536
                     36,                 0.6367,                0.62365,                 0.3604,                0.78108,                0.99584,                0.82952,                 0.9091,                0.80351,                0.92779,                0.77214,                0.84207,                0.50233,                0.51592,                0.61142,                0.36835,                0.78236,               0.000614,               0.000614,               0.000614
                     37,                0.64598,                0.62898,                0.36144,                0.78144,                 0.9962,                0.82966,                0.91011,                0.77729,                0.92252,                0.76656,                0.83766,                0.48986,                0.57014,                0.65491,                0.36143,                0.78279,              0.0005744,              0.0005744,              0.0005744
                     38,                 0.6429,                 0.6271,                0.36012,                0.78194,                0.99647,                0.82964,                0.91029,                0.80179,                0.92729,                0.77121,                 0.8456,                0.50411,                    inf,                0.64358,                0.34193,                0.77994,              0.0005348,              0.0005348,              0.0005348
                     39,                0.63656,                0.62415,                0.36275,                0.78086,                0.99627,                0.82992,                0.91129,                0.76256,                0.92785,                0.77273,                 0.8466,                0.49622,                  0.626,                 0.6384,                0.36609,                0.78498,              0.0004952,              0.0004952,              0.0004952
                     40,                0.63668,                0.62121,                0.35582,                0.78117,                0.99576,                 0.8289,                0.91139,                0.77262,                0.92542,                0.76959,                0.85001,                0.48603,                0.57841,                0.63683,                0.35453,                0.78548,              0.0004556,              0.0004556,              0.0004556
                     41,                0.59739,                0.57848,                0.34373,                0.77907,                0.99619,                0.83013,                0.91179,                0.78183,                0.92399,                0.76826,                0.84518,                0.48816,                0.53932,                0.65256,                0.35248,                0.78304,               0.000416,               0.000416,               0.000416
                     42,                0.58789,                0.56693,                0.34868,                0.77863,                0.99602,                0.82967,                0.91218,                0.75682,                 0.9208,                0.76569,                0.83374,                0.46699,                0.55811,                0.65703,                0.37289,                 0.7835,              0.0003764,              0.0003764,              0.0003764
                     43,                 0.5867,                0.56921,                0.35488,                0.77889,                0.99622,                0.82999,                0.90786,                0.76621,                0.92639,                0.77041,                0.84216,                0.49087,                    inf,                0.65094,                0.38316,                0.78519,              0.0003368,              0.0003368,              0.0003368
                     44,                 0.5884,                0.56704,                0.34869,                0.77874,                0.99612,                0.83016,                0.91319,                0.80068,                 0.9267,                0.77126,                0.84234,                0.50583,                0.53092,                0.65342,                0.36939,                 0.7817,              0.0002972,              0.0002972,              0.0002972
                     45,                0.57597,                0.56268,                0.34934,                0.77782,                0.99574,                0.82987,                0.91273,                0.77593,                 0.9212,                0.76714,                0.83868,                0.49232,                0.53744,                0.62815,                0.36885,                0.78142,              0.0002576,              0.0002576,              0.0002576
                     46,                0.57667,                0.56101,                0.34182,                0.77779,                0.99617,                 0.8303,                 0.9136,                0.79906,                0.92778,                0.77229,                0.85749,                0.51378,                    inf,                0.58967,                0.34226,                0.77894,               0.000218,               0.000218,               0.000218
                     47,                0.56647,                0.55375,                0.33291,                0.77752,                 0.9961,                0.83024,                0.91357,                0.77412,                0.92419,                0.76967,                0.84627,                0.49421,                    inf,                0.66253,                0.36277,                0.78417,              0.0001784,              0.0001784,              0.0001784
                     48,                 0.5561,                0.54773,                0.32341,                0.77707,                0.99623,                0.83004,                0.91317,                 0.8256,                0.92713,                0.77183,                0.85712,                0.51969,                    inf,                0.63262,                0.32198,                0.77777,              0.0001388,              0.0001388,              0.0001388
                     49,                0.54456,                0.53475,                0.31279,                0.77645,                0.99597,                0.82992,                0.91372,                 0.7992,                0.92451,                0.76937,                0.85638,                0.50583,                0.54695,                0.63413,                0.33679,                0.78104,               9.92e-05,               9.92e-05,               9.92e-05
                     50,                0.54157,                0.53586,                0.31073,                0.77651,                0.99572,                0.82989,                0.91344,                0.79693,                0.92492,                0.76948,                0.85595,                0.50265,                0.52688,                0.62655,                0.33114,                0.78122,               5.96e-05,               5.96e-05,               5.96e-05
