                  epoch,         train/box_loss,         train/seg_loss,         train/cls_loss,         train/dfl_loss,   metrics/precision(B),      metrics/recall(B),       metrics/mAP50(B),    metrics/mAP50-95(B),   metrics/precision(M),      metrics/recall(M),       metrics/mAP50(M),    metrics/mAP50-95(M),           val/box_loss,           val/seg_loss,           val/cls_loss,           val/dfl_loss,                 lr/pg0,                 lr/pg1,                 lr/pg2
                     11,                0.37316,                0.20556,                 0.3211,                0.88581,                0.99857,                      1,                  0.995,                0.94092,                0.99857,                      1,                  0.995,                0.99409,                 0.3432,                 0.1605,                0.25248,                0.85981,               0.001604,               0.001604,               0.001604
                     12,                0.37266,                0.21836,                0.32773,                0.88623,                0.99807,                      1,                  0.995,                0.93123,                0.99807,                      1,                  0.995,                  0.995,                 0.3344,                0.15063,                0.29846,                0.86175,              0.0015644,              0.0015644,              0.0015644
                     13,                0.36179,                0.20574,                0.31202,                0.88352,                0.99823,                      1,                  0.995,                0.92485,                0.99823,                      1,                  0.995,                0.98052,                0.35045,                0.14734,                0.32245,                0.86823,              0.0015248,              0.0015248,              0.0015248
                     14,                0.35426,                0.20416,                0.30433,                0.87579,                 0.9975,                      1,                  0.995,                0.94836,                 0.9975,                      1,                  0.995,                  0.995,                0.32943,                0.15221,                0.28565,                0.84537,              0.0014852,              0.0014852,              0.0014852
                     15,                0.34562,                0.22033,                0.31525,                0.87981,                0.99838,                      1,                  0.995,                0.96929,                0.99838,                      1,                  0.995,                  0.995,                0.28007,                0.14997,                0.25595,                0.82566,              0.0014456,              0.0014456,              0.0014456
                     16,                0.33611,                0.20707,                0.30316,                0.87322,                 0.9979,                      1,                  0.995,                0.96335,                 0.9979,                      1,                  0.995,                  0.995,                0.29645,                 0.1371,                0.27942,                0.84676,               0.001406,               0.001406,               0.001406
                     17,                0.33384,                 0.1986,                0.28823,                0.87417,                0.99802,                      1,                  0.995,                0.95956,                0.99802,                      1,                  0.995,                0.98933,                0.27164,                0.12796,                0.28921,                 0.8423,              0.0013664,              0.0013664,              0.0013664
                     18,                0.32374,                0.19875,                0.28156,                0.87108,                0.99738,                      1,                  0.995,                0.96229,                0.99738,                      1,                  0.995,                  0.995,                0.28139,                0.14305,                0.26239,                 0.8422,              0.0013268,              0.0013268,              0.0013268
                     19,                0.31126,                0.19477,                0.26499,                0.86382,                0.99883,                      1,                  0.995,                0.94451,                0.99883,                      1,                  0.995,                0.98189,                0.28332,                0.16233,                0.23969,                0.83579,              0.0012872,              0.0012872,              0.0012872
                     20,                0.30826,                0.19027,                0.27442,                0.87278,                0.99644,                      1,                  0.995,                 0.9669,                0.99644,                      1,                  0.995,                0.98881,                0.26452,                0.15401,                 0.2433,                0.81931,              0.0012476,              0.0012476,              0.0012476
                     21,                0.30867,                 0.1941,                0.27073,                0.86888,                0.99895,                      1,                  0.995,                0.97457,                0.99895,                      1,                  0.995,                0.99415,                0.24966,                0.13876,                0.22798,                0.82699,               0.001208,               0.001208,               0.001208
                     22,                0.30246,                0.21093,                0.26243,                0.86836,                0.99867,                      1,                  0.995,                0.95162,                0.99867,                      1,                  0.995,                  0.995,                0.29517,                 0.1294,                0.24159,                0.83565,              0.0011684,              0.0011684,              0.0011684
                     23,                0.29046,                0.18756,                0.25505,                0.86725,                0.99879,                      1,                  0.995,                0.98997,                0.99879,                      1,                  0.995,                0.99357,                0.24954,                0.13458,                0.22004,                0.82626,              0.0011288,              0.0011288,              0.0011288
                     24,                0.28835,                0.19073,                0.25053,                0.86926,                0.99892,                      1,                  0.995,                0.96616,                0.99892,                      1,                  0.995,                  0.995,                0.26807,                0.12446,                0.21797,                0.83834,              0.0010892,              0.0010892,              0.0010892
                     25,                0.27948,                0.18715,                 0.2481,                0.86744,                      1,                0.94272,                0.99304,                0.96093,                      1,                0.94272,                0.99304,                0.99131,                 0.2785,                0.13092,                0.31919,                0.83934,              0.0010496,              0.0010496,              0.0010496
                     26,                0.27167,                0.17687,                 0.2347,                0.85329,                0.99896,                      1,                  0.995,                0.98263,                0.99896,                      1,                  0.995,                  0.995,                0.23114,                0.13437,                0.19388,                0.80989,                0.00101,                0.00101,                0.00101
                     27,                0.26938,                 0.1686,                0.23002,                0.85894,                0.99889,                      1,                  0.995,                 0.9763,                0.99889,                      1,                  0.995,                0.98967,                0.27173,                0.13462,                0.22529,                0.82364,              0.0009704,              0.0009704,              0.0009704
                     28,                0.26548,                0.17531,                0.23746,                0.86565,                0.98892,                      1,                  0.995,                0.98512,                0.98892,                      1,                  0.995,                0.99286,                0.24541,                0.12377,                0.20359,                0.83294,              0.0009308,              0.0009308,              0.0009308
                     29,                0.26509,                0.16505,                0.23076,                 0.8613,                0.99871,                      1,                  0.995,                0.97672,                0.99871,                      1,                  0.995,                  0.995,                0.23848,                0.12581,                 0.2028,                0.81682,              0.0008912,              0.0008912,              0.0008912
                     30,                0.26575,                0.16201,                0.22579,                0.85697,                0.99893,                      1,                  0.995,                0.99073,                0.99893,                      1,                  0.995,                0.99396,                0.21701,                 0.1272,                0.18901,                0.81652,              0.0008516,              0.0008516,              0.0008516
                     31,                0.25123,                0.18605,                0.21869,                0.85434,                 0.9987,                      1,                  0.995,                0.98717,                 0.9987,                      1,                  0.995,                  0.995,                0.22221,                0.14827,                0.19242,                 0.8028,               0.000812,               0.000812,               0.000812
                     32,                0.25154,                  0.171,                0.22058,                0.84818,                0.99893,                      1,                  0.995,                0.99413,                0.99893,                      1,                  0.995,                  0.995,                0.20604,                0.13313,                0.18382,                0.80556,              0.0007724,              0.0007724,              0.0007724
                     33,                0.24696,                 0.1783,                0.22135,                0.85471,                0.99894,                      1,                  0.995,                0.98898,                0.99894,                      1,                  0.995,                  0.995,                0.20222,                0.12449,                0.18443,                0.80214,              0.0007328,              0.0007328,              0.0007328
                     34,                0.23457,                0.16078,                0.21052,                0.85229,                0.99886,                      1,                  0.995,                0.99411,                0.99886,                      1,                  0.995,                0.99311,                0.18005,                0.12274,                0.16757,                0.79425,              0.0006932,              0.0006932,              0.0006932
                     35,                0.23376,                0.20167,                0.20623,                 0.8528,                0.99896,                      1,                  0.995,                0.99178,                0.99896,                      1,                  0.995,                  0.995,                0.19017,                0.13055,                0.16786,                0.79676,              0.0006536,              0.0006536,              0.0006536
                     36,                0.23413,                0.18052,                0.20232,                0.84905,                0.99882,                      1,                  0.995,                0.99373,                0.99882,                      1,                  0.995,                  0.995,                0.17164,                0.11716,                 0.1671,                0.78863,               0.000614,               0.000614,               0.000614
                     37,                0.23096,                0.17572,                0.20297,                0.84979,                0.99895,                      1,                  0.995,                  0.995,                0.99895,                      1,                  0.995,                  0.995,                0.16805,                0.12644,                0.15483,                0.79256,              0.0005744,              0.0005744,              0.0005744
                     38,                0.22794,                0.17698,                0.19695,                0.85348,                0.99888,                      1,                  0.995,                0.99366,                0.99888,                      1,                  0.995,                  0.995,                0.18554,                 0.1204,                0.15113,                0.79175,              0.0005348,              0.0005348,              0.0005348
                     39,                0.22404,                0.17153,                0.18618,                0.85141,                0.99894,                      1,                  0.995,                0.99032,                0.99894,                      1,                  0.995,                  0.995,                0.18873,                0.12615,                0.16571,                0.79547,              0.0004952,              0.0004952,              0.0004952
                     40,                 0.2191,                0.16689,                0.18731,                 0.8446,                0.99901,                      1,                  0.995,                  0.995,                0.99901,                      1,                  0.995,                  0.995,                0.18196,                0.11939,                0.14456,                0.79725,              0.0004556,              0.0004556,              0.0004556
                     41,                0.19525,                0.12467,                0.17403,                0.82606,                  0.999,                      1,                  0.995,                0.99008,                  0.999,                      1,                  0.995,                  0.995,                0.16776,                0.11436,                0.15147,                0.78886,               0.000416,               0.000416,               0.000416
                     42,                0.19297,                0.12041,                0.16712,                0.81606,                0.99901,                      1,                  0.995,                  0.995,                0.99901,                      1,                  0.995,                0.99428,                0.18889,                0.11424,                0.17204,                 0.7965,              0.0003764,              0.0003764,              0.0003764
                     43,                0.20043,                0.12207,                0.16775,                0.81257,                0.99901,                      1,                  0.995,                  0.995,                0.99901,                      1,                  0.995,                0.99437,                0.18874,                 0.1151,                0.16044,                0.79028,              0.0003368,              0.0003368,              0.0003368
                     44,                0.18592,                0.11764,                0.16265,                0.80681,                0.99902,                      1,                  0.995,                  0.995,                0.99902,                      1,                  0.995,                  0.995,                0.15387,                0.11368,                 0.1435,                0.78315,              0.0002972,              0.0002972,              0.0002972
                     45,                0.17048,                0.12119,                0.14844,                0.80481,                0.99901,                      1,                  0.995,                 0.9918,                0.99901,                      1,                  0.995,                0.99437,                0.16234,                0.11335,                0.14434,                0.78906,              0.0002576,              0.0002576,              0.0002576
                     46,                 0.1679,                0.11734,                0.14755,                 0.8026,                0.99894,                      1,                  0.995,                0.99202,                0.99894,                      1,                  0.995,                  0.995,                0.18507,                0.11288,                0.14389,                0.79798,               0.000218,               0.000218,               0.000218
                     47,                0.16652,                0.11502,                0.14572,                0.81065,                0.99903,                      1,                  0.995,                  0.995,                0.99903,                      1,                  0.995,                  0.995,                0.16705,                0.11381,                0.14429,                0.79008,              0.0001784,              0.0001784,              0.0001784
                     48,                0.15314,                0.11504,                0.13695,                0.81003,                0.99903,                      1,                  0.995,                  0.995,                0.99903,                      1,                  0.995,                  0.995,                0.16774,                0.11082,                0.13375,                 0.7861,              0.0001388,              0.0001388,              0.0001388
                     49,                0.14968,                0.11917,                0.13339,                0.79463,                0.99902,                      1,                  0.995,                  0.995,                0.99902,                      1,                  0.995,                  0.995,                0.13625,                0.11208,                0.12748,                0.77882,               9.92e-05,               9.92e-05,               9.92e-05
                     50,                0.13649,                0.11905,                0.12466,                0.79532,                0.99903,                      1,                  0.995,                  0.995,                0.99903,                      1,                  0.995,                  0.995,                0.12836,                0.11028,                 0.1155,                0.77814,               5.96e-05,               5.96e-05,               5.96e-05
