file,precision,recall,f1_score,map50,map50-95,tp,fp,fn,segmentation_time
109_1600_640-11_55893536121673,0.9210526315789473,0.7777777777777778,0.8433734939759038,0.6698564593301435,0.5382775119617225,35,3,10,0.0639026165008544
109_1920_0-6_64638783269962,0.9047619047619048,0.8172043010752689,0.8587570621468926,0.7402597402597402,0.40140692640692643,76,8,17,0.1376376152038574
109_1920_320-6_64638783269962,0.8977272727272727,0.8876404494382022,0.8926553672316383,0.734504132231405,0.4639462809917355,79,9,10,0.1063315868377685
109_1920_640-6_64638783269962,0.9444444444444444,0.7391304347826086,0.8292682926829269,0.6868686868686869,0.37373737373737376,17,1,6,0.045203685760498
109_320_0-11_55893536121673,0.9148936170212766,0.8113207547169812,0.8600000000000001,0.7485493230174082,0.5254029658284977,129,12,30,0.2054691314697265
109_320_320-11_55893536121673,0.9281045751633987,0.7932960893854749,0.8554216867469879,0.6749851455733809,0.49126559714795004,142,11,37,0.2471559047698974
109_320_640-11_55893536121673,0.8888888888888888,0.8421052631578947,0.8648648648648649,0.7272727272727273,0.4823232323232324,32,4,6,0.0576324462890625
109_640_0-11_55893536121673,0.9097222222222222,0.7844311377245509,0.842443729903537,0.6616161616161617,0.5227904040404041,131,13,36,0.1984250545501709
109_640_320-11_55893536121673,0.8533333333333334,0.8050314465408805,0.8284789644012946,0.6981818181818182,0.4825454545454545,128,22,31,0.2140190601348877
109_640_640-11_55893536121673,1.0,0.8947368421052632,0.9444444444444444,0.8181818181818182,0.6323529411764706,34,0,4,0.0744743347167968
109_960_0-11_55893536121673,0.8905109489051095,0.7922077922077922,0.8384879725085911,0.6476443264764433,0.49223623092236235,122,15,32,0.2104382514953613
109_960_320-11_55893536121673,0.8740740740740741,0.8027210884353742,0.8368794326241135,0.7151515151515152,0.5046464646464647,118,17,29,0.215855598449707
109_960_640-11_55893536121673,0.8780487804878049,0.8,0.8372093023255814,0.7184035476718403,0.48647450110864743,36,5,9,0.0744256973266601
111_0_0-11_55893536121673,0.7938931297709924,0.5777777777777777,0.6688102893890675,0.4330326162387231,0.28903539208882717,104,27,76,0.2435183525085449
111_0_320-11_55893536121673,0.8068965517241379,0.639344262295082,0.7134146341463414,0.5134796238244514,0.37291536050156743,117,28,66,0.2477419376373291
111_0_640-11_55893536121673,0.9047619047619048,0.7307692307692307,0.8085106382978723,0.658008658008658,0.4303030303030303,38,4,14,0.0735845565795898
111_1280_0-11_55893536121673,0.9078014184397163,0.7191011235955056,0.8025078369905956,0.6602192134107028,0.43442940038684713,128,13,50,0.2272298336029052
111_1280_320-11_55893536121673,0.8774193548387097,0.6834170854271356,0.768361581920904,0.5583577712609972,0.38897360703812317,136,19,63,0.2635631561279297
111_1280_640-11_55893536121673,0.7837837837837838,0.7631578947368421,0.7733333333333334,0.57002457002457,0.3746928746928747,29,8,9,0.0567421913146972
111_1600_0-11_55893536121673,0.7452229299363057,0.585,0.6554621848739495,0.40648523451071217,0.30254777070063693,117,40,83,0.2411742210388183
111_1600_320-11_55893536121673,0.864516129032258,0.6504854368932039,0.7423822714681441,0.5501466275659824,0.3746041055718475,134,21,72,0.2363636493682861
111_1600_640-11_55893536121673,0.8292682926829268,0.7083333333333334,0.7640449438202247,0.6031042128603104,0.3483370288248337,34,7,14,0.0733895301818847
111_1920_0-6_64638783269962,0.759493670886076,0.625,0.6857142857142857,0.48331415420023016,0.2699654775604143,60,19,36,0.1246206760406494
111_1920_320-6_64638783269962,0.7613636363636364,0.5726495726495726,0.6536585365853658,0.4152892561983471,0.21508264462809917,67,21,50,0.1490907669067382
111_1920_640-6_64638783269962,0.875,0.45161290322580644,0.5957446808510638,0.3977272727272727,0.20625,14,2,17,0.0377542972564697
111_320_0-11_55893536121673,0.7894736842105263,0.6153846153846154,0.69164265129683,0.5023923444976076,0.3033492822966507,120,32,75,0.2894220352172851
111_320_320-11_55893536121673,0.8141025641025641,0.6479591836734694,0.7215909090909092,0.5180652680652681,0.35745920745920745,127,29,69,0.2168631553649902
111_320_640-11_55893536121673,0.9117647058823529,0.6888888888888889,0.7848101265822784,0.5802139037433155,0.4403743315508021,31,3,14,0.0603702068328857
111_640_0-11_55893536121673,0.8604651162790697,0.6416184971098265,0.7350993377483442,0.547568710359408,0.38823114869626496,111,18,62,0.2218949794769287
111_640_320-11_55893536121673,0.8104575163398693,0.6231155778894473,0.7045454545454545,0.5157456922162805,0.3268568033273916,124,29,75,0.2477610111236572
111_640_640-11_55893536121673,0.8780487804878049,0.7659574468085106,0.8181818181818182,0.6385809312638581,0.5328159645232816,36,5,11,0.0731008052825927
111_960_0-11_55893536121673,0.8657718120805369,0.6548223350253807,0.745664739884393,0.5509456985967053,0.36906650396583285,129,20,68,0.2108585834503173
111_960_320-11_55893536121673,0.8553459119496856,0.7597765363128491,0.804733727810651,0.6220697541452259,0.46323613493424814,136,23,43,0.2320995330810547
111_960_640-11_55893536121673,0.8536585365853658,0.7142857142857143,0.7777777777777778,0.6208425720620843,0.41773835920177377,35,6,14,0.1015272140502929
112_0_0-11_55893536121673,0.9620253164556962,0.8444444444444444,0.8994082840236687,0.7871116225546605,0.6288837744533947,76,3,14,0.1640174388885498
112_0_320-11_55893536121673,0.9012345679012346,0.8390804597701149,0.8690476190476191,0.7373737373737373,0.5911335578002245,73,8,14,0.1512136459350586
112_0_640-11_55893536121673,0.9545454545454546,1.0,0.9767441860465117,0.9545454545454547,0.8590909090909091,21,1,0,0.0493137836456298
112_1280_0-11_55893536121673,0.9210526315789473,0.8045977011494253,0.8588957055214723,0.7535885167464115,0.5428229665071769,70,6,17,0.1317498683929443
112_1280_320-11_55893536121673,0.9411764705882353,0.8648648648648649,0.9014084507042254,0.7700534759358288,0.6140374331550802,64,4,10,0.1145224571228027
112_1280_640-11_55893536121673,0.75,0.8571428571428571,0.7999999999999999,0.6136363636363636,0.5380681818181817,12,4,2,0.0287051200866699
112_1600_0-11_55893536121673,0.9135802469135802,0.8131868131868132,0.8604651162790699,0.7474747474747474,0.5470258136924804,74,7,17,0.129951000213623
112_1600_320-11_55893536121673,0.9418604651162791,0.8804347826086957,0.9101123595505618,0.7706131078224101,0.6494714587737843,81,5,11,0.1501152515411377
112_1600_640-11_55893536121673,0.8888888888888888,0.7272727272727273,0.7999999999999999,0.6464646464646464,0.46515151515151515,16,2,6,0.0223548412322998
112_1920_0-6_64638783269962,0.9361702127659575,0.8,0.8627450980392157,0.7659574468085107,0.414119922630561,44,3,11,0.1441693305969238
112_1920_320-6_64638783269962,0.9,0.8181818181818182,0.8571428571428572,0.7363636363636363,0.4506818181818182,36,4,8,0.0703718662261962
112_1920_640-6_64638783269962,0.875,0.6363636363636364,0.7368421052631579,0.5568181818181818,0.35,7,1,4,0.028033971786499
112_320_0-11_55893536121673,1.0,0.8987341772151899,0.9466666666666668,0.8181818181818182,0.6756722151088348,71,0,8,0.1330199241638183
112_320_320-11_55893536121673,0.9166666666666666,0.8571428571428571,0.8859060402684563,0.75,0.5703282828282827,66,6,11,0.1032629013061523
112_320_640-11_55893536121673,0.9333333333333333,0.875,0.9032258064516129,0.7636363636363637,0.6236363636363637,14,1,2,0.022904634475708
112_640_0-11_55893536121673,0.926829268292683,0.8941176470588236,0.9101796407185628,0.7583148558758315,0.6128603104212861,76,6,9,0.1907687187194824
112_640_320-11_55893536121673,0.9295774647887324,0.7857142857142857,0.8516129032258065,0.676056338028169,0.5071702944942381,66,5,18,0.1205878257751464
112_640_640-11_55893536121673,0.9090909090909091,1.0,0.9523809523809523,0.909090909090909,0.8227272727272726,20,2,0,0.0392143726348876
112_960_0-11_55893536121673,0.9066666666666666,0.8717948717948718,0.8888888888888887,0.7418181818181818,0.5883636363636363,68,7,10,0.1382558345794677
112_960_320-11_55893536121673,0.8764044943820225,0.9069767441860465,0.8914285714285715,0.7967313585291115,0.6568947906026558,78,11,8,0.1637077331542968
112_960_640-11_55893536121673,1.0,0.8636363636363636,0.9268292682926829,0.8181818181818182,0.7210526315789474,19,0,3,0.0456767082214355
113_0_0-11_55893536121673,0.9304347826086956,0.8106060606060606,0.8663967611336032,0.7612648221343874,0.5733596837944666,107,8,25,0.164543867111206
113_0_320-11_55893536121673,0.8596491228070176,0.7313432835820896,0.7903225806451613,0.6251993620414673,0.45566188197767155,98,16,36,0.1798679828643798
113_0_640-11_55893536121673,0.7419354838709677,0.696969696969697,0.71875,0.4721407624633431,0.3841642228739003,23,8,10,0.0458533763885498
113_1280_0-11_55893536121673,0.9017857142857143,0.7593984962406015,0.8244897959183674,0.6558441558441559,0.47995129870129877,101,11,32,0.1419477462768554
113_1280_320-11_55893536121673,0.9153846153846154,0.8263888888888888,0.8686131386861314,0.7489510489510489,0.5494405594405594,119,11,25,0.1822819709777832
113_1280_640-11_55893536121673,0.8214285714285714,0.8214285714285714,0.8214285714285714,0.672077922077922,0.45746753246753247,23,5,5,0.0396614074707031
113_1600_0-11_55893536121673,0.8691588785046729,0.7153846153846154,0.7848101265822786,0.6321155480033984,0.4315208156329652,93,14,37,0.1908619403839111
113_1600_320-11_55893536121673,0.9207920792079208,0.768595041322314,0.8378378378378378,0.6696669666966697,0.4662466246624663,93,8,28,0.1680028438568115
113_1600_640-11_55893536121673,0.84375,0.675,0.75,0.5369318181818182,0.39119318181818186,27,5,13,0.0539271831512451
113_1920_0-6_64638783269962,0.9242424242424242,0.8133333333333334,0.8652482269503545,0.756198347107438,0.4838842975206613,61,5,14,0.1071348190307617
113_1920_320-6_64638783269962,0.7878787878787878,0.7647058823529411,0.7761194029850745,0.5730027548209367,0.33801652892561984,52,14,16,0.0804975032806396
113_1920_640-6_64638783269962,0.875,0.8235294117647058,0.8484848484848485,0.7159090909090909,0.4909090909090909,14,2,3,0.0206234455108642
113_320_0-11_55893536121673,0.9252336448598131,0.75,0.8284518828451883,0.6728971962616822,0.5127442650807136,99,8,33,0.1612720489501953
113_320_320-11_55893536121673,0.9813084112149533,0.7954545454545454,0.8786610878661087,0.713678844519966,0.5487680543755309,105,2,27,0.1362569332122802
113_320_640-11_55893536121673,0.9117647058823529,0.8611111111111112,0.8857142857142858,0.7459893048128342,0.6192513368983957,31,3,5,0.0384159088134765
113_640_0-11_55893536121673,0.9090909090909091,0.7627118644067796,0.8294930875576038,0.6611570247933884,0.4666666666666667,90,9,28,0.1626555919647216
113_640_320-11_55893536121673,0.8070175438596491,0.6388888888888888,0.7131782945736433,0.5135566188197767,0.3420255183413078,92,22,52,0.2129535675048828
113_640_640-11_55893536121673,0.6666666666666666,0.7407407407407407,0.7017543859649122,0.4848484848484848,0.28454545454545455,20,10,7,0.0593900680541992
113_960_0-11_55893536121673,0.9368421052631579,0.7542372881355932,0.8356807511737089,0.6813397129186604,0.5223923444976077,89,6,29,0.1623082160949707
113_960_320-11_55893536121673,0.9292929292929293,0.773109243697479,0.8440366972477064,0.6758494031221304,0.53544536271809,92,7,27,0.1709868907928466
113_960_640-11_55893536121673,0.8387096774193549,0.8125,0.8253968253968254,0.686217008797654,0.4609970674486803,26,5,6,0.0601322650909423
116_0_0-11_55893536121673,0.8041958041958042,0.696969696969697,0.7467532467532467,0.5117609663064209,0.39071837253655434,115,28,50,0.261085033416748
116_0_320-11_55893536121673,0.8840579710144928,0.7305389221556886,0.8,0.6429512516469038,0.4810276679841897,122,16,45,0.2037405967712402
116_0_640-11_55893536121673,0.8529411764705882,0.6904761904761905,0.7631578947368423,0.5427807486631017,0.3938502673796792,29,5,13,0.0991535186767578
116_1280_0-11_55893536121673,0.8518518518518519,0.7098765432098766,0.7744107744107744,0.6195286195286195,0.42094276094276095,115,20,47,0.3097529411315918
116_1280_320-11_55893536121673,0.8733333333333333,0.6752577319587629,0.7616279069767442,0.5557575757575758,0.3973939393939394,131,19,63,0.2122926712036132
116_1280_640-11_55893536121673,0.85,0.6538461538461539,0.7391304347826088,0.5409090909090909,0.4022727272727272,34,6,18,0.0563628673553466
116_1600_0-11_55893536121673,0.9262295081967213,0.6766467065868264,0.7820069204152249,0.5894187779433682,0.45201192250372574,113,9,54,0.2447724342346191
116_1600_320-11_55893536121673,0.8571428571428571,0.7261146496815286,0.7862068965517242,0.6233766233766234,0.4307587149692413,114,19,43,0.2766318321228027
116_1600_640-11_55893536121673,0.9393939393939394,0.7209302325581395,0.8157894736842105,0.6831955922865014,0.4892561983471075,31,2,12,0.0660324096679687
116_1920_0-6_64638783269962,0.8125,0.7303370786516854,0.7692307692307693,0.5909090909090909,0.3203409090909092,65,15,24,0.1662631034851074
116_1920_320-6_64638783269962,0.8809523809523809,0.7184466019417476,0.7914438502673796,0.6406926406926406,0.347077922077922,74,10,29,0.1188714504241943
116_1920_640-6_64638783269962,0.875,0.8235294117647058,0.8484848484848485,0.7159090909090909,0.42897727272727276,14,2,3,0.0315899848937988
116_320_0-11_55893536121673,0.9130434782608695,0.7159090909090909,0.8025477707006369,0.6640316205533596,0.4353096179183137,126,12,50,0.2433688640594482
116_320_320-11_55893536121673,0.9147286821705426,0.7283950617283951,0.8109965635738832,0.6652572233967583,0.48026779422128263,118,11,44,0.1932132244110107
116_320_640-11_55893536121673,0.875,0.7608695652173914,0.813953488372093,0.6363636363636364,0.43477272727272726,35,5,11,0.0752770900726318
116_640_0-11_55893536121673,0.9307692307692308,0.7756410256410257,0.8461538461538461,0.676923076923077,0.5186013986013986,121,9,35,0.2801065444946289
116_640_320-11_55893536121673,0.8384615384615385,0.689873417721519,0.7569444444444444,0.5335664335664336,0.4046153846153847,109,21,49,0.3502058982849121
116_640_640-11_55893536121673,0.90625,0.6304347826086957,0.7435897435897436,0.5767045454545454,0.4011363636363637,29,3,17,0.0529103279113769
116_960_0-11_55893536121673,0.8079470198675497,0.648936170212766,0.71976401179941,0.5141481035520771,0.3847682119205298,122,29,66,0.2434163093566894
116_960_320-11_55893536121673,0.8776978417266187,0.6630434782608695,0.7554179566563468,0.5585349901896665,0.3739699149771092,122,17,62,0.2576510906219482
116_960_640-11_55893536121673,1.0,0.75,0.8571428571428571,0.7272727272727273,0.5454545454545454,30,0,10,0.0813949108123779
118_0_0-11_55893536121673,0.9545454545454546,0.8936170212765957,0.9230769230769231,0.7809917355371901,0.6661157024793388,84,4,10,0.2174601554870605
118_0_320-11_55893536121673,0.9072164948453608,0.8301886792452831,0.8669950738916257,0.7422680412371133,0.5399250234301781,88,9,18,0.2085673809051513
118_0_640-11_55893536121673,0.85,0.68,0.7555555555555556,0.5409090909090909,0.3881818181818182,17,3,8,0.0311934947967529
118_1280_0-11_55893536121673,0.8761904761904762,0.7540983606557377,0.8105726872246696,0.6372294372294373,0.4940259740259741,92,13,30,0.1631083488464355
118_1280_320-11_55893536121673,0.9052631578947369,0.7889908256880734,0.8431372549019608,0.6583732057416268,0.4951196172248803,86,9,23,0.1993141174316406
118_1280_640-11_55893536121673,0.8928571428571429,0.7352941176470589,0.806451612903226,0.6493506493506493,0.45487012987012976,25,3,9,0.0738539695739746
118_1600_0-11_55893536121673,0.9333333333333333,0.8672566371681416,0.8990825688073395,0.7636363636363637,0.5984415584415584,98,7,15,0.2040550708770752
118_1600_320-11_55893536121673,0.8977272727272727,0.7523809523809524,0.8186528497409326,0.652892561983471,0.515289256198347,79,9,26,0.1638185977935791
118_1600_640-11_55893536121673,0.9375,0.8571428571428571,0.8955223880597014,0.7670454545454546,0.5755681818181818,30,2,5,0.0708012580871582
118_1920_0-6_64638783269962,0.9433962264150944,0.847457627118644,0.8928571428571428,0.7718696397941681,0.4974271012006861,50,3,9,0.1174936294555664
118_1920_320-6_64638783269962,0.8260869565217391,0.7808219178082192,0.8028169014084506,0.6007905138339921,0.4006587615283267,57,12,16,0.1704344749450683
118_1920_640-6_64638783269962,0.6923076923076923,0.9,0.7826086956521738,0.6293706293706294,0.3853146853146853,9,4,1,0.0227937698364257
118_320_0-11_55893536121673,0.9302325581395349,0.8791208791208791,0.9039548022598871,0.7610993657505286,0.6255813953488373,80,6,11,0.2059040069580078
118_320_320-11_55893536121673,0.9805825242718447,0.8632478632478633,0.9181818181818182,0.8022947925860549,0.6533980582524272,101,2,16,0.3160076141357422
118_320_640-11_55893536121673,0.8928571428571429,0.8928571428571429,0.8928571428571429,0.7305194805194806,0.5435064935064935,25,3,3,0.1007063388824462
118_640_0-11_55893536121673,0.9183673469387755,0.8823529411764706,0.9,0.75139146567718,0.6401669758812616,90,8,12,0.2807445526123047
118_640_320-11_55893536121673,0.9029126213592233,0.768595041322314,0.8303571428571429,0.6566637246248898,0.5405119152691967,93,10,28,0.2293670177459716
118_640_640-11_55893536121673,1.0,1.0,1.0,1.0,0.8047619047619048,21,0,0,0.0460572242736816
118_960_0-11_55893536121673,0.8913043478260869,0.82,0.8541666666666666,0.7292490118577074,0.574802371541502,82,10,18,0.2131953239440918
118_960_320-11_55893536121673,0.9239130434782609,0.85,0.8854166666666666,0.7559288537549407,0.5492094861660078,85,7,15,0.2186822891235351
118_960_640-11_55893536121673,0.8571428571428571,0.782608695652174,0.8181818181818182,0.6233766233766234,0.4787878787878788,18,3,5,0.0401091575622558
11_0_0-16_245824983299933,0.8693693693693694,0.7877551020408163,0.8265524625267666,0.6322686322686323,0.3443488943488943,193,29,52,0.3926305770874023
11_0_320-16_245824983299933,0.8305084745762712,0.7716535433070866,0.7999999999999999,0.6040061633281972,0.25300462249614786,98,20,29,0.2648828029632568
11_1280_0-11_016700066800267,0.8282208588957055,0.7803468208092486,0.8035714285714286,0.6023424428332403,0.24807585052983824,135,28,38,0.3278441429138183
11_1280_320-11_016700066800267,0.7564102564102564,0.7283950617283951,0.7421383647798742,0.5501165501165501,0.16445221445221442,59,19,22,0.169266939163208
11_320_0-16_245824983299933,0.8407079646017699,0.7851239669421488,0.811965811965812,0.6114239742558326,0.32851971037811745,190,36,52,0.4201035499572754
11_320_320-16_245824983299933,0.8113207547169812,0.8012422360248447,0.80625,0.6638078902229846,0.2499142367066895,129,30,32,0.3199563026428222
11_640_0-16_245824983299933,0.8451882845188284,0.7292418772563177,0.7829457364341086,0.6146823887409661,0.3104982883225561,202,37,75,0.4024965763092041
11_640_320-16_245824983299933,0.8181818181818182,0.782608695652174,0.8,0.5950413223140496,0.25619834710743805,126,28,35,0.2576339244842529
11_960_0-16_245824983299933,0.8495934959349594,0.8260869565217391,0.8376753507014029,0.6951219512195123,0.3616038433111604,209,37,44,0.3553829193115234
11_960_320-16_245824983299933,0.8421052631578947,0.8175182481751825,0.8296296296296297,0.6889952153110047,0.3124401913875598,112,21,25,0.1925761699676513
120_0_0-11_55893536121673,0.839622641509434,0.7355371900826446,0.7841409691629957,0.6106346483704974,0.4349056603773585,89,17,32,0.246546983718872
120_0_320-11_55893536121673,0.8723404255319149,0.7256637168141593,0.7922705314009661,0.6344294003868473,0.43384912959381045,82,12,31,0.1724092960357666
120_0_640-11_55893536121673,0.7692307692307693,0.7692307692307693,0.7692307692307693,0.5594405594405595,0.3374125874125874,20,6,6,0.0561959743499755
120_1280_0-11_55893536121673,0.8095238095238095,0.7589285714285714,0.7834101382488479,0.5887445887445888,0.4832900432900433,85,20,27,0.2170376777648925
120_1280_320-11_55893536121673,0.900990099009901,0.7913043478260869,0.8425925925925927,0.6552655265526552,0.48514851485148525,91,10,24,0.22603440284729
120_1280_640-11_55893536121673,0.76,0.7037037037037037,0.7307692307692308,0.5527272727272727,0.2829090909090909,19,6,8,0.04156494140625
120_1600_0-11_55893536121673,0.912621359223301,0.7833333333333333,0.8430493273542601,0.6637246248896734,0.4734333627537512,94,9,26,0.266155481338501
120_1600_320-11_55893536121673,0.875,0.7924528301886793,0.8316831683168316,0.6363636363636364,0.46477272727272734,84,12,22,0.1810767650604248
120_1600_640-11_55893536121673,0.9545454545454546,0.8076923076923077,0.875,0.7809917355371901,0.5942148760330579,21,1,5,0.1562216281890869
120_1920_0-6_64638783269962,0.86,0.6935483870967742,0.7678571428571428,0.5472727272727272,0.2752727272727272,43,7,19,0.1233839988708496
120_1920_320-6_64638783269962,0.8909090909090909,0.765625,0.823529411764706,0.6479338842975206,0.429090909090909,49,6,15,0.1096265316009521
120_1920_640-6_64638783269962,0.9333333333333333,0.6086956521739131,0.7368421052631579,0.5939393939393939,0.3278787878787879,14,1,9,0.042654275894165
120_320_0-11_55893536121673,0.9056603773584906,0.8067226890756303,0.8533333333333334,0.7409948542024014,0.5171526586620926,96,10,23,0.2576797008514404
120_320_320-11_55893536121673,0.8673469387755102,0.7870370370370371,0.8252427184466019,0.6307977736549165,0.5050092764378478,85,13,23,0.202066421508789
120_320_640-11_55893536121673,0.8076923076923077,0.84,0.8235294117647058,0.6608391608391608,0.4972027972027971,21,5,4,0.0623843669891357
120_640_0-11_55893536121673,0.8695652173913043,0.7142857142857143,0.7843137254901961,0.6324110671936759,0.4525691699604743,80,12,32,0.1792495250701904
