method,precision,recall,f1-score,map50,map50-95,tp,fp,fn,segmentation_time
108_960_640-11_55893536121673,0.9534883720930233,0.9534883720930233,0.9534883720930233,0.8668076109936576,0.3105708245243129,41,2,2,4.322969675064087
109_0_0-11_55893536121673,0.9625,0.8415300546448088,0.8979591836734695,0.7875,0.26488636363636364,154,6,29,11.55747413635254
109_0_320-11_55893536121673,0.9682539682539683,0.8714285714285714,0.9172932330827068,0.7922077922077921,0.2858585858585858,122,4,18,9.95342206954956
109_0_640-11_55893536121673,0.9512195121951219,0.8666666666666667,0.9069767441860465,0.778270509977827,0.28248337028824827,39,2,6,3.6866090297698975
109_1280_0-11_55893536121673,0.9517241379310345,0.8625,0.9049180327868853,0.7786833855799373,0.26470219435736675,138,7,22,10.505815267562866
109_1280_320-11_55893536121673,0.9246575342465754,0.8598726114649682,0.8910891089108911,0.7565379825653799,0.2638231631382316,135,11,22,9.519399642944336
109_1280_640-11_55893536121673,1.0,0.918918918918919,0.9577464788732395,0.9090909090909091,0.3256684491978609,34,0,3,3.7738499641418457
109_1600_0-11_55893536121673,0.9513513513513514,0.9214659685863874,0.9361702127659574,0.864864864864865,0.296953316953317,176,9,15,11.227888345718384
109_1600_320-11_55893536121673,0.9135802469135802,0.8862275449101796,0.8996960486322189,0.7474747474747474,0.26358024691358023,148,14,19,9.965818166732788
109_1600_640-11_55893536121673,0.9148936170212766,0.9772727272727273,0.945054945054945,0.8317214700193424,0.2901353965183752,43,4,1,3.800929546356201
109_1920_0-6_64638783269962,0.946236559139785,0.9166666666666666,0.9312169312169313,0.8602150537634408,0.28973607038123167,88,5,8,7.940832853317261
109_1920_320-6_64638783269962,0.9101123595505618,0.9,0.9050279329608939,0.8273748723186926,0.27252298263534225,81,8,9,6.877310752868652
109_1920_640-6_64638783269962,0.9473684210526315,0.782608695652174,0.8571428571428571,0.6889952153110047,0.22105263157894733,18,1,5,3.2412538528442383
109_320_0-11_55893536121673,0.9342105263157895,0.8819875776397516,0.9073482428115016,0.764354066985646,0.2969497607655503,142,10,19,9.576840162277222
109_320_320-11_55893536121673,0.9583333333333334,0.8797814207650273,0.9173789173789174,0.7840909090909091,0.2554112554112554,161,7,22,10.592991828918455
109_320_640-11_55893536121673,0.918918918918919,0.8717948717948718,0.8947368421052632,0.7518427518427518,0.2670761670761671,34,3,5,4.353475332260132
109_640_0-11_55893536121673,0.9745222929936306,0.8693181818181818,0.918918918918919,0.7973364215402431,0.2739432541980312,153,4,23,9.923687934875488
109_640_320-11_55893536121673,0.9503105590062112,0.884393063583815,0.9161676646706587,0.7775268210050819,0.28176171654432525,153,8,20,9.35288143157959
109_640_640-11_55893536121673,1.0,0.9210526315789473,0.958904109589041,0.9090909090909091,0.32935064935064934,35,0,3,4.001031398773193
109_960_0-11_55893536121673,0.9605263157894737,0.8957055214723927,0.926984126984127,0.7858851674641149,0.28504784688995216,146,6,17,11.023850917816162
109_960_320-11_55893536121673,0.9383561643835616,0.8838709677419355,0.9102990033222592,0.7677459526774595,0.27428393524283934,137,9,18,9.963656902313232
109_960_640-11_55893536121673,0.9047619047619048,0.8260869565217391,0.8636363636363636,0.7402597402597402,0.23766233766233769,38,4,8,3.766803503036499
111_0_0-11_55893536121673,0.9545454545454546,0.735,0.8305084745762713,0.6942148760330579,0.32142857142857145,147,7,53,11.210219144821169
111_0_320-11_55893536121673,0.95625,0.75,0.8406593406593408,0.6954545454545454,0.30789772727272724,153,7,51,10.589036464691162
111_0_640-11_55893536121673,0.975609756097561,0.7272727272727273,0.8333333333333334,0.7095343680709534,0.30399113082039914,40,1,15,3.82230281829834
111_1280_0-11_55893536121673,1.0,0.7958115183246073,0.8862973760932944,0.7272727272727273,0.35580143540669856,152,0,39,9.79373812675476
111_1280_320-11_55893536121673,0.9461077844311377,0.7559808612440191,0.8404255319148937,0.6880783886771911,0.2911268372346217,158,9,51,10.697553873062134
111_1280_640-11_55893536121673,0.8571428571428571,0.7317073170731707,0.7894736842105263,0.6233766233766234,0.24779220779220784,30,5,11,4.911158084869385
111_1600_0-11_55893536121673,0.9883720930232558,0.7142857142857143,0.8292682926829268,0.718816067653277,0.2919133192389006,170,2,68,9.8973069190979
111_1600_320-11_55893536121673,0.935672514619883,0.7407407407407407,0.8268733850129198,0.680489101541733,0.288729399255715,160,11,56,11.452521562576294
111_1600_640-11_55893536121673,0.9302325581395349,0.7692307692307693,0.8421052631578948,0.6765327695560254,0.31374207188160674,40,3,12,4.397270917892456
111_1920_0-6_64638783269962,0.9882352941176471,0.7368421052631579,0.8442211055276382,0.718716577540107,0.33796791443850266,84,1,30,6.324161767959595
111_1920_320-6_64638783269962,0.9910714285714286,0.8102189781021898,0.891566265060241,0.8108766233766235,0.3482954545454546,111,1,26,7.684147596359253
111_1920_640-6_64638783269962,1.0,0.7575757575757576,0.8620689655172413,0.7272727272727273,0.2967272727272728,25,0,8,3.339531660079956
111_320_0-11_55893536121673,0.9404761904761905,0.728110599078341,0.8207792207792207,0.683982683982684,0.3215367965367965,158,10,59,10.521269798278809
111_320_320-11_55893536121673,0.9349112426035503,0.7383177570093458,0.825065274151436,0.6799354491662184,0.2848305540613233,158,11,56,11.002994298934937
111_320_640-11_55893536121673,0.868421052631579,0.7674418604651163,0.8148148148148148,0.6315789473684211,0.2822966507177034,33,5,10,3.538038492202759
111_640_0-11_55893536121673,0.9527027027027027,0.7663043478260869,0.8493975903614459,0.6928746928746929,0.3117936117936118,141,7,43,9.476711988449097
111_640_320-11_55893536121673,0.9248554913294798,0.7441860465116279,0.8247422680412371,0.6726221755123489,0.283867577509196,160,13,55,9.01676344871521
111_640_640-11_55893536121673,0.9487179487179487,0.74,0.8314606741573033,0.6899766899766899,0.3032634032634033,37,2,13,3.787818431854248
111_960_0-11_55893536121673,0.9487179487179487,0.7081339712918661,0.810958904109589,0.6899766899766899,0.27313519813519815,148,8,61,10.084521532058716
111_960_320-11_55893536121673,0.9259259259259259,0.7894736842105263,0.8522727272727273,0.6734006734006734,0.2918069584736251,150,12,40,9.561190366744995
111_960_640-11_55893536121673,0.9791666666666666,0.8703703703703703,0.9215686274509804,0.8011363636363636,0.4071969696969697,47,1,7,3.96735429763794
112_0_0-11_55893536121673,0.9868421052631579,0.8152173913043478,0.8928571428571429,0.8074162679425837,0.39102870813397134,75,1,17,10.09755563735962
112_0_320-11_55893536121673,1.0,0.7368421052631579,0.8484848484848484,0.7272727272727273,0.33311688311688303,70,0,25,10.925814628601074
112_0_640-11_55893536121673,1.0,0.8636363636363636,0.9268292682926829,0.8181818181818182,0.41531100478468896,19,0,3,3.83358097076416
112_1280_0-11_55893536121673,1.0,0.7849462365591398,0.8795180722891566,0.7272727272727273,0.3960149439601494,73,0,20,9.37096619606018
112_1280_320-11_55893536121673,0.9655172413793104,0.7368421052631579,0.835820895522388,0.7021943573667712,0.40031347962382446,56,2,20,9.549973964691162
112_1280_640-11_55893536121673,1.0,0.8333333333333334,0.9090909090909091,0.8181818181818182,0.4363636363636364,15,0,3,3.8400914669036874
112_1600_0-11_55893536121673,1.0,0.8469387755102041,0.9171270718232044,0.8181818181818182,0.41533406352683466,83,0,15,9.847827911376951
112_1600_320-11_55893536121673,0.987012987012987,0.7916666666666666,0.8786127167630057,0.717827626918536,0.37567886658795746,76,1,20,9.307986497879028
112_1600_640-11_55893536121673,1.0,0.7083333333333334,0.8292682926829268,0.7272727272727273,0.3502673796791444,17,0,7,4.432213544845581
112_1920_0-6_64638783269962,0.9565217391304348,0.7857142857142857,0.8627450980392156,0.6956521739130435,0.3245059288537549,44,2,12,7.72692060470581
112_1920_320-6_64638783269962,0.9142857142857143,0.7111111111111111,0.8,0.6649350649350649,0.26155844155844155,32,3,13,6.8527305126190186
112_1920_640-6_64638783269962,0.8888888888888888,0.7272727272727273,0.7999999999999999,0.6464646464646464,0.32626262626262625,8,1,3,2.8541460037231445
112_320_0-11_55893536121673,1.0,0.8481012658227848,0.9178082191780821,0.8181818181818182,0.4423337856173678,67,0,12,9.687994956970217
112_320_320-11_55893536121673,0.9855072463768116,0.8292682926829268,0.9006622516556291,0.8063241106719368,0.3963109354413702,68,1,14,9.62587833404541
112_320_640-11_55893536121673,1.0,0.8823529411764706,0.9375,0.8181818181818182,0.44787878787878793,15,0,2,3.792074680328369
112_640_0-11_55893536121673,0.9871794871794872,0.8555555555555555,0.9166666666666666,0.8076923076923077,0.3948717948717949,77,1,13,8.68834114074707
112_640_320-11_55893536121673,1.0,0.7191011235955056,0.8366013071895425,0.7272727272727273,0.4029829545454546,64,0,25,8.88245964050293
112_640_640-11_55893536121673,0.9545454545454546,1.0,0.9767441860465117,0.9545454545454547,0.46818181818181814,21,1,0,3.9196040630340576
112_960_0-11_55893536121673,0.9855072463768116,0.8095238095238095,0.8888888888888888,0.8063241106719368,0.36877470355731223,68,1,16,8.72560167312622
112_960_320-11_55893536121673,1.0,0.8762886597938144,0.9340659340659341,0.8181818181818182,0.4148663101604278,85,0,12,8.977304935455322
112_960_640-11_55893536121673,1.0,0.6363636363636364,0.7777777777777778,0.6363636363636364,0.30454545454545456,14,0,8,3.213080406188965
113_0_0-11_55893536121673,1.0,0.8,0.888888888888889,0.8181818181818182,0.3749188311688312,112,0,28,9.445983648300173
113_0_320-11_55893536121673,0.9743589743589743,0.7755102040816326,0.8636363636363635,0.7086247086247086,0.31336441336441334,114,3,33,8.862045764923096
113_0_640-11_55893536121673,0.8484848484848485,0.7777777777777778,0.8115942028985507,0.6170798898071626,0.3146005509641873,28,5,8,3.559279203414917
113_1280_0-11_55893536121673,0.9734513274336283,0.7801418439716312,0.8661417322834645,0.7079646017699115,0.345776347546259,110,3,31,8.899576902389526
113_1280_320-11_55893536121673,0.9541984732824428,0.8389261744966443,0.8928571428571429,0.7807078417765442,0.35662734212352537,125,6,24,9.010363578796388
113_1280_640-11_55893536121673,0.9166666666666666,0.7096774193548387,0.7999999999999999,0.6666666666666666,0.32727272727272727,22,2,9,3.709408760070801
113_1600_0-11_55893536121673,0.9553571428571429,0.7697841726618705,0.852589641434263,0.6948051948051949,0.3370129870129871,107,5,32,8.352068662643433
113_1600_320-11_55893536121673,0.9545454545454546,0.8467741935483871,0.8974358974358976,0.7809917355371901,0.38520661157024794,105,5,19,9.227391719818115
113_1600_640-11_55893536121673,0.9487179487179487,0.8604651162790697,0.9024390243902439,0.7762237762237763,0.33892773892773886,37,2,6,3.574483156204224
113_1920_0-6_64638783269962,0.9701492537313433,0.8333333333333334,0.896551724137931,0.7937584803256446,0.37367706919945726,65,2,13,5.963245153427124
113_1920_320-6_64638783269962,0.9193548387096774,0.7402597402597403,0.8201438848920863,0.6686217008797654,0.3175953079178885,57,5,20,6.127429485321045
113_1920_640-6_64638783269962,0.8666666666666667,0.7647058823529411,0.8125,0.6303030303030304,0.29393939393939394,13,2,4,2.5834224224090576
113_320_0-11_55893536121673,0.9826086956521739,0.8188405797101449,0.8932806324110671,0.8039525691699605,0.37754940711462454,113,2,25,9.165417671203612
113_320_320-11_55893536121673,0.963963963963964,0.823076923076923,0.8879668049792531,0.7886977886977887,0.35077805077805074,107,4,23,9.053083419799805
113_320_640-11_55893536121673,0.9333333333333333,0.7567567567567568,0.835820895522388,0.6787878787878788,0.26484848484848483,28,2,9,3.422177791595459
113_640_0-11_55893536121673,0.967391304347826,0.717741935483871,0.8240740740740741,0.7035573122529644,0.32401185770750984,89,3,35,8.975988149642944
113_640_320-11_55893536121673,0.983739837398374,0.7378048780487805,0.8432055749128919,0.7154471544715447,0.33791574279379155,121,2,43,8.1652672290802
113_640_640-11_55893536121673,0.9696969696969697,0.8888888888888888,0.927536231884058,0.793388429752066,0.34545454545454546,32,1,4,3.5439236164093018
113_960_0-11_55893536121673,0.9702970297029703,0.8099173553719008,0.8828828828828829,0.7938793879387938,0.39990999099909985,98,3,23,9.041269063949583
113_960_320-11_55893536121673,0.9795918367346939,0.7741935483870968,0.8648648648648648,0.712430426716141,0.33460111317254176,96,2,28,8.661771297454834
113_960_640-11_55893536121673,0.9354838709677419,0.8285714285714286,0.8787878787878788,0.7653958944281524,0.28885630498533726,29,2,6,3.588733673095703
116_0_0-11_55893536121673,0.9554140127388535,0.8064516129032258,0.8746355685131195,0.781702374059062,0.3378691372321946,150,7,36,8.591309785842896
116_0_320-11_55893536121673,0.9736842105263158,0.8268156424581006,0.8942598187311179,0.7966507177033493,0.3643540669856459,148,4,31,9.007749319076538
116_0_640-11_55893536121673,0.918918918918919,0.7727272727272727,0.8395061728395061,0.6683046683046684,0.32162162162162167,34,3,10,3.477291822433472
116_1280_0-11_55893536121673,0.9726027397260274,0.797752808988764,0.8765432098765432,0.7073474470734745,0.3227895392278954,142,4,36,8.879081010818481
116_1280_320-11_55893536121673,0.9710982658959537,0.8076923076923077,0.8818897637795275,0.7945349448239621,0.29842354177614294,168,5,40,8.98629879951477
116_1280_640-11_55893536121673,0.9791666666666666,0.8245614035087719,0.8952380952380952,0.8011363636363636,0.37462121212121213,47,1,10,3.385542392730713
116_1600_0-11_55893536121673,0.9657534246575342,0.8245614035087719,0.889589905362776,0.7901618929016189,0.3582191780821918,141,5,30,9.040152072906494
116_1600_320-11_55893536121673,0.9185185185185185,0.7515151515151515,0.8266666666666665,0.6680134680134681,0.2991919191919191,124,11,41,8.647521257400513
116_1600_640-11_55893536121673,0.9473684210526315,0.8372093023255814,0.8888888888888888,0.7751196172248803,0.3174641148325359,36,2,7,3.496959924697876
116_1920_0-6_64638783269962,0.84,0.6847826086956522,0.7544910179640718,0.5345454545454545,0.25090909090909086,63,12,29,6.526736497879028
116_1920_320-6_64638783269962,0.956989247311828,0.8165137614678899,0.8811881188118812,0.7829912023460411,0.3533724340175953,89,4,20,6.162277221679688
116_1920_640-6_64638783269962,0.9333333333333333,0.7777777777777778,0.8484848484848485,0.6787878787878788,0.32181818181818184,14,1,4,2.504828929901123
116_320_0-11_55893536121673,0.9673202614379085,0.8087431693989071,0.8809523809523809,0.7914438502673796,0.3529411764705882,148,5,35,9.023560047149658
116_320_320-11_55893536121673,0.9565217391304348,0.7904191616766467,0.8655737704918033,0.6956521739130435,0.31100131752305665,132,6,35,8.6846022605896
116_320_640-11_55893536121673,0.9523809523809523,0.8163265306122449,0.8791208791208791,0.7792207792207791,0.34588744588744585,40,2,9,3.4003827571868896
116_640_0-11_55893536121673,0.9754098360655737,0.7345679012345679,0.8380281690140846,0.7093889716840537,0.327123695976155,119,3,43,9.08949089050293
116_640_320-11_55893536121673,0.958041958041958,0.791907514450867,0.8670886075949367,0.6967577876668786,0.3287984742530197,137,6,36,8.949593782424927
116_640_640-11_55893536121673,0.9761904761904762,0.8541666666666666,0.9111111111111111,0.7987012987012986,0.419047619047619,41,1,7,3.619030952453613
116_960_0-11_55893536121673,0.9364161849710982,0.7864077669902912,0.8548812664907651,0.6810299527062532,0.3022070415133999,162,11,44,9.197959661483765
116_960_320-11_55893536121673,0.9735099337748344,0.7461928934010152,0.8448275862068966,0.708007224563516,0.3266104756170981,147,4,50,9.024906396865845
116_960_640-11_55893536121673,0.9705882352941176,0.8461538461538461,0.9041095890410958,0.7941176470588235,0.37433155080213903,33,1,6,3.7788496017456055
118_0_0-11_55893536121673,0.9873417721518988,0.8041237113402062,0.8863636363636364,0.8078250863060991,0.4011507479861911,78,1,19,9.180994987487791
118_0_320-11_55893536121673,0.9603960396039604,0.8738738738738738,0.9150943396226415,0.7857785778577857,0.410981098109811,97,4,14,8.45898699760437
118_0_640-11_55893536121673,1.0,0.75,0.8571428571428571,0.7272727272727273,0.33246753246753247,21,0,7,3.3883626461029053
118_1280_0-11_55893536121673,0.9405940594059405,0.7364341085271318,0.8260869565217391,0.684068406840684,0.31017101710171013,95,6,34,9.035404682159424
118_1280_320-11_55893536121673,0.9603960396039604,0.8508771929824561,0.9023255813953488,0.7857785778577857,0.39702970297029705,97,4,17,8.330116033554077
118_1280_640-11_55893536121673,0.8620689655172413,0.7575757575757576,0.8064516129032258,0.6269592476489028,0.2689655172413793,25,4,8,3.4650490283966064
118_1600_0-11_55893536121673,0.9578947368421052,0.7844827586206896,0.8625592417061612,0.6966507177033493,0.33540669856459326,91,4,25,9.194009065628052
118_1600_320-11_55893536121673,0.978021978021978,0.7946428571428571,0.876847290640394,0.7112887112887113,0.3678321678321678,89,2,23,8.651789426803589
118_1600_640-11_55893536121673,0.9393939393939394,0.8857142857142857,0.9117647058823529,0.768595041322314,0.3975206611570248,31,2,4,3.6465539932250977
118_1920_0-6_64638783269962,0.9433962264150944,0.847457627118644,0.8928571428571428,0.7718696397941681,0.40085763293310467,50,3,9,6.073000192642212
118_1920_320-6_64638783269962,0.9436619718309859,0.8271604938271605,0.8815789473684211,0.7720870678617157,0.3646606914212548,67,4,14,6.040494441986084
118_1920_640-6_64638783269962,0.9230769230769231,0.9230769230769231,0.9230769230769231,0.8391608391608393,0.406993006993007,12,1,1,2.792332887649536
118_320_0-11_55893536121673,0.9625,0.8191489361702128,0.8850574712643678,0.7875,0.3665909090909091,77,3,17,8.549188613891602
118_320_320-11_55893536121673,0.9405940594059405,0.8407079646017699,0.8878504672897195,0.7695769576957695,0.33798379837983805,95,6,18,8.975562810897827
118_320_640-11_55893536121673,0.8846153846153846,0.8214285714285714,0.8518518518518519,0.7237762237762237,0.29265734265734267,23,3,5,3.537376642227173
118_640_0-11_55893536121673,0.9795918367346939,0.8888888888888888,0.9320388349514563,0.8014842300556585,0.40092764378478674,96,2,12,8.234631538391113
118_640_320-11_55893536121673,0.9611650485436893,0.7795275590551181,0.8608695652173913,0.6990291262135923,0.3315092674315975,99,4,28,8.991966009140015
118_640_640-11_55893536121673,0.9473684210526315,0.9,0.9230769230769231,0.8612440191387559,0.41100478468899515,18,1,2,3.619316816329956
118_960_0-11_55893536121673,1.0,0.8636363636363636,0.9268292682926829,0.8181818181818182,0.37779904306220097,95,0,15,8.597801923751831
118_960_320-11_55893536121673,0.9883720930232558,0.8018867924528302,0.8854166666666666,0.8086680761099365,0.35697674418604647,85,1,21,9.00873637199402
118_960_640-11_55893536121673,1.0,0.8076923076923077,0.8936170212765957,0.8181818181818182,0.4727272727272728,21,0,5,3.1870787143707275
11_0_0-16_245824983299933,0.8524590163934426,0.631578947368421,0.7255813953488371,0.5424739195230998,0.1482861400894188,156,27,91,8.912941694259644
11_0_320-16_245824983299933,0.7777777777777778,0.616,0.6875,0.494949494949495,0.10183654729109275,77,22,48,6.191026926040649
11_1280_0-11_016700066800267,0.725609756097561,0.7628205128205128,0.74375,0.5277161862527716,0.11130820399113081,119,45,37,6.216570138931274
11_1280_320-11_016700066800267,0.7066666666666667,0.6794871794871795,0.6928104575163399,0.44969696969696976,0.09090909090909091,53,22,25,4.480391502380371
11_320_0-16_245824983299933,0.8461538461538461,0.6653225806451613,0.744920993227991,0.5384615384615384,0.1275058275058275,165,30,83,8.509111642837524
11_320_320-16_245824983299933,0.7708333333333334,0.7025316455696202,0.7350993377483445,0.5606060606060607,0.11900252525252526,111,33,47,6.230567216873169
11_640_0-16_245824983299933,0.8468468468468469,0.6714285714285714,0.7490039840637449,0.5389025389025389,0.1353808353808354,188,34,92,8.804006814956665
11_640_320-16_245824983299933,0.7692307692307693,0.7051282051282052,0.7357859531772576,0.5594405594405595,0.10724729815638907,110,33,46,6.23828387260437
11_960_0-16_245824983299933,0.8333333333333334,0.7768924302788844,0.8041237113402062,0.6060606060606061,0.1340714840714841,195,39,56,9.200687408447266
11_960_320-16_245824983299933,0.6982758620689655,0.6585365853658537,0.6778242677824269,0.4443573667711599,0.08362068965517241,81,35,42,6.198746204376221
120_0_0-11_55893536121673,0.9752066115702479,0.8740740740740741,0.921875,0.7978963185574756,0.410969196093163,118,3,17,8.401955842971802
120_0_320-11_55893536121673,0.9724770642201835,0.8688524590163934,0.9177489177489178,0.7956630525437866,0.37739783152627193,106,3,16,8.94729495048523
120_0_640-11_55893536121673,1.0,0.90625,0.9508196721311475,0.9090909090909091,0.4692789968652037,29,0,3,3.581123352050781
120_1280_0-11_55893536121673,0.9557522123893806,0.8503937007874016,0.9000000000000001,0.7819790828640386,0.3522928399034594,108,5,19,8.569230079650879
120_1280_320-11_55893536121673,0.963963963963964,0.8842975206611571,0.9224137931034483,0.7886977886977887,0.3946764946764947,107,4,14,9.232263088226318
120_1280_640-11_55893536121673,0.9642857142857143,0.84375,0.8999999999999999,0.788961038961039,0.3795454545454545,27,1,5,3.26407790184021
120_1600_0-11_55893536121673,0.9745762711864406,0.9126984126984127,0.9426229508196721,0.8859784283513097,0.42388289676425267,115,3,11,9.058715343475342
120_1600_320-11_55893536121673,0.963302752293578,0.9210526315789473,0.9417040358744395,0.8757297748123435,0.4499582985821518,105,4,9,8.22058391571045
120_1600_640-11_55893536121673,0.92,0.92,0.92,0.8363636363636364,0.41890909090909095,23,2,2,3.483905792236328
120_1920_0-6_64638783269962,0.9193548387096774,0.890625,0.9047619047619047,0.752199413489736,0.40601173020527853,57,5,7,6.266340017318726
120_1920_320-6_64638783269962,0.95,0.8507462686567164,0.8976377952755905,0.7772727272727272,0.38621212121212123,57,3,10,6.471667051315308
120_1920_640-6_64638783269962,0.9444444444444444,0.7391304347826086,0.8292682926829269,0.6868686868686869,0.33484848484848484,17,1,6,2.557889699935913
120_320_0-11_55893536121673,0.9732142857142857,0.8650793650793651,0.9159663865546218,0.7962662337662337,0.4065746753246753,109,3,17,9.104034662246704
120_320_320-11_55893536121673,0.9646017699115044,0.9316239316239316,0.9478260869565217,0.8769106999195493,0.4765888978278358,109,4,8,8.492716312408447
120_320_640-11_55893536121673,0.9629629629629629,0.896551724137931,0.9285714285714286,0.7878787878787878,0.437037037037037,26,1,3,3.482149839401245
120_640_0-11_55893536121673,0.9724770642201835,0.8760330578512396,0.9217391304347826,0.7956630525437866,0.41801501251042533,106,3,15,9.171355962753296
120_640_320-11_55893536121673,0.96,0.9022556390977443,0.9302325581395348,0.8727272727272729,0.40785454545454536,120,5,13,8.493101596832275
