method,precision,recall,f1-score,map50,map50-95,tp,fp,fn,segmentation_time
104_15-11_55893536121673,0.3953488372093023,0.7083333333333334,0.5074626865671642,0.28752642706131076,0.07061310782241015,17,26,7,2.1778995990753174
104_19-11_55893536121673,0.34615384615384615,0.6,0.43902439024390244,0.18881118881118877,0.04772727272727272,18,34,12,2.2614762783050537
104_5-11_55893536121673,0.3944954128440367,0.7166666666666667,0.5088757396449705,0.28690575479566305,0.076814011676397,86,132,34,2.41267728805542
104_6-6_64638783269962,0.40186915887850466,0.6056338028169014,0.4831460674157303,0.25573491928632114,0.0616822429906542,43,64,28,2.246105909347534
104_8-11_55893536121673,0.44660194174757284,0.609271523178808,0.5154061624649859,0.28420123565754635,0.07921447484554281,92,114,59,2.293046712875366
105_11-11_55893536121673,0.42857142857142855,0.7346938775510204,0.5413533834586467,0.3116883116883117,0.07002164502164501,36,48,13,2.223010540008545
105_2-11_55893536121673,0.42990654205607476,0.7419354838709677,0.5443786982248521,0.31265930331350894,0.0806287170773152,46,61,16,2.320913076400757
106_19-11_55893536121673,0.41818181818181815,0.5897435897435898,0.48936170212765956,0.22809917355371898,0.059669421487603305,23,32,16,2.158008337020874
106_9-11_55893536121673,0.45789473684210524,0.7131147540983607,0.5576923076923077,0.33301435406698565,0.08698564593301436,87,103,35,2.2814743518829346
107_1-11_55893536121673,0.2426470588235294,0.5789473684210527,0.34196891191709844,0.1323529411764706,0.03235294117647059,33,103,24,2.3429558277130127
107_10-11_55893536121673,0.328,0.4939759036144578,0.3942307692307692,0.1490909090909091,0.03629090909090909,41,84,42,2.4725341796875
107_13-6_64638783269962,0.3375,0.54,0.4153846153846154,0.1840909090909091,0.047613636363636365,27,53,23,2.2359793186187744
107_14-11_55893536121673,0.3953488372093023,0.6296296296296297,0.48571428571428577,0.2515856236786469,0.06596194503171247,17,26,10,2.219449281692505
107_15-11_55893536121673,0.32432432432432434,0.6666666666666666,0.4363636363636364,0.20638820638820637,0.06953316953316953,12,25,6,2.049011707305908
107_3-11_55893536121673,0.33121019108280253,0.6190476190476191,0.4315352697095436,0.21077012159814706,0.06386797915460335,52,105,32,2.306784152984619
107_4-11_55893536121673,0.42657342657342656,0.6288659793814433,0.5083333333333332,0.27145581691036236,0.06821360457724093,61,82,36,2.213250160217285
108_10-11_55893536121673,0.4460431654676259,0.7654320987654321,0.5636363636363636,0.3243950294310007,0.09607586657946371,62,77,19,2.397181987762451
108_11-11_55893536121673,0.4016393442622951,0.7,0.5104166666666666,0.25558867362146054,0.07995529061102831,49,73,21,2.2733311653137207
108_19-11_55893536121673,0.3142857142857143,0.7333333333333333,0.44,0.22857142857142856,0.04415584415584416,11,24,4,2.0545341968536377
109_13-6_64638783269962,0.5714285714285714,0.7741935483870968,0.6575342465753424,0.41558441558441556,0.11406926406926406,48,36,14,2.220881462097168
109_14-11_55893536121673,0.4473684210526316,0.6538461538461539,0.53125,0.28468899521531105,0.060287081339712924,17,21,9,2.1812429428100586
109_16-11_55893536121673,0.48484848484848486,0.7619047619047619,0.5925925925925926,0.3526170798898072,0.11046831955922864,16,17,5,2.077720165252685
109_17-11_55893536121673,0.39473684210526316,0.5555555555555556,0.46153846153846156,0.21531100478468898,0.06387559808612439,15,23,12,2.058706045150757
109_3-11_55893536121673,0.4589041095890411,0.7444444444444445,0.5677966101694915,0.33374844333748444,0.07839352428393523,67,79,23,2.3790321350097656
109_7-11_55893536121673,0.425,0.68,0.5230769230769231,0.27045454545454545,0.07318181818181817,51,69,24,2.3311655521392822
110_10-11_55893536121673,0.6858974358974359,0.7181208053691275,0.7016393442622951,0.4988344988344988,0.15786713286713283,107,49,42,2.44333553314209
110_12-11_55893536121673,0.5826771653543307,0.6727272727272727,0.6244725738396625,0.3707945597709377,0.14230493915533288,74,53,36,2.4172937870025635
110_17-11_55893536121673,0.5882352941176471,0.7142857142857143,0.6451612903225806,0.42780748663101603,0.14679144385026738,20,14,8,2.026705026626587
110_18-11_55893536121673,0.7352941176470589,0.6756756756756757,0.7042253521126761,0.46791443850267384,0.2037433155080214,25,9,12,2.052670955657959
110_3-11_55893536121673,0.5891472868217055,0.7102803738317757,0.6440677966101696,0.42847075405214946,0.16687808315715294,76,53,31,2.373421192169189
110_8-11_55893536121673,0.6811594202898551,0.746031746031746,0.7121212121212122,0.4953886693017128,0.17694334650856386,94,44,32,2.368879795074463
111_12-11_55893536121673,0.6390532544378699,0.6506024096385542,0.6447761194029851,0.406670252824099,0.14335664335664336,108,61,58,2.279947519302368
111_14-11_55893536121673,0.825,0.673469387755102,0.7415730337078652,0.5249999999999999,0.18727272727272726,33,7,16,2.0973360538482666
111_17-11_55893536121673,0.7291666666666666,0.8333333333333334,0.7777777777777777,0.5965909090909091,0.22045454545454546,35,13,7,2.115515947341919
111_19-11_55893536121673,0.5813953488372093,0.6756756756756757,0.6250000000000001,0.3699788583509514,0.1427061310782241,25,18,12,2.072407484054565
111_2-11_55893536121673,0.6428571428571429,0.7279411764705882,0.6827586206896552,0.4675324675324676,0.16558441558441558,99,55,37,2.281367778778076
112_14-11_55893536121673,0.7222222222222222,0.7647058823529411,0.7428571428571428,0.5252525252525252,0.14898989898989898,13,5,4,2.0676136016845703
112_16-11_55893536121673,0.47368421052631576,0.75,0.5806451612903226,0.34449760765550236,0.09712918660287079,9,10,3,2.344419002532959
112_17-11_55893536121673,0.7142857142857143,0.5555555555555556,0.6250000000000001,0.3896103896103896,0.16883116883116883,10,4,8,2.4803338050842285
112_2-11_55893536121673,0.6351351351351351,0.734375,0.681159420289855,0.4619164619164619,0.1746928746928747,47,27,17,2.483776569366455
112_3-11_55893536121673,0.7058823529411765,0.7384615384615385,0.7218045112781954,0.5133689839572193,0.19745989304812836,48,20,17,2.2858872413635254
113_12-11_55893536121673,0.6146788990825688,0.7701149425287356,0.6836734693877551,0.4470391993327773,0.15704753961634696,67,42,20,2.256462812423706
113_13-6_64638783269962,0.7076923076923077,0.7301587301587301,0.7187500000000001,0.5146853146853148,0.18377622377622377,46,19,17,2.2639079093933105
113_15-11_55893536121673,0.56,0.5,0.5283018867924528,0.3054545454545455,0.11127272727272727,14,11,14,2.038763523101806
113_4-11_55893536121673,0.7478260869565218,0.7478260869565218,0.7478260869565218,0.5438735177865612,0.18031620553359684,86,29,29,2.334352493286133
113_7-11_55893536121673,0.6324786324786325,0.6915887850467289,0.6607142857142857,0.4024864024864025,0.16076146076146075,74,43,33,2.2572221755981445
114_11-11_55893536121673,0.711340206185567,0.7263157894736842,0.7187499999999999,0.5173383317713215,0.1761012183692596,69,28,26,2.3361964225769043
114_3-11_55893536121673,0.6090909090909091,0.7282608695652174,0.6633663366336634,0.44297520661157025,0.15330578512396692,67,43,25,2.2583930492401123
114_5-11_55893536121673,0.7142857142857143,0.5963302752293578,0.65,0.3896103896103896,0.14385614385614384,65,26,44,2.4705257415771484
115_0-11_55893536121673,0.8181818181818182,0.8181818181818182,0.8181818181818182,0.6694214876033059,0.20413223140495868,9,2,2,2.455554723739624
115_16-11_55893536121673,1.0,1.0,1.0,1.0,0.4,1,0,0,2.2038490772247314
115_2-11_55893536121673,0.7058823529411765,0.8,0.7500000000000001,0.5775401069518717,0.1764705882352941,12,5,3,2.297299385070801
115_9-11_55893536121673,0.5,0.5555555555555556,0.5263157894736842,0.2727272727272727,0.1009090909090909,5,5,4,2.19875168800354
116_8-11_55893536121673,0.6567164179104478,0.6929133858267716,0.6743295019157088,0.417910447761194,0.1483717774762551,88,46,39,2.4850339889526367
117_1-11_55893536121673,0.6568627450980392,0.7701149425287356,0.708994708994709,0.47771836007130125,0.18449197860962568,67,35,20,2.3715169429779053
117_13-6_64638783269962,0.711864406779661,0.7636363636363637,0.736842105263158,0.5177195685670262,0.21124807395993836,42,17,13,2.761779308319092
117_16-11_55893536121673,0.7272727272727273,0.7272727272727273,0.7272727272727273,0.5289256198347108,0.20413223140495868,16,6,6,2.254046440124512
118_19-11_55893536121673,0.6551724137931034,0.7037037037037037,0.6785714285714286,0.47648902821316613,0.14106583072100315,19,10,8,2.1936259269714355
118_8-11_55893536121673,0.6666666666666666,0.7674418604651163,0.7135135135135136,0.4848484848484848,0.1735537190082645,66,33,20,2.2876408100128174
119_10-11_55893536121673,0.6111111111111112,0.7333333333333333,0.6666666666666666,0.4444444444444445,0.1638888888888889,22,14,8,2.1759190559387207
119_13-6_64638783269962,0.6666666666666666,0.8181818181818182,0.7346938775510203,0.5454545454545454,0.2121212121212121,18,9,4,2.173555850982666
119_6-6_64638783269962,0.7619047619047619,0.8,0.7804878048780488,0.6233766233766234,0.2506493506493507,16,5,4,2.0651817321777344
119_8-11_55893536121673,0.896551724137931,0.7428571428571429,0.8125,0.6520376175548589,0.2037617554858934,26,3,9,2.213163375854492
11_2-16_245824983299933,0.2684563758389262,0.1951219512195122,0.22598870056497175,0.048810250152532035,0.011043319097010373,40,109,165,2.33237624168396
11_3-16_245824983299933,0.11214953271028037,0.06153846153846154,0.07947019867549668,0.010195412064570943,0.0020390824129141887,12,95,183,2.4906165599823
11_4-11_016700066800267,0.22388059701492538,0.10067114093959731,0.1388888888888889,0.0407055630936228,0.006241519674355495,15,52,134,2.284907102584839
120_16-11_55893536121673,0.8823529411764706,0.8571428571428571,0.8695652173913043,0.7219251336898396,0.23529411764705882,30,4,5,2.070895195007324
120_7-11_55893536121673,0.6607142857142857,0.8505747126436781,0.7437185929648241,0.5405844155844156,0.2021103896103896,74,38,13,2.4617788791656494
120_8-11_55893536121673,0.8157894736842105,0.93,0.869158878504673,0.7416267942583731,0.2699362041467305,93,21,7,2.4379665851593018
121_1-11_55893536121673,0.680327868852459,0.8383838383838383,0.751131221719457,0.5566318926974664,0.19642324888226528,83,39,16,2.37609338760376
121_10-11_55893536121673,0.8113207547169812,0.9052631578947369,0.8557213930348259,0.7375643224699828,0.247598627787307,86,20,9,2.2540619373321533
121_11-11_55893536121673,0.7557251908396947,0.8839285714285714,0.8148148148148148,0.6183206106870229,0.22227619708535737,99,32,13,2.354875087738037
121_19-11_55893536121673,0.8787878787878788,0.90625,0.8923076923076922,0.7988980716253443,0.3421487603305785,29,4,3,2.0672192573547363
121_9-11_55893536121673,0.7583333333333333,0.8921568627450981,0.8198198198198199,0.6204545454545454,0.23280303030303026,91,29,11,2.318159580230713
122_12-11_55893536121673,0.7701149425287356,0.8589743589743589,0.8121212121212121,0.6300940438871473,0.22424242424242422,67,20,11,2.216780662536621
122_13-6_64638783269962,0.8545454545454545,0.9791666666666666,0.912621359223301,0.7768595041322314,0.26859504132231404,47,8,1,2.1518712043762207
122_7-11_55893536121673,0.8403361344537815,0.8928571428571429,0.8658008658008658,0.6875477463712758,0.2330786860198625,100,19,12,3.284296751022339
123_12-11_55893536121673,0.7692307692307693,0.8461538461538461,0.8058608058608059,0.6293706293706294,0.24469167196439923,110,33,20,3.0192437171936035
123_15-11_55893536121673,0.8461538461538461,0.8461538461538461,0.8461538461538461,0.6923076923076923,0.24545454545454545,22,4,4,2.32075309753418
123_16-11_55893536121673,0.8157894736842105,0.8857142857142857,0.8493150684931505,0.6674641148325359,0.20956937799043063,31,7,4,2.0944159030914307
123_17-11_55893536121673,0.7837837837837838,0.8787878787878788,0.8285714285714285,0.6412776412776413,0.2218673218673219,29,8,4,2.1012322902679443
123_19-11_55893536121673,0.8,0.8695652173913043,0.8333333333333333,0.6545454545454545,0.22727272727272724,20,5,3,2.179178476333618
124_1-11_55893536121673,0.6990291262135923,0.8780487804878049,0.7783783783783783,0.5719329214474845,0.2269196822594881,72,31,10,2.309942960739136
124_10-11_55893536121673,0.8089887640449438,0.8888888888888888,0.8470588235294118,0.6618998978549541,0.24249233912155263,72,17,9,2.3009793758392334
124_16-11_55893536121673,0.6086956521739131,0.875,0.717948717948718,0.4980237154150198,0.16561264822134386,14,9,2,2.0109851360321045
124_2-11_55893536121673,0.7142857142857143,0.8823529411764706,0.7894736842105262,0.5844155844155844,0.19372294372294369,60,24,8,2.4608805179595947
124_5-11_55893536121673,0.8125,0.9285714285714286,0.8666666666666666,0.7386363636363636,0.2872727272727273,65,15,5,2.299788236618042
124_7-11_55893536121673,0.7012987012987013,0.8571428571428571,0.7714285714285714,0.5737898465171193,0.20590318772136956,54,23,9,2.2445268630981445
125_0-11_55893536121673,0.8615384615384616,0.9180327868852459,0.8888888888888888,0.7832167832167833,0.2991608391608392,56,9,5,2.3804171085357666
125_19-11_55893536121673,0.8823529411764706,0.9375,0.9090909090909091,0.8021390374331552,0.31336898395721924,15,2,1,2.048482179641724
125_3-11_55893536121673,0.7466666666666667,0.875,0.8057553956834532,0.610909090909091,0.2666666666666667,56,19,8,2.204920768737793
126_12-11_55893536121673,0.7181818181818181,0.8777777777777778,0.7899999999999999,0.5876033057851239,0.2161157024793388,79,31,11,2.2736618518829346
126_13-6_64638783269962,0.7538461538461538,0.8305084745762712,0.7903225806451613,0.6167832167832168,0.2290909090909091,49,16,10,2.247115135192871
126_16-11_55893536121673,0.8,0.8695652173913043,0.8333333333333333,0.6545454545454545,0.2549090909090909,20,5,3,2.0499026775360107
127_14-11_55893536121673,0.7435897435897436,0.8529411764705882,0.7945205479452054,0.6083916083916084,0.1944055944055944,29,10,5,2.0330729484558105
127_15-11_55893536121673,0.9333333333333333,0.875,0.9032258064516129,0.7636363636363637,0.29797979797979796,42,3,6,2.2836616039276123
127_17-11_55893536121673,0.7619047619047619,0.8888888888888888,0.8205128205128205,0.6233766233766234,0.2067099567099567,32,10,4,2.127856731414795
127_20-6_64638783269962,0.9047619047619048,0.8260869565217391,0.8636363636363636,0.7402597402597402,0.38181818181818183,19,2,4,2.1826906204223637
127_9-11_55893536121673,0.679144385026738,0.8410596026490066,0.7514792899408285,0.5556635877491494,0.1863393291200778,127,60,24,2.2809042930603027
128_14-11_55893536121673,0.5294117647058824,0.8181818181818182,0.6428571428571428,0.43315508021390375,0.1588235294117647,9,8,2,2.21116042137146
128_15-11_55893536121673,0.7333333333333333,1.0,0.846153846153846,0.7333333333333333,0.2666666666666667,11,4,0,2.0436553955078125
128_4-11_55893536121673,0.864406779661017,0.8947368421052632,0.8793103448275862,0.7072419106317412,0.2559322033898305,51,8,6,2.244845390319824
128_5-11_55893536121673,0.7536231884057971,0.9454545454545454,0.8387096774193549,0.6851119894598156,0.22687747035573125,52,17,3,2.2973451614379883
128_7-11_55893536121673,0.7910447761194029,0.9137931034482759,0.848,0.7191316146540027,0.28303934871099046,53,14,5,2.294421911239624
129_13-6_64638783269962,0.7692307692307693,0.8421052631578947,0.8040201005025126,0.6293706293706294,0.22246503496503495,80,24,15,2.245413064956665
129_14-11_55893536121673,0.6875,0.7333333333333333,0.7096774193548386,0.5,0.184375,22,10,8,2.1291720867156982
129_15-11_55893536121673,0.8611111111111112,0.8378378378378378,0.8493150684931507,0.7045454545454546,0.24191919191919195,31,5,6,2.1895461082458496
129_2-11_55893536121673,0.759493670886076,0.8695652173913043,0.8108108108108109,0.6214039125431531,0.2364787111622555,120,38,18,2.307550430297852
129_20-6_64638783269962,1.0,0.90625,0.9508196721311475,0.9090909090909091,0.4517241379310345,29,0,3,2.086505651473999
129_3-11_55893536121673,0.7307692307692307,0.8471337579617835,0.7846607669616519,0.5979020979020979,0.21213786213786215,133,49,24,2.343996047973633
12_1-16_245824983299933,0.2782608695652174,0.16842105263157894,0.20983606557377046,0.05059288537549407,0.011541501976284584,32,83,158,2.273218870162964
12_5-16_245824983299933,0.26851851851851855,0.23015873015873015,0.24786324786324784,0.07323232323232323,0.01473063973063973,29,79,97,2.208228349685669
130_0-11_55893536121673,0.7716535433070866,0.9074074074074074,0.8340425531914895,0.7015032211882606,0.25068002863278455,98,29,10,2.2611067295074463
130_12-11_55893536121673,0.7153284671532847,0.9245283018867925,0.8065843621399177,0.650298606502986,0.22329130723291307,98,39,8,2.4102156162261963
130_14-11_55893536121673,0.8666666666666667,0.9629629629629629,0.912280701754386,0.787878787878788,0.2875757575757576,26,4,1,2.2458958625793457
130_19-11_55893536121673,0.9629629629629629,0.896551724137931,0.9285714285714286,0.7878787878787878,0.32154882154882153,26,1,3,2.157975435256958
130_6-6_64638783269962,0.7560975609756098,0.9393939393939394,0.8378378378378378,0.6873614190687362,0.24733924611973396,62,20,4,2.223118543624878
131_12-11_55893536121673,0.8636363636363636,0.95,0.9047619047619048,0.7851239669421488,0.3090909090909091,38,6,2,2.2234303951263428
131_18-11_55893536121673,0.8421052631578947,0.8888888888888888,0.8648648648648649,0.6889952153110047,0.29617224880382775,16,3,2,2.054519891738892
132_0-11_55893536121673,0.7348066298342542,0.8866666666666667,0.8036253776435045,0.6012054244098443,0.20999497739829232,133,48,17,2.297461986541748
132_16-11_55893536121673,0.723404255319149,0.85,0.7816091954022989,0.5918762088974856,0.19593810444874277,34,13,6,2.155111074447632
132_20-6_64638783269962,0.875,0.9032258064516129,0.8888888888888888,0.7954545454545454,0.37982954545454545,28,4,3,2.0979931354522705
132_8-11_55893536121673,0.7105263157894737,0.8490566037735849,0.7736389684813753,0.5813397129186603,0.18124401913875596,135,55,24,2.352269172668457
133_1-11_55893536121673,0.7195121951219512,0.8872180451127819,0.7946127946127945,0.5886917960088692,0.23957871396895786,118,46,15,2.5248305797576904
133_19-11_55893536121673,0.7941176470588235,0.84375,0.8181818181818182,0.6497326203208555,0.21497326203208553,27,7,5,2.0726447105407715
134_13-6_64638783269962,0.8214285714285714,0.92,0.8679245283018867,0.7467532467532467,0.32857142857142857,23,5,2,2.1365344524383545
134_15-11_55893536121673,0.8666666666666667,0.8666666666666667,0.8666666666666667,0.7090909090909091,0.20424242424242425,13,2,2,2.06282639503479
134_20-6_64638783269962,0.8888888888888888,1.0,0.9411764705882353,0.888888888888889,0.45555555555555555,8,1,0,2.211151123046875
134_7-11_55893536121673,0.8596491228070176,0.8596491228070176,0.8596491228070176,0.7033492822966507,0.2827751196172249,49,8,8,2.20045018196106
135_10-11_55893536121673,0.8552631578947368,0.9420289855072463,0.8965517241379309,0.777511961722488,0.2864832535885168,65,11,4,2.2340292930603027
135_11-11_55893536121673,0.859375,0.9016393442622951,0.88,0.78125,0.28877840909090907,55,9,6,2.307126522064209
135_18-11_55893536121673,0.85,0.9444444444444444,0.8947368421052632,0.7727272727272727,0.2818181818181818,17,3,1,2.2483162879943848
135_5-11_55893536121673,0.7945205479452054,0.9206349206349206,0.8529411764705882,0.722291407222914,0.3043586550435865,58,15,5,2.436174154281616
135_6-6_64638783269962,0.9565217391304348,1.0,0.9777777777777777,0.956521739130435,0.40869565217391307,44,2,0,2.2061767578125
135_8-11_55893536121673,0.7887323943661971,0.9180327868852459,0.8484848484848485,0.7170294494238155,0.2960307298335467,56,15,5,2.2590010166168213
136_0-11_55893536121673,0.8412698412698413,0.9298245614035088,0.8833333333333334,0.7647907647907648,0.3115440115440115,106,20,8,2.247745990753174
136_14-11_55893536121673,0.7894736842105263,0.9090909090909091,0.8450704225352113,0.7177033492822967,0.2272727272727273,30,8,3,2.0859382152557373
136_18-11_55893536121673,0.7441860465116279,0.9142857142857143,0.8205128205128205,0.6765327695560253,0.2543340380549683,32,11,3,2.058108329772949
136_19-11_55893536121673,0.7714285714285715,0.9310344827586207,0.8437500000000001,0.7012987012987013,0.2555844155844156,27,8,2,2.059091806411743
136_5-11_55893536121673,0.7890625,0.8938053097345132,0.8381742738589212,0.6455965909090909,0.2428267045454545,101,27,12,2.2345082759857178
136_8-11_55893536121673,0.8111888111888111,0.9354838709677419,0.8689138576779025,0.7374443738080102,0.2504132231404959,116,27,8,2.263558149337769
136_9-11_55893536121673,0.8415841584158416,0.9042553191489362,0.8717948717948718,0.7650765076507651,0.27317731773177323,85,16,9,2.333135843276977
137_0-11_55893536121673,0.8571428571428571,0.9411764705882353,0.897196261682243,0.7792207792207791,0.29448051948051945,96,16,6,2.4220950603485107
137_18-11_55893536121673,0.7272727272727273,0.96,0.8275862068965517,0.6611570247933884,0.2650137741046832,24,9,1,2.21863317489624
137_5-11_55893536121673,0.8807339449541285,0.9056603773584906,0.8930232558139536,0.8006672226855713,0.296163469557965,96,13,10,2.2709317207336426
137_8-11_55893536121673,0.8135593220338984,0.9411764705882353,0.8727272727272728,0.7395993836671803,0.26887519260400616,96,22,6,2.284463167190552
137_9-11_55893536121673,0.7578125,0.9065420560747663,0.825531914893617,0.6889204545454546,0.25170454545454546,97,31,10,2.3512699604034424
138_1-11_55893536121673,0.85,0.9357798165137615,0.8908296943231442,0.7727272727272727,0.2966666666666667,102,18,7,2.3173723220825195
138_17-11_55893536121673,0.8076923076923077,0.875,0.8400000000000001,0.6608391608391608,0.21433566433566434,21,5,3,2.0579097270965576
139_1-11_55893536121673,0.7636363636363637,0.8873239436619719,0.8208469055374593,0.6247933884297521,0.22694214876033056,126,39,16,2.2367970943450928
139_11-11_55893536121673,0.7444444444444445,0.881578947368421,0.8072289156626506,0.6090909090909091,0.21565656565656566,134,46,18,2.5210752487182617
139_15-11_55893536121673,0.8787878787878788,0.8529411764705882,0.8656716417910447,0.71900826446281,0.27933884297520667,29,4,5,2.200679302215576
139_2-11_55893536121673,0.7526881720430108,0.875,0.8092485549132947,0.6158357771260997,0.2294721407624633,140,46,20,2.492117404937744
139_3-11_55893536121673,0.7102272727272727,0.8680555555555556,0.78125,0.581095041322314,0.2090392561983471,125,51,19,2.321938991546631
139_5-11_55893536121673,0.6815642458100558,0.8591549295774648,0.7601246105919002,0.5576434738445911,0.18857287963433217,122,57,20,2.3015999794006348
139_6-6_64638783269962,0.81,0.9418604651162791,0.8709677419354839,0.7363636363636364,0.2689090909090909,81,19,5,2.2212255001068115
140_1-11_55893536121673,0.6935483870967742,0.7288135593220338,0.7107438016528926,0.5043988269794721,0.2062316715542522,86,38,32,2.226371049880981
140_10-11_55893536121673,0.71875,0.71875,0.71875,0.5227272727272727,0.20106534090909087,92,36,36,2.2961409091949463
140_13-6_64638783269962,0.7283950617283951,0.7866666666666666,0.7564102564102564,0.5297418630751964,0.22502805836139167,59,22,16,2.338460922241211
140_14-11_55893536121673,0.8076923076923077,0.7241379310344828,0.7636363636363636,0.5874125874125874,0.2076923076923077,21,5,8,2.176198005676269
140_16-11_55893536121673,0.6585365853658537,0.627906976744186,0.6428571428571429,0.4190687361419068,0.17339246119733925,27,14,16,2.135776996612549
140_20-6_64638783269962,0.8888888888888888,1.0,0.9411764705882353,0.888888888888889,0.5222222222222223,16,2,0,2.0888266563415527
141_0-11_55893536121673,0.78125,0.8333333333333334,0.8064516129032259,0.6392045454545454,0.2767045454545454,75,21,15,2.3250927925109863
141_1-11_55893536121673,0.7596153846153846,0.8315789473684211,0.7939698492462313,0.6215034965034966,0.2347902097902098,79,25,16,2.336023330688477
141_10-11_55893536121673,0.8333333333333334,0.7065217391304348,0.7647058823529412,0.6060606060606061,0.20757575757575758,65,13,27,2.260776996612549
141_13-6_64638783269962,0.825,0.7333333333333333,0.776470588235294,0.6,0.24068181818181816,33,7,12,2.1250946521759038
141_15-11_55893536121673,0.8421052631578947,0.64,0.7272727272727272,0.5358851674641149,0.2444976076555024,16,3,9,2.0706934928894043
141_17-11_55893536121673,0.8518518518518519,0.8846153846153846,0.8679245283018868,0.696969696969697,0.2872053872053872,23,4,3,2.065137386322021
142_0-11_55893536121673,0.6834532374100719,0.753968253968254,0.7169811320754716,0.49705689993459773,0.20752125572269456,95,44,31,2.27406907081604
142_14-11_55893536121673,0.6774193548387096,0.7,0.6885245901639343,0.4310850439882698,0.18152492668621698,21,10,9,2.155522346496582
142_4-11_55893536121673,0.726027397260274,0.7737226277372263,0.7491166077738517,0.5280199252801993,0.21662515566625157,106,40,31,2.4386489391326904
143_15-11_55893536121673,0.72,0.782608695652174,0.7499999999999999,0.5236363636363636,0.23563636363636364,18,7,5,2.355611085891724
143_17-11_55893536121673,0.7083333333333334,0.68,0.6938775510204083,0.4507575757575758,0.20530303030303032,17,7,8,2.1008453369140625
143_18-11_55893536121673,0.5555555555555556,0.5555555555555556,0.5555555555555556,0.30303030303030304,0.10067340067340066,15,12,12,2.128997802734375
143_4-11_55893536121673,0.7065217391304348,0.7647058823529411,0.7344632768361581,0.5138339920948617,0.20612648221343877,65,27,20,2.2150275707244877
143_5-11_55893536121673,0.7555555555555555,0.8192771084337349,0.7861271676300577,0.6181818181818182,0.23525252525252527,68,22,15,2.2180628776550293
144_11-11_55893536121673,0.8,0.7787610619469026,0.7892376681614349,0.5818181818181819,0.2363636363636364,88,22,25,2.3332197666168213
144_13-6_64638783269962,0.6507936507936508,0.8367346938775511,0.7321428571428571,0.5324675324675325,0.23405483405483402,41,22,8,2.1417181491851807
144_6-6_64638783269962,0.8076923076923077,0.7777777777777778,0.7924528301886792,0.5874125874125874,0.26048951048951047,42,10,12,2.0762221813201904
144_9-11_55893536121673,0.8117647058823529,0.8214285714285714,0.8165680473372781,0.6641711229946524,0.2823529411764706,69,16,15,2.428218126296997
145_12-11_55893536121673,0.7571428571428571,0.8688524590163934,0.8091603053435115,0.6194805194805194,0.262987012987013,53,17,8,2.441941976547241
