file,VMD_pred,VMD_gt,VMD_error,RSF_pred,RSF_gt,RSF_error,CoveragePercentage_pred,CoveragePercentage_gt,CoveragePercentage_error,NoDroplets_pred,NoDroplets_gt,NoDroplets_error,NoOverlappedDroplets_pred,NoOverlappedDroplets_gt,NoOverlappedDroplets_error,OverlappedDropletsPercentage_pred,OverlappedDropletsPercentage_gt,OverlappedDropletsPercentage_error
109_16-11_55893536121673,401.00047888765044,259.39,0.5459365391404852,0.5624648475991102,0.67,0.16050022746401468,1.8203125,5.59,0.6743627012522361,12,38.0,0.6842105263157895,0,31.58,1.0,0.0,12.0,1.0
109_17-11_55893536121673,384.28471277260957,259.39,0.4814939387509526,0.44907777244558217,0.58,0.22572797854209967,2.921875,7.73,0.6220084087968952,17,50.0,0.66,0,88.0,1.0,0.0,44.0,1.0
109_7-11_55893536121673,338.90726088007045,252.9,0.3400840683276807,0.5503262039981971,0.48,0.146512924996244,1.25390625,5.11,0.7546171722113503,34,144.0,0.7638888888888888,0,52.78,1.0,0.0,76.0,1.0
110_10-11_55893536121673,630.1436096805935,409.62,0.538361431767476,0.5941394770781055,0.99,0.3998591140625196,4.31640625,16.22,0.7338837083847102,35,198.0,0.8232323232323232,0,96.97,1.0,0.0,192.0,1.0
110_12-11_55893536121673,615.6556130458538,398.31,0.5456694861938033,0.7303028614060647,1.09,0.3299973748568214,3.3974609375,13.05,0.7396581657088123,35,163.0,0.7852760736196319,0,93.25,1.0,0.0,152.0,1.0
110_17-11_55893536121673,687.4293923788293,380.17,0.8082157781488001,0.7658352687442109,1.22,0.3722661731604828,6.449218750000001,13.76,0.5313067768895348,16,42.0,0.6190476190476191,0,76.19,1.0,0.0,32.0,1.0
110_18-11_55893536121673,632.742151054154,352.98,0.792572245039815,1.1210881173330591,1.42,0.2105013258217893,6.281249999999999,13.14,0.5219748858447489,15,46.0,0.6739130434782609,4,104.35,0.9616674652611404,26.666666666666668,48.0,0.4444444444444444
110_3-11_55893536121673,627.5343081632578,377.98,0.6602315153268898,0.9280425612993141,1.31,0.29157056389365343,3.8525390625000004,12.99,0.703422704965358,35,160.0,0.78125,0,115.0,1.0,0.0,184.0,1.0
110_8-11_55893536121673,607.6074811725227,387.75,0.567008333133521,0.566532966076068,1.06,0.4655349376640869,3.93701171875,12.67,0.689265057715075,35,170.0,0.7941176470588235,0,117.65,1.0,0.0,200.0,1.0
111_12-11_55893536121673,579.9743461424157,380.17,0.525565789363747,0.5188208703432114,1.02,0.4913520878988123,3.24462890625,17.06,0.8098107323417351,35,227.0,0.8458149779735683,0,149.78,1.0,0.0,340.0,1.0
111_14-11_55893536121673,513.9783092676519,364.56,0.40985930784411856,0.8383905954055685,1.06,0.2090654760324826,7.625,14.94,0.4896251673360107,23,56.0,0.5892857142857143,0,121.43,1.0,0.0,68.0,1.0
111_17-11_55893536121673,639.1922887277439,436.14,0.46556676463462165,0.6900389857345547,0.84,0.17852501698267295,9.033203125,19.72,0.5419268192190669,21,55.0,0.6181818181818182,4,94.55,0.9576943416181914,19.047619047619047,52.0,0.6336996336996337
111_2-11_55893536121673,643.0313159699422,393.07,0.635920614572321,0.5505901954950011,1.11,0.5039727968513504,4.18115234375,15.83,0.735871614418825,35,191.0,0.8167539267015707,0,134.03,1.0,0.0,256.0,1.0
112_14-11_55893536121673,482.6985848889696,351.8,0.3720823902472132,0.8265483700343478,0.87,0.049944402259370364,4.083984375,6.15,0.33593750000000006,13,22.0,0.4090909090909091,0,18.18,1.0,0.0,4.0,1.0
112_16-11_55893536121673,532.7885770113046,358.82,0.4848352293944167,0.2654444585976261,0.83,0.6801873992799685,2.705078125,5.19,0.4787903420038536,9,22.0,0.5909090909090909,0,0.0,0,0.0,0.0,0
112_17-11_55893536121673,491.123279943221,359.97,0.36434502859466333,0.8091964387148229,1.13,0.28389695688953714,2.79296875,4.75,0.4120065789473684,11,22.0,0.5,0,36.36,1.0,0.0,8.0,1.0
112_2-11_55893536121673,598.0811299724263,406.57,0.4710409768857179,0.5567057990349711,1.01,0.44880613956933557,3.71533203125,7.17,0.4818225897838215,35,91.0,0.6153846153846154,0,43.96,1.0,0.0,40.0,1.0
112_3-11_55893536121673,664.3669098943041,420.63,0.5794567907526902,0.7464826150837852,1.25,0.40281390793297184,4.08349609375,7.4,0.4481762035472973,35,85.0,0.5882352941176471,0,65.88,1.0,0.0,56.0,1.0
113_12-11_55893536121673,641.7541919367266,375.78,0.7077923038392853,0.9267181049179943,1.09,0.14979990374495938,4.419921875,9.79,0.5485268769152196,35,129.0,0.7286821705426356,0,68.22,1.0,0.0,88.0,1.0
113_13-6_64638783269962,1091.3640141969702,381.27,1.8624439746032213,0.6535399920721442,1.08,0.39487037771097766,6.252547554347826,10.93,0.42794624388400493,33,82.0,0.5975609756097561,0,112.2,1.0,0.0,92.0,1.0
113_15-11_55893536121673,497.76038201215493,300.9,0.6542385577007477,0.9591040814068267,1.34,0.28425068551729354,3.6464843750000004,7.51,0.5144494840213049,11,39.0,0.717948717948718,0,30.77,1.0,0.0,12.0,1.0
113_4-11_55893536121673,663.1308773634595,381.27,0.739268438018883,0.5797304902221411,1.16,0.5002323360153956,4.18310546875,11.5,0.6362516983695652,35,144.0,0.7569444444444444,0,91.67,1.0,0.0,132.0,1.0
114_11-11_55893536121673,603.5431714697743,396.22,0.5232526663716477,0.986814518452066,1.16,0.14929782892063267,4.025390625,10.1,0.6014464727722773,35,123.0,0.7154471544715447,0,65.04,1.0,0.0,80.0,1.0
114_3-11_55893536121673,596.7078075401894,387.75,0.5388982786336283,0.8826466973670722,1.03,0.14306145886692018,3.5395507812499996,10.24,0.6543407440185547,35,135.0,0.7407407407407407,0,94.81,1.0,0.0,128.0,1.0
114_5-11_55893536121673,559.820163881113,374.67,0.4941686387517361,0.6732601421727926,1.16,0.41960332571310976,3.1367187499999996,9.27,0.6616268878101402,35,135.0,0.7407407407407407,4,82.96,0.9517839922854388,11.428571428571429,112.0,0.8979591836734694
115_0-11_55893536121673,419.009377120844,336.11,0.246643590255702,0.6595975956509361,0.7,0.057717720498662625,0.62353515625,0.75,0.16861979166666666,11,13.0,0.15384615384615385,0,0.0,0,0.0,0.0,0
115_16-11_55893536121673,452.8838771797282,471.82,0.04013420969918996,0.0,0.0,nan,0.244140625,0.52,0.5304987980769231,1,1.0,0.0,0,0.0,0,0.0,0.0,0
115_2-11_55893536121673,509.1671739700132,354.16,0.4376755533375118,0.5569048204646168,0.71,0.2156270134301172,0.89892578125,1.22,0.26317558913934425,16,20.0,0.2,0,0.0,0,0.0,0.0,0
115_9-11_55893536121673,461.8527454261984,374.67,0.23269209017588377,1.6911594714212421,1.9,0.10991606767303042,0.95849609375,1.2,0.20125325520833331,11,14.0,0.21428571428571427,0,0.0,0,0.0,0.0,0
116_8-11_55893536121673,620.9630872069329,400.39,0.5508955948123901,0.7011961673851488,1.24,0.4345192198506865,4.15380859375,14.44,0.7123401250865651,35,173.0,0.7976878612716763,0,106.36,1.0,0.0,184.0,1.0
117_1-11_55893536121673,611.6447845979247,387.75,0.5774204631796899,0.7213853656127276,0.96,0.2485569108200754,3.7080078125,9.81,0.6220175522426096,35,122.0,0.7131147540983607,0,95.08,1.0,0.0,116.0,1.0
117_13-6_64638783269962,1095.901929879293,384.52,1.8500518305401359,0.7093378756709753,1.04,0.3179443503163699,6.455502717391304,10.12,0.36210447456607664,35,72.0,0.5138888888888888,4,33.33,0.87998799879988,11.428571428571429,24.0,0.5238095238095238
118_19-11_55893536121673,518.7448252721739,418.65,0.2390895145638933,1.0091768261208995,1.18,0.14476540159245796,6.298828125,11.71,0.4620983667805295,16,37.0,0.5675675675675675,0,54.05,1.0,0.0,20.0,1.0
118_8-11_55893536121673,587.0045948982821,387.75,0.5138738746570783,0.8634611024799546,1.03,0.1616882500194616,3.46435546875,9.13,0.6205525225903615,35,119.0,0.7058823529411765,0,50.42,1.0,0.0,60.0,1.0
119_10-11_55893536121673,507.55332783751396,383.44,0.32368383016251295,1.114735865167215,1.24,0.10101946357482659,2.3603515625,3.34,0.2933079154191616,31,44.0,0.29545454545454547,0,45.45,1.0,0.0,20.0,1.0
119_13-6_64638783269962,968.4894870589707,450.2,1.1512427522411612,0.6236841206571084,0.82,0.23940960895474578,3.538552989130435,4.91,0.2793171101567342,22,31.0,0.2903225806451613,0,25.81,1.0,0.0,8.0,1.0
119_6-6_64638783269962,1073.0204554285008,451.12,1.378569904744859,0.6783151475537085,0.87,0.2203274166049328,3.5623301630434785,4.33,0.17729095541721052,21,25.0,0.16,0,16.0,1.0,0.0,4.0,1.0
119_8-11_55893536121673,587.0045948982821,418.65,0.4021368563197949,0.8203771770081542,1.08,0.2403915027702277,2.3515625,3.19,0.2628330721003135,25,38.0,0.34210526315789475,0,31.58,1.0,0.0,12.0,1.0
11_2-16_245824983299933,229.1431307929431,246.4,0.07003599515851013,0.7181106259931156,0.5,0.4362212519862312,0.25537109375,5.45,0.9531429185779816,16,314.0,0.9490445859872612,0,70.06,1.0,0.0,220.0,1.0
11_3-16_245824983299933,313.7671540816289,243.04,0.29101034431216644,0.8436076037994457,0.54,0.5622363033323067,0.1923828125,4.81,0.9600035732848233,8,290.0,0.9724137931034482,0,45.52,1.0,0.0,132.0,1.0
11_4-11_016700066800267,422.38365123123145,236.2,0.7882457715124109,0.7213623683151188,0.62,0.16348769083083678,0.3283410138248848,5.05,0.9349819774604188,9,201.0,0.9552238805970149,0,27.86,1.0,0.0,56.0,1.0
120_16-11_55893536121673,475.8514495671047,386.67,0.23063969164172204,0.547286084649235,0.54,0.013492749350435127,5.955078125,12.67,0.5299859411996843,20,39.0,0.48717948717948717,0,102.56,1.0,0.0,40.0,1.0
121_1-11_55893536121673,562.7435266506633,421.61,0.334749001804187,0.6436555548898233,0.57,0.1292202717365322,3.21484375,12.88,0.7504003299689441,35,138.0,0.7463768115942029,0,130.43,1.0,0.0,180.0,1.0
121_10-11_55893536121673,547.9707768581079,401.43,0.3650468994796301,0.38066850049730844,0.48,0.20694062396394072,3.02001953125,10.11,0.7012839237141444,35,115.0,0.6956521739130435,0,114.78,1.0,0.0,132.0,1.0
121_11-11_55893536121673,585.6052970918395,418.65,0.3987944514316004,0.40728320457941014,0.51,0.20140548121684287,3.6235351562499996,12.98,0.7208370449730355,35,144.0,0.7569444444444444,0,105.56,1.0,0.0,152.0,1.0
121_19-11_55893536121673,525.0328709189141,421.61,0.24530459647284006,0.5008553674510388,0.61,0.17892562712944465,7.3671875,13.83,0.4673038684020246,24,36.0,0.3333333333333333,4,77.78,0.9485728979172023,16.666666666666664,28.0,0.4047619047619048
121_9-11_55893536121673,558.3527428411197,405.55,0.3767790478143748,0.47776951228514125,0.56,0.14684015663367642,3.2099609374999996,11.8,0.7279694120762712,35,131.0,0.732824427480916,0,119.08,1.0,0.0,156.0,1.0
122_12-11_55893536121673,575.7149909758286,397.27,0.44917811809557395,0.414173802919917,0.55,0.24695672196378732,3.0029296875,8.03,0.626036153486924,35,98.0,0.6428571428571429,4,73.47,0.9455560092554784,11.428571428571429,72.0,0.8412698412698413
122_13-6_64638783269962,983.7422283458463,405.55,1.4256989972773921,0.5475861245343596,0.56,0.0221676347600722,5.667459239130435,8.75,0.3522903726708075,35,56.0,0.375,0,50.0,1.0,0.0,28.0,1.0
122_7-11_55893536121673,592.5687438858004,410.63,0.443072215585321,0.42954131437623727,0.52,0.17395901081492834,3.36328125,11.93,0.7180820410729254,35,131.0,0.732824427480916,0,79.39,1.0,0.0,104.0,1.0
123_12-11_55893536121673,578.5580452587691,418.65,0.3819611734354929,0.48033598389618654,0.46,0.04420866064388373,3.26025390625,14.89,0.7810440627098724,35,163.0,0.7852760736196319,0,134.97,1.0,0.0,220.0,1.0
123_15-11_55893536121673,468.904340197887,401.43,0.16808494680987218,0.3769759921810875,0.55,0.3145891051252955,5.244140625,9.28,0.43489863954741376,19,30.0,0.36666666666666664,0,66.67,1.0,0.0,20.0,1.0
123_19-11_55893536121673,515.5720442841221,392.01,0.31520125579480646,0.5510783208476463,0.59,0.06596894771585368,5.248046875,8.74,0.39953697082379863,18,28.0,0.35714285714285715,0,85.71,1.0,0.0,24.0,1.0
124_1-11_55893536121673,538.9127847735938,415.66,0.2965230832256983,0.48135815959894795,0.56,0.1404318578590216,2.9892578125,10.34,0.7109034997582205,35,113.0,0.6902654867256637,0,92.04,1.0,0.0,104.0,1.0
124_10-11_55893536121673,552.4440819119185,399.35,0.3833581617927093,0.43128498701803386,0.51,0.15434316270973755,3.1845703125,9.04,0.6477245229535398,35,98.0,0.6428571428571429,0,69.39,1.0,0.0,68.0,1.0
124_16-11_55893536121673,486.08598493801816,400.39,0.2140312818452463,0.5142300376282166,0.43,0.19588380843771308,4.830078125,8.48,0.43041531544811323,15,25.0,0.4,0,64.0,1.0,0.0,16.0,1.0
124_2-11_55893536121673,565.6517812988617,398.31,0.42012950038628627,0.5127242247402664,0.56,0.08442102724952445,3.29296875,8.21,0.5989075822168088,35,92.0,0.6195652173913043,0,60.87,1.0,0.0,56.0,1.0
124_5-11_55893536121673,596.7078075401894,419.64,0.4219516908306868,0.5351451329489179,0.53,0.009707798016826094,3.4145507812500004,7.92,0.5688698508522727,35,85.0,0.5882352941176471,0,56.47,1.0,0.0,48.0,1.0
124_7-11_55893536121673,532.7885770113046,399.35,0.33413941908427336,0.4357783849481647,0.46,0.05265568489529422,2.65869140625,6.97,0.6185521655308465,35,86.0,0.5930232558139535,0,55.81,1.0,0.0,48.0,1.0
125_0-11_55893536121673,520.3239608131965,405.55,0.2830081637608101,0.41439333647752224,0.45,0.07912591893883948,2.673828125,6.35,0.5789247047244094,35,70.0,0.5,0,74.29,1.0,0.0,52.0,1.0
125_19-11_55893536121673,534.326209579322,425.54,0.25564273529943604,0.34652864124170213,0.51,0.3205320759966625,3.93359375,7.03,0.4404560810810811,13,18.0,0.2777777777777778,4,66.67,0.9400029998500075,30.76923076923077,12.0,1.564102564102564
125_3-11_55893536121673,553.9271559412639,434.23,0.275653814663344,0.6501244903615809,0.57,0.140569281336107,3.14111328125,7.6,0.5866956208881579,35,83.0,0.5783132530120482,0,48.19,1.0,0.0,40.0,1.0
126_16-11_55893536121673,513.9783092676519,415.66,0.23653541179726661,1.0497818732751316,0.61,0.72095389061497,5.3828125,10.29,0.4768889698736637,16,28.0,0.42857142857142855,0,128.57,1.0,0.0,36.0,1.0
127_14-11_55893536121673,507.55332783751396,377.98,0.3428047193965658,0.5347944076798238,0.56,0.045009986286029056,5.267578125,13.62,0.6132468337004405,18,44.0,0.5909090909090909,0,136.36,1.0,0.0,60.0,1.0
127_15-11_55893536121673,581.3871968258309,410.63,0.415841991149772,0.5177000029816212,0.52,0.004423071189189993,9.22265625,18.51,0.5017473662884927,23,51.0,0.5490196078431373,0,125.49,1.0,0.0,64.0,1.0
127_17-11_55893536121673,537.3882759632509,424.56,0.2657534293462664,0.5648615286209874,0.45,0.2552478413799719,9.41796875,17.18,0.4518062427240978,23,46.0,0.5,0,121.74,1.0,0.0,56.0,1.0
127_20-6_64638783269962,929.2629731814296,443.69,1.0943969284442507,0.6076272426160934,0.42,0.44673153003831756,10.543478260869566,16.75,0.37053861129136917,17,25.0,0.32,4,160.0,0.975,23.52941176470588,40.0,0.411764705882353
127_9-11_55893536121673,595.3313171081669,413.66,0.43918028600340103,0.552775942918853,0.54,0.02365915355343144,3.45556640625,18.82,0.816388607531881,35,211.0,0.8341232227488151,0,170.62,1.0,0.0,360.0,1.0
128_14-11_55893536121673,499.40587536648104,392.01,0.27396208098385516,0.6958694435287819,0.6,0.15978240588130319,3.599609375,5.68,0.36626595510563376,13,19.0,0.3157894736842105,0,42.11,1.0,0.0,8.0,1.0
128_15-11_55893536121673,426.76946928511256,375.78,0.13568968355184574,0.46209919597224763,0.3,0.5403306532408255,2.419921875,4.6,0.473930027173913,10,15.0,0.3333333333333333,0,26.67,1.0,0.0,4.0,1.0
128_4-11_55893536121673,547.9707768581079,408.61,0.3410606124620246,0.4435415376850236,0.56,0.20796153984817226,3.205078125,6.19,0.4822167810985461,35,65.0,0.46153846153846156,0,55.38,1.0,0.0,36.0,1.0
128_5-11_55893536121673,559.820163881113,405.55,0.380397395835564,0.39534472913756097,0.49,0.19317402216824292,3.1269531250000004,6.21,0.4964648752012882,35,72.0,0.5138888888888888,0,27.78,1.0,0.0,20.0,1.0
129_13-6_64638783269962,1025.72735825737,408.61,1.5102845213219696,0.5230115817049731,0.64,0.18279440358597956,5.931555706521739,18.77,0.6839874423803016,35,119.0,0.7058823529411765,0,184.87,1.0,0.0,220.0,1.0
129_14-11_55893536121673,532.7885770113046,399.35,0.33413941908427336,0.2530685031944865,0.54,0.531354623713914,6.443359375,12.94,0.502058780911901,18,40.0,0.55,0,100.0,1.0,0.0,40.0,1.0
129_15-11_55893536121673,544.9681746589692,412.65,0.32065473078630624,0.5313962124806609,0.46,0.15520915756665415,6.06640625,13.61,0.5542684606906686,17,42.0,0.5952380952380952,0,104.76,1.0,0.0,44.0,1.0
129_2-11_55893536121673,572.8578269823577,403.49,0.41975718600797457,0.3774604028935989,0.55,0.3137083583752748,3.4892578124999996,15.44,0.7740117997085492,35,176.0,0.8011363636363636,0,161.36,1.0,0.0,284.0,1.0
129_20-6_64638783269962,937.2396256932066,426.51,1.1974622533896195,5.6071059642366095,0.61,8.191976990551819,35.17323369565217,21.18,0.6606814776039741,25,32.0,0.21875,44,150.0,0.7066666666666667,176.0,48.0,2.6666666666666665
129_3-11_55893536121673,585.6052970918395,410.63,0.42611425636665484,0.49798744565474085,0.58,0.14140095576768813,3.8828125,18.83,0.793796468401487,35,206.0,0.8300970873786407,0,166.99,1.0,0.0,344.0,1.0
12_1-16_245824983299933,206.54682687357692,239.64,0.1380953644067062,0.8342498276062588,0.51,0.6357839756985466,0.19580078125,4.54,0.9568720746145375,13,273.0,0.9523809523809523,0,54.21,1.0,0.0,148.0,1.0
12_5-16_245824983299933,229.1431307929431,239.64,0.04380265901793055,0.2991553208430735,0.62,0.5174914179950427,0.1708984375,5.72,0.9701226507867133,7,205.0,0.9658536585365853,0,62.44,1.0,0.0,128.0,1.0
130_0-11_55893536121673,568.5451596715293,432.31,0.3151330287791846,0.3758586251775176,0.37,0.015834122101398968,3.55126953125,13.79,0.7424750158629442,35,137.0,0.7445255474452555,0,143.07,1.0,0.0,196.0,1.0
130_12-11_55893536121673,585.6052970918395,430.39,0.360638716261622,0.41339574424894227,0.4,0.03348936062235561,3.57958984375,14.43,0.7519341757623007,35,145.0,0.7586206896551724,0,126.9,1.0,0.0,184.0,1.0
130_19-11_55893536121673,564.1995278595157,433.27,0.3021892304094807,0.37205801006510486,0.43,0.1347488138020817,6.34765625,12.24,0.48140063316993464,18,30.0,0.4,4,26.67,0.850018747656543,22.22222222222222,8.0,1.7777777777777777
