DropletID,CenterX,CenterY,Area,OverlappedDropletsID,,DropletID_GT,CenterX_GT,CenterY_GT,Area_GT,OverlappedDropletsID_GT
48,1010.3221393034825,16.82587064676617,134.0,[],,1247.0,995.0,22.0,57.5,[]
49,1047.0737913486005,14.585241730279899,65.5,[],,1288.0,1024.0,33.0,117.5,[]
50,1209.8990610328638,15.784037558685448,71.0,[],,1493.0,1189.0,9.0,53.5,[]
51,559.4280303030303,16.690656565656564,132.0,[],,713.0,560.0,17.0,108.5,[714]
52,495.4537037037037,15.444444444444445,54.0,[],,640.0,496.0,16.0,26.5,[]
53,586.7863247863248,15.461538461538462,39.0,[],,713.0,560.0,17.0,108.5,[714]
54,717.0070921985815,19.625531914893617,117.5,[],,873.0,699.0,18.0,66.0,[884]
55,781.877358490566,15.770440251572328,53.0,[],,941.0,753.0,19.0,50.5,[934]
56,109.7896174863388,19.080601092896178,122.0,[],,110.0,88.0,8.0,159.5,[100]
57,330.84537389100126,20.17743979721166,131.5,[],,449.0,331.0,20.0,95.0,[446]
58,417.8401997503121,20.122347066167293,133.5,[],,535.0,400.0,42.0,53.5,[538]
59,443.8822800495663,20.15117719950434,134.5,[],,551.0,418.0,20.0,95.0,[]
60,612.0666666666666,16.098039215686274,42.5,[],,747.0,587.0,16.0,22.0,[]
61,771.1393939393939,22.154882154882152,247.5,[],,934.0,746.0,15.0,165.5,[941]
62,867.651754385965,21.65438596491228,190.0,[],,1056.0,846.0,3.0,125.0,[]
63,512.3904109589041,20.054794520547944,146.0,[],,653.0,508.0,5.0,106.5,[]
64,684.8102372034957,21.26466916354557,133.5,[],,816.0,656.0,14.0,66.0,[]
65,1074.8076416337285,21.299077733860344,126.5,[],,1316.0,1047.0,15.0,39.0,[]
66,1113.7799352750808,17.779935275080906,51.5,[],,1363.0,1087.0,10.0,58.5,[1360]
67,1161.6201550387595,17.441860465116278,43.0,[],,1432.0,1142.0,7.0,95.0,[]
68,120.6678486997636,22.79787234042553,141.0,[],,121.0,99.0,34.0,66.0,[126]
69,1264.4882434301521,22.26002766251729,120.5,[],,1573.0,1265.0,22.0,95.0,[1581]
70,200.53012048192772,21.224899598393574,83.0,[],,249.0,183.0,32.0,39.0,[]
71,753.5972222222222,20.663194444444446,48.0,[],,926.0,734.0,25.0,95.0,[919]
72,995.1590909090909,21.31060606060606,88.0,[],,1237.0,986.0,49.0,31.5,[]
73,1017.4774774774775,20.73873873873874,37.0,[],,1247.0,995.0,22.0,57.5,[]
74,1274.575907590759,23.264026402640262,101.0,[],,1573.0,1265.0,22.0,95.0,[1581]
75,133.87735849056602,20.770440251572325,53.0,[],,141.0,111.0,19.0,125.0,"[152, 156]"
76,476.7789203084833,25.41730934018852,194.5,[],,604.0,466.0,5.0,125.0,[594]
77,880.7757296466974,23.15668202764977,108.5,[],,1068.0,854.0,21.0,143.5,"[1060, 1093]"
78,609.9928315412187,22.939068100358426,46.5,[],,747.0,587.0,16.0,22.0,[]
79,1311.3713768115942,23.39673913043478,92.0,[],,1596.0,1287.0,6.0,95.0,[1607]
80,68.85890151515152,28.227272727272727,176.0,[],,88.0,70.0,29.0,159.5,[97]
81,277.9654088050315,26.352201257861637,159.0,[],,389.0,278.0,26.0,125.0,[]
82,636.1657355679703,24.988826815642458,89.5,[],,769.0,610.0,23.0,31.0,[772]
83,657.3792880258899,29.183818770226537,257.5,[],,817.0,658.0,29.0,214.5,[]
84,733.9241773962805,25.80829756795422,116.5,[],,896.0,712.0,10.0,44.0,[884]
85,1105.4701754385965,27.085380116959062,142.5,[],,1360.0,1081.0,11.0,106.5,[1363]
86,603.0281124497992,25.008032128514053,41.5,[],,747.0,587.0,16.0,22.0,[]
87,1157.80291005291,26.71825396825397,126.0,[],,1419.0,1131.0,40.0,108.5,[1424]
88,560.2968369829684,26.07785888077859,68.5,[],,690.0,537.0,40.0,125.0,[684]
89,361.8926342072409,30.27215980024969,133.5,[],,472.0,347.0,51.0,199.0,[459]
90,464.7544910179641,28.325349301397203,83.5,[],,578.0,444.0,20.0,95.0,[]
91,234.418779342723,34.780281690140846,177.5,[],,322.0,230.0,54.0,125.0,[330]
92,1023.7584388185654,32.87236286919831,158.0,[],,1268.0,1011.0,17.0,117.5,"[1278, 1282]"
93,1167.56050955414,31.21443736730361,78.5,[],,1448.0,1158.0,27.0,106.5,[1461]
94,79.9988137603796,33.704626334519574,140.5,[],,88.0,70.0,29.0,159.5,[97]
95,183.16272965879267,31.69028871391076,63.5,[],,221.0,168.0,7.0,44.0,[222]
96,301.3238434163701,34.71648873072361,140.5,[],,389.0,278.0,26.0,125.0,[]
97,98.04929577464789,32.75352112676056,71.0,[],,88.0,70.0,29.0,159.5,[97]
98,879.7446808510638,31.163120567375888,23.5,[],,1066.0,853.0,44.0,22.0,[1079]
99,885.0434343434342,38.23737373737374,165.0,[],,1079.0,860.0,48.0,106.5,"[1066, 1070, 1074, 1094]"
100,1043.1442786069651,33.5,67.0,[],,1288.0,1024.0,33.0,117.5,[]
101,132.24047124047124,39.24532224532224,240.5,[],,173.0,133.0,39.0,214.5,[190]
102,336.359375,32.890625,32.0,[],,428.0,313.0,51.0,95.0,[]
103,871.7836538461538,35.51282051282051,104.0,[],,1066.0,853.0,44.0,22.0,[1079]
104,146.32955618508026,42.341831916902734,176.5,[],,173.0,133.0,39.0,214.5,[190]
105,700.7119341563786,36.510288065843625,40.5,[],,851.0,685.0,21.0,95.0,[]
106,902.1561561561562,39.23573573573574,111.0,[],,1105.0,873.0,35.0,108.5,[1101]
107,1175.5280326197758,41.757390417940876,163.5,[],,1448.0,1158.0,27.0,106.5,[1461]
108,202.29812206572768,38.828638497652584,71.0,[],,239.0,179.0,45.0,50.5,[]
109,537.3871706758305,39.91179839633448,145.5,[],,667.0,517.0,61.0,66.0,[]
110,778.5967741935484,37.03225806451613,31.0,[],,936.0,750.0,41.0,58.5,[]
111,1129.905684754522,39.78940568475452,129.0,[],,1391.0,1105.0,27.0,95.0,[1398]
112,1209.061224489796,37.72108843537415,49.0,[],,1517.0,1209.0,38.0,27.5,[]
113,11.300687285223368,40.26288659793814,97.0,[],,1.0,0.0,53.0,95.0,[6]
114,101.63401360544218,40.82585034013606,122.5,[],,97.0,79.0,33.0,125.0,[88]
115,472.8507078507078,42.27284427284427,129.5,[],,591.0,456.0,43.0,44.0,[]
116,750.0723809523809,40.163809523809526,87.5,[],,914.0,726.0,44.0,66.0,[]
117,193.34983498349834,39.71287128712871,50.5,[],,239.0,179.0,45.0,50.5,[]
118,402.7445887445887,43.1017316017316,154.0,[],,538.0,404.0,43.0,95.0,[535]
119,455.9686800894854,42.17673378076062,74.5,[],,575.0,442.0,51.0,108.5,[]
120,961.5694098088112,45.54197838736492,200.5,[],,1189.0,938.0,55.0,101.0,[1177]
121,1363.973597359736,41.27062706270627,50.5,[],,1670.0,1345.0,42.0,6.0,[]
122,725.0106382978723,43.09574468085106,94.0,[],,878.0,701.0,37.0,22.0,[]
123,914.4848484848485,41.1010101010101,33.0,[],,1137.0,892.0,54.0,27.0,[]
124,1011.891823899371,45.03647798742138,132.5,[],,1247.0,995.0,22.0,57.5,[]
125,1314.2522522522522,44.1068211068211,129.5,[],,1627.0,1312.0,24.0,66.0,[]
126,178.59552845528455,45.22154471544715,82.0,[],,205.0,157.0,56.0,62.5,"[208, 211]"
127,551.4317976513099,48.040650406504064,184.5,[],,684.0,533.0,51.0,165.5,"[690, 693]"
128,771.5711934156378,48.71111111111111,202.5,[],,938.0,751.0,54.0,176.5,[]
129,810.1551724137931,45.62413793103448,145.0,[],,995.0,806.0,54.0,108.5,"[1001, 1006]"
130,852.7929824561403,43.97543859649123,47.5,[],,1034.0,832.0,53.0,66.0,[]
131,1136.1157894736841,45.32631578947368,47.5,[],,1419.0,1131.0,40.0,108.5,[1424]
132,210.0625,46.902243589743584,104.0,[],,265.0,193.0,42.0,50.5,[267]
133,919.3513513513514,45.91891891891892,55.5,[],,1137.0,892.0,54.0,27.0,[]
134,347.6032763532764,50.47863247863248,234.0,[],,452.0,332.0,67.0,159.5,"[459, 444]"
135,634.8948863636364,50.654356060606055,176.0,[],,791.0,636.0,51.0,159.5,"[800, 803]"
136,193.8815789473684,49.54298245614035,190.0,[],,246.0,182.0,76.0,159.5,"[231, 254, 258]"
137,237.10313075506446,47.91528545119705,90.5,[],,295.0,208.0,47.0,57.5,"[300, 301]"
138,665.7878787878789,47.72261072261072,71.5,[],,791.0,636.0,51.0,159.5,"[800, 803]"
139,864.7440476190476,47.68452380952381,112.0,[],,1066.0,853.0,44.0,22.0,[1079]
140,1237.8030303030303,44.96969696969697,11.0,[],,1517.0,1209.0,38.0,27.5,[]
141,1284.1666666666667,46.3,30.0,[],,1571.0,1264.0,68.0,57.0,"[1565, 1575, 1579]"
143,312.8805031446541,51.15345911949685,132.5,[],,401.0,289.0,63.0,39.0,"[393, 402]"
144,532.1192758253461,50.46964856230032,156.5,[],,667.0,517.0,61.0,66.0,[]
145,643.3869047619047,47.26190476190476,28.0,[],,790.0,636.0,26.0,58.5,[]
146,985.4150943396227,48.37735849056604,53.0,[],,1217.0,964.0,61.0,50.5,[]
147,1037.6485943775099,49.21285140562249,83.0,[],,1270.0,1012.0,45.0,95.0,[]
148,53.146067415730336,50.172284644194754,89.0,[],,52.0,39.0,65.0,31.5,[53]
149,109.23312883435582,49.50102249488753,81.5,[],,113.0,90.0,56.0,108.5,[]
150,441.4387755102041,51.06802721088435,147.0,[],,575.0,442.0,51.0,108.5,[]
151,903.0486111111112,46.958333333333336,24.0,[],,1114.0,879.0,57.0,117.5,[1119]
152,713.8700564971751,50.59322033898305,59.0,[],,878.0,701.0,37.0,22.0,[]
153,732.7184115523465,51.55475330926594,138.5,[],,908.0,720.0,75.0,125.0,[]
154,751.8955916473318,53.55761794276875,215.5,[],,938.0,751.0,54.0,176.5,[]
155,3.5772357723577235,53.8719512195122,82.0,[],,1.0,0.0,53.0,95.0,[6]
156,66.85446009389672,51.436619718309856,35.5,[],,61.0,53.0,51.0,58.5,[]
157,74.204802259887,55.61158192090396,118.0,[],,61.0,53.0,51.0,58.5,[]
158,831.3190730837789,52.42424242424243,93.5,[],,995.0,806.0,54.0,108.5,"[1001, 1006]"
159,855.7287287287288,54.67567567567568,166.5,[],,1049.0,840.0,75.0,117.5,[]
160,937.5067204301075,54.62231182795699,124.0,[],,1153.0,909.0,58.0,27.5,"[1146, 1162]"
161,229.47008547008548,54.98778998778999,136.5,[],,292.0,205.0,61.0,106.5,[301]
162,581.5207207207206,54.48288288288288,92.5,[],,742.0,582.0,55.0,62.5,[]
163,804.8418079096044,54.978813559322035,118.0,[],,995.0,806.0,54.0,108.5,"[1001, 1006]"
164,901.6779184247538,55.30520393811533,118.5,[],,1114.0,879.0,57.0,117.5,[1119]
165,89.32626619552414,56.2002355712603,141.5,[],,93.0,74.0,55.0,95.0,[86]
166,160.09598214285714,57.924107142857146,224.0,[],,211.0,161.0,57.0,125.0,"[203, 205, 208]"
167,892.1843971631205,53.6063829787234,47.0,[],,1094.0,867.0,49.0,50.5,[1079]
168,926.2678571428571,56.424107142857146,112.0,[],,1146.0,902.0,55.0,117.5,[1153]
169,12.562248995983937,54.3293172690763,41.5,[],,1.0,0.0,53.0,95.0,[6]
170,335.03333333333336,56.84126984126984,105.0,[],,420.0,308.0,62.0,31.0,[]
171,494.5664414414414,56.60923423423423,148.0,[],,611.0,473.0,42.0,95.0,[]
172,595.8173690932312,58.20945083014048,130.5,[],,742.0,582.0,55.0,62.5,[]
173,878.8469520103761,56.351491569390404,128.5,[],,1070.0,855.0,51.0,125.0,"[1074, 1079]"
174,913.9132653061224,56.50680272108844,98.0,[],,1137.0,892.0,54.0,27.0,[]
175,1017.6963824289406,56.83979328165375,129.0,[],,1256.0,999.0,73.0,117.5,"[1248, 1257]"
176,1105.05900621118,57.34782608695652,161.0,[],,1392.0,1105.0,57.0,125.0,[]
177,1215.2478314745974,57.63444857496902,134.5,[],,1528.0,1216.0,58.0,101.0,[]
178,212.79393939393938,56.37979797979798,82.5,[],,265.0,193.0,42.0,50.5,[267]
179,539.6630036630037,56.8974358974359,45.5,[],,667.0,517.0,61.0,66.0,[]
180,609.9285714285714,56.845238095238095,98.0,[],,742.0,582.0,55.0,62.5,[]
181,104.85432098765432,60.46666666666667,135.0,[],,113.0,90.0,56.0,108.5,[]
182,249.30615942028987,58.39673913043478,92.0,[],,322.0,230.0,54.0,125.0,[330]
183,1028.8156732891832,62.02759381898454,151.0,[],,1270.0,1012.0,45.0,95.0,[]
184,641.8375634517766,62.807106598984774,197.0,[],,791.0,636.0,51.0,159.5,"[800, 803]"
185,204.2201550387597,61.31782945736435,107.5,[],,246.0,182.0,76.0,159.5,"[231, 254, 258]"
186,516.4420677361854,60.470588235294116,93.5,[],,639.0,494.0,57.0,106.5,[641]
187,820.3438045375218,60.52879581151832,95.5,[],,995.0,806.0,54.0,108.5,"[1001, 1006]"
188,963.7325102880658,61.31069958847737,81.0,[],,1189.0,938.0,55.0,101.0,[1177]
189,1273.0973654066438,63.171821305841924,145.5,[],,1563.0,1257.0,79.0,117.5,[1565]
190,17.4375,63.125,144.0,[],,1.0,0.0,53.0,95.0,[6]
191,307.93993993993996,61.61561561561561,55.5,[],,399.0,288.0,78.0,41.5,[]
193,152.6431924882629,65.37793427230046,71.0,[],,165.0,128.0,72.0,31.0,[]
195,144.17758369723435,66.20815138282387,114.5,[],,165.0,128.0,72.0,31.0,[]
196,374.3087330873309,65.63714637146371,135.5,[],,506.0,375.0,66.0,101.0,[]
197,462.8805031446541,66.15345911949686,132.5,[],,575.0,442.0,51.0,108.5,[]
198,702.0232558139535,64.26937984496125,86.0,[],,840.0,679.0,64.0,117.5,[845]
199,1332.8498023715415,66.5098814229249,126.5,[],,1633.0,1315.0,44.0,125.0,[1640]
200,38.60585585585586,65.41891891891892,74.0,[],,17.0,13.0,55.0,22.0,[]
201,332.59884559884557,66.05194805194805,115.5,[],,420.0,308.0,62.0,31.0,[]
202,255.51572327044028,66.44339622641509,53.0,[],,322.0,230.0,54.0,125.0,[330]
203,881.0566037735849,67.21069182389937,106.0,[],,1074.0,858.0,56.0,101.0,"[1070, 1079]"
204,981.2083333333334,69.77891156462584,196.0,[],,1218.0,967.0,94.0,143.5,[]
205,1057.483498349835,70.56765676567656,202.0,[],,1332.0,1058.0,71.0,159.5,[]
206,1260.8982843137255,67.84926470588235,136.0,[],,1563.0,1257.0,79.0,117.5,[1565]
207,429.09343434343435,67.5530303030303,66.0,[],,553.0,419.0,83.0,24.5,[]
208,511.56709956709955,66.83116883116882,38.5,[],,639.0,494.0,57.0,106.5,[641]
209,97.41245136186771,74.53696498054475,257.0,[],,119.0,98.0,73.0,214.5,"[118, 132]"
210,761.8109339407745,71.54365983295368,219.5,[],,938.0,751.0,54.0,176.5,[]
211,1184.6149068322982,69.2463768115942,80.5,[],,1444.0,1156.0,71.0,58.5,[]
212,503.44505494505495,70.42673992673993,91.0,[],,632.0,488.0,90.0,125.0,[623]
213,931.3809523809523,73.0104761904762,175.0,[],,1177.0,927.0,56.0,95.0,[1189]
214,999.413145539906,72.01525821596243,142.0,[],,1230.0,979.0,70.0,95.0,[1233]
215,1156.0944444444444,70.1037037037037,90.0,[],,1444.0,1156.0,71.0,58.5,[]
216,265.3742937853107,72.17655367231639,118.0,[],,345.0,245.0,89.0,159.5,[]
217,1280.8233333333333,69.93,50.0,[],,1563.0,1257.0,79.0,117.5,[1565]
218,184.98800959232614,72.74340527577938,69.5,[],,208.0,159.0,61.0,95.0,"[203, 205, 211]"
219,327.6511627906977,73.52713178294574,107.5,[],,420.0,308.0,62.0,31.0,[]
220,524.7685664939551,72.87046632124353,96.5,[],,648.0,504.0,71.0,62.5,[]
221,624.877358490566,70.77044025157232,53.0,[],,770.0,610.0,57.0,63.5,[]
222,646.5103734439834,73.32365145228216,120.5,[],,779.0,625.0,71.0,31.0,[]
223,1343.9503267973855,74.44313725490196,127.5,[],,1641.0,1323.0,57.0,125.0,"[1634, 1640]"
224,127.94444444444444,71.71913580246914,54.0,[],,132.0,105.0,61.0,108.5,"[119, 134]"
225,839.7390841320553,74.86687965921192,156.5,[],,1017.0,817.0,76.0,95.0,[1004]
226,860.3772893772893,71.84981684981685,45.5,[],,1049.0,840.0,75.0,117.5,[]
227,720.0736196319018,75.38957055214723,163.0,[],,867.0,694.0,89.0,106.5,"[848, 872]"
228,817.9059405940594,75.74092409240924,101.0,[],,995.0,806.0,54.0,108.5,"[1001, 1006]"
229,359.3936507936508,74.34603174603174,52.5,[],,459.0,336.0,57.0,108.5,"[452, 472]"
230,517.2175925925926,77.74228395061728,108.0,[],,641.0,496.0,59.0,27.0,[639]
231,809.486301369863,80.01141552511415,146.0,[],,969.0,781.0,78.0,66.0,[979]
232,1027.0848484848484,78.46363636363637,165.0,[],,1256.0,999.0,73.0,117.5,"[1248, 1257]"
233,1071.4984984984985,79.33933933933933,111.0,[],,1332.0,1058.0,71.0,159.5,[]
234,1256.4361581920905,79.09604519774011,147.5,[],,1546.0,1236.0,85.0,95.0,[]
235,779.2253521126761,76.9530516431925,71.0,[],,942.0,753.0,90.0,95.0,[]
236,191.59915611814347,78.83122362869199,39.5,[],,231.0,175.0,84.0,95.0,"[246, 250]"
237,787.5007278020378,81.84279475982532,114.5,[],,948.0,761.0,72.0,176.5,[]
238,1289.1408934707904,77.64604810996563,48.5,[],,1571.0,1264.0,68.0,57.0,"[1565, 1575, 1579]"
239,287.18879056047194,78.76991150442478,56.5,[],,368.0,263.0,81.0,24.5,[]
240,637.3981735159817,83.10684931506849,182.5,[],,792.0,636.0,112.0,159.5,[797]
241,1063.965811965812,79.97863247863248,39.0,[],,1310.0,1043.0,93.0,95.0,[]
242,40.86540880503145,83.05534591194969,132.5,[],,40.0,27.0,108.0,39.0,[]
243,994.1481481481482,82.11111111111111,117.0,[],,1218.0,967.0,94.0,143.5,[]
244,1215.1927083333333,81.11979166666667,64.0,[],,1518.0,1209.0,83.0,14.0,[]
245,262.1145833333333,80.1875,32.0,[],,350.0,250.0,59.0,66.0,[]
246,116.0207522697795,85.06874189364463,128.5,[],,118.0,96.0,80.0,50.5,[119]
247,173.48529411764707,84.53676470588235,68.0,[],,203.0,153.0,64.0,95.0,"[191, 208, 211]"
248,662.272577996716,82.51724137931035,101.5,[],,794.0,637.0,84.0,143.5,[796]
249,854.4318555008209,84.24630541871922,101.5,[],,1044.0,838.0,103.0,125.0,[]
250,1235.9024081115335,85.20405576679342,131.5,[],,1529.0,1216.0,81.0,41.5,[]
251,418.3772893772894,82.84981684981685,45.5,[],,529.0,394.0,89.0,95.0,[]
252,698.418439716312,84.76241134751773,94.0,[],,837.0,677.0,105.0,13.5,[]
253,1326.9636363636364,82.78787878787878,55.0,[],,1637.0,1318.0,71.0,14.0,[]
254,244.60182876142974,88.55361596009975,200.5,[],,345.0,245.0,89.0,159.5,[]
255,1169.888888888889,87.103620474407,133.5,[],,1440.0,1151.0,101.0,95.0,[]
256,1349.8541666666665,88.70083333333334,200.0,[],,1686.0,1363.0,106.0,106.5,[]
257,265.68810916179336,86.56335282651072,85.5,[],,345.0,245.0,89.0,159.5,[]
258,914.305785123967,85.5922865013774,60.5,[],,1153.0,909.0,58.0,27.5,"[1146, 1162]"
259,1208.2,83.35238095238095,17.5,[],,1486.0,1185.0,69.0,50.5,[]
260,347.7527352297593,89.75565280816923,228.5,[],,452.0,332.0,67.0,159.5,"[459, 444]"
261,393.8805031446541,89.15345911949686,132.5,[],,506.0,375.0,66.0,101.0,[]
262,681.8959107806692,88.63692688971499,134.5,[],,823.0,663.0,83.0,66.0,[]
264,752.8748451053284,90.15117719950435,134.5,[],,916.0,727.0,101.0,95.0,[]
265,17.377289377289376,87.84981684981685,45.5,[],,7.0,3.0,113.0,95.0,[]
266,514.0096418732783,89.27272727272727,121.0,[],,632.0,488.0,90.0,125.0,[623]
267,692.7291666666666,90.29947916666667,64.0,[],,837.0,677.0,105.0,13.5,[]
268,967.3932788374204,93.02997275204359,183.5,[],,1218.0,967.0,94.0,143.5,[]
269,862.9880239520958,91.17564870259481,83.5,[],,1044.0,838.0,103.0,125.0,[]
270,1042.888888888889,93.103620474407,133.5,[],,1294.0,1027.0,78.0,125.0,[1289]
271,574.3190476190476,92.36031746031746,105.0,[],,700.0,546.0,100.0,66.0,[697]
272,909.0,90.01626016260163,20.5,[],,1136.0,891.0,111.0,108.5,[1125]
273,810.3448844884488,92.82178217821782,101.0,[],,979.0,787.0,81.0,95.0,[969]
274,1062.7245444801715,94.90782422293675,155.5,[],,1310.0,1043.0,93.0,95.0,[]
275,1329.1080074487895,93.28119180633146,89.5,[],,1637.0,1318.0,71.0,14.0,[]
276,111.82602921646746,96.46879150066401,125.5,[],,118.0,96.0,80.0,50.5,[119]
277,542.5493333333334,93.53066666666668,62.5,[],,666.0,514.0,90.0,106.5,[674]
278,779.6910755148741,96.56216628527841,218.5,[],,966.0,779.0,97.0,176.5,[]
279,143.43804537521817,94.56020942408377,95.5,[],,145.0,116.0,85.0,95.0,[]
280,220.86858974358972,96.98557692307692,104.0,[],,274.0,197.0,101.0,101.0,[]
281,853.5857142857143,92.90952380952382,35.0,[],,1044.0,838.0,103.0,125.0,[]
282,29.21031746031746,97.38888888888889,126.0,[],,21.0,16.0,122.0,31.0,[]
283,327.9024081115336,98.20405576679342,131.5,[],,413.0,301.0,110.0,177.0,[]
284,914.1493333333334,94.89066666666668,62.5,[],,1136.0,891.0,111.0,108.5,[1125]
285,1102.0,95.78544061302682,87.0,[],,1366.0,1091.0,96.0,27.0,[]
286,1288.8766788766789,98.14896214896216,136.5,[],,1566.0,1260.0,106.0,55.5,[]
287,519.213716108453,98.39074960127593,104.5,[],,644.0,500.0,114.0,95.0,[]
288,867.6582914572864,100.04020100502512,199.0,[],,1044.0,838.0,103.0,125.0,[]
289,1091.5098039215686,95.68627450980392,51.0,[],,1336.0,1063.0,95.0,117.5,[]
290,1186.7395833333335,98.64285714285714,112.0,[],,1464.0,1170.0,87.0,95.0,[1465]
291,42.960153256704984,102.02068965517242,217.5,[],,55.0,43.0,102.0,199.0,[]
292,452.86540880503145,100.05534591194969,132.5,[],,585.0,453.0,100.0,95.0,[]
293,651.957264957265,100.16361416361417,136.5,[],,792.0,636.0,112.0,159.5,[797]
294,196.37209302325581,100.65891472868218,129.0,[],,231.0,175.0,84.0,95.0,"[246, 250]"
295,211.74166666666665,98.63958333333333,80.0,[],,251.0,184.0,99.0,159.5,"[234, 240, 242, 250]"
296,726.7777777777778,100.91633986928105,127.5,[],,894.0,710.0,115.0,108.5,[]
297,1150.9395061728396,101.1827160493827,135.0,[],,1429.0,1140.0,105.0,66.0,[]
298,53.81761006289308,98.87106918238995,53.0,[],,40.0,27.0,108.0,39.0,[]
299,185.5144927536232,99.22826086956522,46.0,[],,226.0,170.0,124.0,117.5,[]
300,287.65591397849465,102.2271505376344,124.0,[],,372.0,266.0,87.0,62.5,[]
302,545.9741602067184,99.95090439276485,64.5,[],,674.0,519.0,97.0,95.0,[666]
303,564.8911739502998,102.91002570694087,194.5,[],,708.0,554.0,106.0,95.0,"[710, 711, 720]"
304,797.1379310344828,100.05287356321838,72.5,[],,967.0,780.0,114.0,125.0,[975]
